sent_id,left_context,pivot,right_context
fr-ud-train_00007,"Les forfaits comprennent le transport en car Grand Tourisme des différents lieux de départs proposés autour de Lyon, le forfait de ski sur le domaine ",cité,", un en-cas petit-déjeuner servi à votre arrivée en station et le service d'un accompagnateur salarié assurant la logistique des départs et des retours. "
fr-ud-train_00014,"Motivé par la charité chrétienne, la communauté a changé un vieil immeuble ",abanbonné," où se pratiquaient d'ailleurs de nombreux échanges de drogues en ce logement sûr, propre et abordable qu'il est aujourd'hui. "
fr-ud-train_00058,"Toujours en Géométrie euclidienne, on montre que dans un triangle, le centre de gravité G, l'orthocentre H, le centre du cercle ",circonscrit," Ω, et le centre du cercle d'Euler E sont tous les quatre alignés sur une droite dite droite d'Euler du triangle, de plus ils sont en division harmonique (dans cet ordre). "
fr-ud-train_00067,"En géométrie, le dodécadodécaèdre ",tronqué," est un polyèdre uniforme non-convexe, indexé sous le nom U59. "
fr-ud-train_00073,À ,partir," du XXIe siècle, les recensements réels des communes de moins de 10 000 habitants ont lieu tous les cinq ans. "
fr-ud-train_00135,"Tant qu'il reste encore des entrées dans le tableau d'origine, on répète l'opération de suppression d'une valeur x dans le coin supérieur gauche, de glissement de taquins, et d'insertion de la valeur -x dans la cellule ",libérée,. 
fr-ud-train_00157,"Lorsque le projectile touche une cible, il garde sur une certaine distance une ligne droite appelée tunnel d'attrition (neck ou narrow channel), puis, en fonction de sa forme, de son poids, de sa vitesse, ainsi que de la structure du milieu, le projectile a tendance à se mettre en travers et à être brutalement freiné dans le milieu ",traversé,. 
fr-ud-train_00159,"La série Yakari, a reçu au MIPCOM 2010 un Disque d'Or et de Platine pour avoir atteint, en Allemagne, plus de 550 000 ventes de DVD et de CD de la série ",animée, ! 
fr-ud-train_00175,"La pyramide des âges, à ",savoir," la répartition par sexe et âge de la population, de la commune de Artenay en 2009 ainsi que, comparativement, celle du département du Loiret la même année, sont représentées avec les graphiques ci-dessous. "
fr-ud-train_00177,« Le tissu socio-économique est dans un tel état que n',importe, quelle source de revenus est la bienvenue. 
fr-ud-train_00193,Le morceau titre contient une narration tragi-comique improvisée à ,partir, d'un thème par Jean Shepherd. 
