sent_id	left_context	pivot	right_context
fr-ud-train_01412	Le 12 novembre 2010, Claude Guéant 	dépose	 plainte et ce pour la « première fois de [sa] vie », devant la dix-septième chambre du tribunal de grande instance de Paris, spécialisée dans les affaires de presse. 
fr-ud-train_02518	Il a été classé sixième, dans la catégorie des 60 kg, au 13e Championnats de Bodybuilding qui ont 	eu	 lieu à Tokyo en 2005. 
fr-ud-train_02518	Il a été classé sixième, dans la catégorie des 60 kg, au 13e Championnats de Bodybuilding qui ont 	eu	 lieu à Tokyo en 2005. 
fr-ud-train_03792	Continuant à explorer la poésie, il 	découvre	 et traduit Pierre-Jean Jouve, Ezra Pound et rencontre André Gide en avril 1939. 
fr-ud-train_05414	Le tournage 	a	 lieu à Squamish, en Colombie-Britannique dans la baie de Howe renommée Port Hallet par la fiction, et une vraie vedette de sauvetage de 47 pieds de la Garde côtière, le Cape St. James a été rebaptisé Cape Pacific pour la série. 
fr-ud-train_05414	Le tournage 	a	 lieu à Squamish, en Colombie-Britannique dans la baie de Howe renommée Port Hallet par la fiction, et une vraie vedette de sauvetage de 47 pieds de la Garde côtière, le Cape St. James a été rebaptisé Cape Pacific pour la série. 
fr-ud-train_05414	Le tournage 	a	 lieu à Squamish, en Colombie-Britannique dans la baie de Howe renommée Port Hallet par la fiction, et une vraie vedette de sauvetage de 47 pieds de la Garde côtière, le Cape St. James a été rebaptisé Cape Pacific pour la série. 
fr-ud-train_07169	Akhmatova est un opéra dont la création 	a	 lieu à l'Opéra Bastille de Paris le 28 mars 2011. 
fr-ud-train_08426	Celles-ci 	ont	 lieu de juillet à septembre inclus, entraînant une baisse du débit mensuel moyen allant jusqu'à 0,765 m3/s au mois d'août, ce qui reste très confortable. 
fr-ud-train_12609	Un ticket t+ 	permet	 un trajet simple quelle que soit la distance avec une ou plusieurs correspondances possibles avec les autres lignes de bus et de tramway pendant une durée maximale de 1h30 entre la première et dernière validation. 
fr-ud-train_12998	En 1951, pour le cinquantenaire de la mort de Verdi, il 	chante	 Nabucco, Simon Boccanegra, et Don Carlos, à la radio italienne. 
fr-ud-train_13432	Sidi M'hamed el-Ayachi (1563-1641), plus communément appelé Al-Ayachi, surnommé le ""Saint de Salé"", est un marabout marocain et un puissant chef militaire ayant notamment vécu dans l'actuelle Salé (à l'époque, dite Salé-le-Vieux, par opposition à l'actuelle Rabat, 	dite	 alors Salé-le-Neuf, tout au moins concernant sa médina). 
fr-ud-dev_00077	Il s'agit d'une action complémentaire aux dispositions administratives et juridiques déjà 	prises	 ou encours au plus haut niveau de l'État vue d'améliorer la situation des veuves. 
fr-ud-dev_01522	Il 	devient	 joueur autonome à l'automne. 
