sent_id,left_context,pivot,right_context
fr-ud-train_00001,Les commotions cérébrales sont devenu si courantes dans ce sport qu'on les ,considére, presque comme la routine. 
fr-ud-train_00004,"Toutefois, les filles ",adorent, les desserts. 
fr-ud-train_00005,Ismene entre et annonce que c'est Farnace qui a ,mis, le feu à la flotte romaine. 
fr-ud-train_00007,"Les forfaits comprennent le transport en car Grand Tourisme des différents lieux de départs proposés autour de Lyon, le forfait de ski sur le domaine cité, un en-cas petit-déjeuner servi à votre arrivée en station et le service d'un accompagnateur salarié ",assurant, la logistique des départs et des retours. 
fr-ud-train_00007,Les forfaits ,comprennent," le transport en car Grand Tourisme des différents lieux de départs proposés autour de Lyon, le forfait de ski sur le domaine cité, un en-cas petit-déjeuner servi à votre arrivée en station et le service d'un accompagnateur salarié assurant la logistique des départs et des retours. "
fr-ud-train_00008,"Il prévient que de telles agressions sont """"susceptibles d'",entraîner," des poursuites judiciaires"""". "
fr-ud-train_00012,Le point final de la plate-forme de distribution serait basé en Autriche à Baumgarten pour ,rejoindre, ensuite le réseau d'Europe centrale et de l'ouest. 
fr-ud-train_00014,"Motivé par la charité chrétienne, la communauté a ",changé," un vieil immeuble abanbonné où se pratiquaient d'ailleurs de nombreux échanges de drogues en ce logement sûr, propre et abordable qu'il est aujourd'hui. "
fr-ud-train_00015,Il exploitait un site de haute valeur militaire et commerciale comprenant un surplomb rocheux ,dominant, en à-pic la rivière Oust. 
fr-ud-train_00015,Il exploitait un site de haute valeur militaire et commerciale ,comprenant, un surplomb rocheux dominant en à-pic la rivière Oust. 
fr-ud-train_00015,Il ,exploitait, un site de haute valeur militaire et commerciale comprenant un surplomb rocheux dominant en à-pic la rivière Oust. 
fr-ud-train_00016,"Plus tard dans la saison, ils ",consomment, beaucoup de baies et autres petits fruits. 
fr-ud-train_00017,"Ils deviennent alors les Paladins, chevaliers du bien chargés de ",défendre, élèves et professeurs. 
fr-ud-train_00018,"Le chevalier lui propose une partie d'échecs, espérant retarder l'échéance fatidique, le temps de ",trouver, une solution à ses problèmes métaphysiques : Dieu existe-il ? 
fr-ud-train_00018,"Le chevalier lui propose une partie d'échecs, espérant ",retarder," l'échéance fatidique, le temps de trouver une solution à ses problèmes métaphysiques : Dieu existe-il ? "
fr-ud-train_00018,Le chevalier lui ,propose," une partie d'échecs, espérant retarder l'échéance fatidique, le temps de trouver une solution à ses problèmes métaphysiques : Dieu existe-il ? "
fr-ud-train_00024,Les experts sont unanimes pour ,dater, ce manuscrit du VIe siècle. 
