sent_id	left_context	pivot	right_context
Rhap_D0006-65	vraiment, la psychiatrie, il faut 	ê~	, il faut être… 
Rhap_D0006-73	n'	importe	 qui pourrait pas être chirurgien. 
Rhap_D0006-80	n'	importe	 quand. 
Rhap_D0006-80bis	n'	importe	 quelle heure. 
Rhap_D0006-81	n'	importe	 quand. 
Rhap_D0006-81bis	n'	importe	 quelle heure. 
Rhap_M2006-4	trois policiers 	blessés	. 
Rhap_M2006-23	alors, passons maintenant au détail des mesures 	discutées	 et aux attentes des syndicats et du patronat. 
Rhap_M2006-37	vous y étiez il y 	a	 pas longtemps. 
Rhap_D1003-10	parce que j'ai 	démé~	, déménagé neuf fois dans ma vie. 
Rhap_D1003-33	donc, euh, j'avais qu'un souhait, c'était 	re~	, de revenir en France. 
Rhap_D1003-37	et c'est ensuite, quand je suis 	partie	, partie en, en première L que je me suis rendu compte qu'en fait, c'était un, un, un, un super, enfin, une super expérience. 
Rhap_D0009-31	parce que dessus, il y avait des, c'est pas des coussins, c'était des, des carrés de laine 	tissés	 qu'on avait eus en Tunisie et qui avaient été mis dessus. 
Rhap_D0009-93	est-ce que c'est, est-ce que c'est moi qui p~, est-ce que je peux 	sau~	, lui amener le tissu ? 
Rhap_M0007-3	vous allez 	arriver	. 
Rhap_D2007-89	vous allez 	changer	 tout à l'heure. 
Rhap_D2005-59	il se trouve qu'à 	partir	 de la Math Elem, je me suis trouvé très bon en maths. 
Rhap_D0003-11	il y avait cet endroit à Paris où on pouvait 	arriver	. 
Rhap_D0003-16	après le bombardement anglais, mon, mon père a dit, bon, il f~, il faut 	partir	, il faut… 
Rhap_D0002-6	mais, je veux 	dire	, ils ont travaillé normalement. 
Rhap_D0002-7	et c'est vrai que, bon, habitant dans le centre de Paris, euh, les écoles sont de très bon niveau, hein, je veux 	dire	. 
Rhap_D0002-37	hein, je veux 	dire	, ça, c'est un, c'est une des , des , c'est une des mesures du plan banlieue le busing. 
