sent_id,left_context,pivot,right_context
Rhap_M0024-1,"euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est ",rentrée, dedans. 
Rhap_M0024-1,"euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a ",rencontré," donc Charlot à ce moment-là, lui est rentrée dedans. "
Rhap_M0024-1,"euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, ",voler," un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans. "
Rhap_M0024-1,"euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'",éloigne," pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans. "
Rhap_M0024-1,"euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a ",profité," de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans. "
Rhap_M0024-1,"euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait ",avoir," faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans. "
Rhap_M0024-1,"euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui ",semblait," avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans. "
Rhap_M0024-1,"euh, il y avait donc une, euh, jeune fille qui ",regardait," dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans. "
Rhap_M0024-1,"euh, il y ",avait," donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans. "
Rhap_M0024-2,"euh, dans la confusion, donc, une, euh, une passante a dénoncé la jeune fille au livreur qui a ",couru," après la jeune fille, euh. "
Rhap_M0024-2,"euh, dans la confusion, donc, une, euh, une passante a ",dénoncé," la jeune fille au livreur qui a couru après la jeune fille, euh. "
Rhap_M0024-3,"les policiers sont arrivés en raison du , du , du vacarme, je p~, je ",pense,. 
Rhap_M0024-3,"les policiers sont arrivés en raison du , du , du vacarme, je ",p~,", je pense. "
Rhap_M0024-3,les policiers sont ,arrivés," en raison du , du , du vacarme, je p~, je pense. "
Rhap_M0024-4,"et, euh, Charlot s'est accusé plutôt que de laisser la jeune fille s'",accuser,. 
Rhap_M0024-4,"et, euh, Charlot s'est accusé plutôt que de ",laisser, la jeune fille s'accuser. 
Rhap_M0024-4,"et, euh, Charlot s'est ",accusé, plutôt que de laisser la jeune fille s'accuser. 
Rhap_M0024-5,"et, euh, ça s'arrête lorsque la passante, euh, indique au livreur que c'était bien la jeune fille qui avait ",volé, le pain et pas le jeune homme. 
Rhap_M0024-5,"et, euh, ça s'arrête lorsque la passante, euh, ",indique, au livreur que c'était bien la jeune fille qui avait volé le pain et pas le jeune homme. 
Rhap_M0024-5,"et, euh, ça s'",arrête," lorsque la passante, euh, indique au livreur que c'était bien la jeune fille qui avait volé le pain et pas le jeune homme. "
Rhap_D0006-2,j',ai,… 
Rhap_D0006-3,"il se trouve que dans les adresses qu'on m'avait données, j'ai, euh, il y a deux rendez-vous que j'ai dû remettre parce que les gens ",vendaient,", euh, euh, des biens de famille. "
Rhap_D0006-3,"il se trouve que dans les adresses qu'on m'avait données, j'ai, euh, il y a deux rendez-vous que j'ai dû ",remettre," parce que les gens vendaient, euh, euh, des biens de famille. "
Rhap_D0006-3,"il se trouve que dans les adresses qu'on m'avait données, j'ai, euh, il y a deux rendez-vous que j'ai ",dû," remettre parce que les gens vendaient, euh, euh, des biens de famille. "
Rhap_D0006-3,"il se trouve que dans les adresses qu'on m'avait données, j'ai, euh, il y ",a," deux rendez-vous que j'ai dû remettre parce que les gens vendaient, euh, euh, des biens de famille. "
Rhap_D0006-3,"il se trouve que dans les adresses qu'on m'avait données, j'",ai,", euh, il y a deux rendez-vous que j'ai dû remettre parce que les gens vendaient, euh, euh, des biens de famille. "
Rhap_D0006-3,il se trouve que dans les adresses qu'on m'avait ,données,", j'ai, euh, il y a deux rendez-vous que j'ai dû remettre parce que les gens vendaient, euh, euh, des biens de famille. "
Rhap_D0006-3,il se ,trouve," que dans les adresses qu'on m'avait données, j'ai, euh, il y a deux rendez-vous que j'ai dû remettre parce que les gens vendaient, euh, euh, des biens de famille. "
Rhap_D0006-4,"donc, euh, on dit oui, on veut bien ",parler," avec vous, mais a~, après le déménagement. "
Rhap_D0006-4,"donc, euh, on dit oui, on ",veut," bien parler avec vous, mais a~, après le déménagement. "
Rhap_D0006-4,"donc, euh, on ",dit," oui, on veut bien parler avec vous, mais a~, après le déménagement. "
Rhap_D0006-6,vous n',avez, pas autour de vous cette impression que… 
Rhap_D0006-7,c',est, plus au niveau de la fac. 
Rhap_D0006-8,"je vois, euh, moi, la fac, ça m'a ",fait, beaucoup de bien. 
Rhap_D0006-8,je ,vois,", euh, moi, la fac, ça m'a fait beaucoup de bien. "
Rhap_D0006-9,ça m'a ,sorti, un petit peu de mon petit cocon du septième. 
Rhap_D0006-10,et ça m'a fait ,voir,… 
Rhap_D0006-11,"même si c'est quand même une fac dans le septième, enfin, ç~, il y a des gens qui ",viennent," de partout, euh. "
Rhap_D0006-11,"même si c'est quand même une fac dans le septième, enfin, ç~, il y ",a," des gens qui viennent de partout, euh. "
Rhap_D0006-12,"et, euh, ça m'a frappé de voir que, euh, j'avais une amie, euh, qui vivait à vingt ans, euh, complètement autonome parce que, euh, ses parents sont divorcés et n'ont pas les moyens de faire ",vivre,… 
Rhap_D0006-12,"et, euh, ça m'a frappé de voir que, euh, j'avais une amie, euh, qui vivait à vingt ans, euh, complètement autonome parce que, euh, ses parents sont divorcés et n'",ont, pas les moyens de faire vivre… 
Rhap_D0006-12,"et, euh, ça m'a frappé de voir que, euh, j'avais une amie, euh, qui ",vivait," à vingt ans, euh, complètement autonome parce que, euh, ses parents sont divorcés et n'ont pas les moyens de faire vivre… "
Rhap_D0006-12,"et, euh, ça m'a frappé de voir que, euh, j'",avais," une amie, euh, qui vivait à vingt ans, euh, complètement autonome parce que, euh, ses parents sont divorcés et n'ont pas les moyens de faire vivre… "
Rhap_D0006-12,"et, euh, ça m'a frappé de ",voir," que, euh, j'avais une amie, euh, qui vivait à vingt ans, euh, complètement autonome parce que, euh, ses parents sont divorcés et n'ont pas les moyens de faire vivre… "
Rhap_D0006-12,"et, euh, ça m'a ",frappé," de voir que, euh, j'avais une amie, euh, qui vivait à vingt ans, euh, complètement autonome parce que, euh, ses parents sont divorcés et n'ont pas les moyens de faire vivre… "
Rhap_D0006-13,"euh, mh, des, d'autres gens qui venaient de, euh, qui venaient, euh, de l'étranger et, euh, qui pour pouvoir se payer, euh, la petite prépa en plus pour réussir le concours, euh, devaient ",travailler, le week-end chez Monoprix. 
Rhap_D0006-13,"euh, mh, des, d'autres gens qui venaient de, euh, qui venaient, euh, de l'étranger et, euh, qui pour pouvoir se payer, euh, la petite prépa en plus pour réussir le concours, euh, ",devaient, travailler le week-end chez Monoprix. 
Rhap_D0006-13,"euh, mh, des, d'autres gens qui venaient de, euh, qui venaient, euh, de l'étranger et, euh, qui pour pouvoir se payer, euh, la petite prépa en plus pour ",réussir," le concours, euh, devaient travailler le week-end chez Monoprix. "
Rhap_D0006-13,"euh, mh, des, d'autres gens qui venaient de, euh, qui venaient, euh, de l'étranger et, euh, qui pour pouvoir se ",payer,", euh, la petite prépa en plus pour réussir le concours, euh, devaient travailler le week-end chez Monoprix. "
Rhap_D0006-13,"euh, mh, des, d'autres gens qui venaient de, euh, qui venaient, euh, de l'étranger et, euh, qui pour ",pouvoir," se payer, euh, la petite prépa en plus pour réussir le concours, euh, devaient travailler le week-end chez Monoprix. "
Rhap_D0006-13,"euh, mh, des, d'autres gens qui venaient de, euh, qui ",venaient,", euh, de l'étranger et, euh, qui pour pouvoir se payer, euh, la petite prépa en plus pour réussir le concours, euh, devaient travailler le week-end chez Monoprix. "
Rhap_D0006-13,"euh, mh, des, d'autres gens qui ",venaient," de, euh, qui venaient, euh, de l'étranger et, euh, qui pour pouvoir se payer, euh, la petite prépa en plus pour réussir le concours, euh, devaient travailler le week-end chez Monoprix. "
Rhap_D0006-14,"ça, c'est des petites choses, euh, qui ont beaucoup joué et, euh, qui m'ont fait, euh, ",réaliser,", euh, vraiment ce que c'était que l'argent. "
Rhap_D0006-14,"ça, c'est des petites choses, euh, qui ont beaucoup ",joué," et, euh, qui m'ont fait, euh, réaliser, euh, vraiment ce que c'était que l'argent. "
Rhap_D0006-15,"et, euh, je ",pense, que ça a été très bénéfique. 
Rhap_D0006-16,"vous, vous ",faites, le baby-sitter ? 
Rhap_D0006-19,"enfin, vraiment cet ar~, avec cet argent-là, je me ",paye," maintenant quasiment tout, à part la nourriture et le logement. "
Rhap_D0006-19quater,,voilà,. 
Rhap_D0006-21,"là, je viens de ",faire," mes, des vaccins par exemple. "
Rhap_D0006-21,"là, je ",viens," de faire mes, des vaccins par exemple. "
Rhap_D0006-22,"ben, c'est moi qui les ai ",payés,. 
Rhap_D0006-24,ou c'est vous qui avez ,dit,", bon, quand même ? "
Rhap_D0006-25,"c'est les parents, je ",pense,. 
Rhap_D0006-27,"le fait d'a~, d'avoir été à la fac, euh, de me, m'être un peu sorti de mon petit cocon, ça m'a ",renforcé, là-dedans. 
Rhap_D0006-27,"le fait d'a~, d'avoir été à la fac, euh, de me, m'être un peu ",sorti," de mon petit cocon, ça m'a renforcé là-dedans. "
Rhap_D0006-27,"le fait d'a~, d'avoir ",été," à la fac, euh, de me, m'être un peu sorti de mon petit cocon, ça m'a renforcé là-dedans. "
Rhap_D0006-28,"donc, la, la rencontre des , de la difficulté à ",vivre,", c'est le… "
Rhap_D0006-29bis,en ,sortant," de la famille, quoi. "
Rhap_D0006-31,"honnêtement, on ",vit," vraiment dans un petit micro~, enfin, vraiment dans un petit microcosme. "
Rhap_D0006-32,et ça fait du bien de ,sortir, un peu. 
Rhap_D0006-32,et ça ,fait, du bien de sortir un peu. 
Rhap_D0006-33,"euh, vous avez des idées sur, euh, euh, le type de travail que vous ",allez,… 
Rhap_D0006-33,"euh, vous ",avez," des idées sur, euh, euh, le type de travail que vous allez… "
Rhap_D0006-34,vous ,allez, être médecin en France en hôpital. 
Rhap_D0006-35,"alors, moi, déjà, je veux ",travailler, dans le public et pas dans le privé. 
Rhap_D0006-35,"alors, moi, déjà, je ",veux, travailler dans le public et pas dans le privé. 
Rhap_D0006-36,"euh, je sais pas si vous voulez ",savoir, pourquoi. 
Rhap_D0006-36,"euh, je sais pas si vous ",voulez, savoir pourquoi. 
Rhap_D0006-36,"euh, je ",sais, pas si vous voulez savoir pourquoi. 
Rhap_D0006-38,"euh, parce que, euh, je ",travaille, dans le privé là. 
Rhap_D0006-39,je ,fais, des petits boulots en plus. 
Rhap_D0006-40,"et, euh, c'est un endroit que j'aime pas parce que c'est vraiment uniquement ",tourné, vers l'argent. 
Rhap_D0006-40,"et, euh, c'est un endroit que j'",aime, pas parce que c'est vraiment uniquement tourné vers l'argent. 
Rhap_D0006-41,il y a cette dimension contact avec le malade qui a complètement ,disparu,. 
Rhap_D0006-41,il y ,a, cette dimension contact avec le malade qui a complètement disparu. 
Rhap_D0006-42,"et pour le coup, cette dimension, euh, spécialité de la médecine qui est encore plus renforcée parce que pour gagner encore plus, il ",faut, être le spécialiste du spécialiste du spécialiste. 
Rhap_D0006-42,"et pour le coup, cette dimension, euh, spécialité de la médecine qui est encore plus renforcée parce que pour ",gagner," encore plus, il faut être le spécialiste du spécialiste du spécialiste. "
Rhap_D0006-42,"et pour le coup, cette dimension, euh, spécialité de la médecine qui est encore plus ",renforcée," parce que pour gagner encore plus, il faut être le spécialiste du spécialiste du spécialiste. "
Rhap_D0006-43,"donc, ça, c'est un endroit que j'",aime," pas trop, euh. "
Rhap_D0006-44,"et en plus, euh, la vraie médecine, euh, c'est à l'hôpital qu'on, qu'on l'",apprend,. 
Rhap_D0006-46,"ce que, ce que, ce que j'",appelle," la vraie médecine, c'est, c'est les, les cas concrets, quel est le niveau de santé de la population, euh, quels sont les… "
Rhap_D0006-47,"tel, tel et tel cas, on les ",verrait," pas en hô~, en hôpital privé. "
Rhap_D0006-48,"les classes moyennes, les, les ne ",vont, pas en clinique privée. 
Rhap_D0006-49,"euh, sinon, j'",aimerais,", euh… "
Rhap_D0006-50,"comme spécialité, je ",sais, pas. 
Rhap_D0006-51,je peux pas vous ,dire,. 
Rhap_D0006-51,je ,peux, pas vous dire. 
Rhap_D0006-52,mais ,voilà,. 
Rhap_D0006-53,"c'est, c'est, c'est surtout l'hôpital public qui m'",attire,. 
Rhap_D0006-54,"votre, vos camarades ",sont, à peu près sur la même longueur d'ondes ? 
Rhap_D0006-55,"alors, ça div~, ça, ça ",varie, beaucoup. 
Rhap_D0006-55,"alors, ça ",div~,", ça, ça varie beaucoup. "
Rhap_D0006-57,"il y a des gens, euh, de très bons amis, hein, mais sur, par contre, quand on parle de ça, ça se passe mal, euh, qui ",veulent,", euh, clairement, euh… "
Rhap_D0006-57,"il y a des gens, euh, de très bons amis, hein, mais sur, par contre, quand on parle de ça, ça se ",passe," mal, euh, qui veulent, euh, clairement, euh… "
Rhap_D0006-57,"il y a des gens, euh, de très bons amis, hein, mais sur, par contre, quand on ",parle," de ça, ça se passe mal, euh, qui veulent, euh, clairement, euh… "
Rhap_D0006-57,il y ,a," des gens, euh, de très bons amis, hein, mais sur, par contre, quand on parle de ça, ça se passe mal, euh, qui veulent, euh, clairement, euh… "
Rhap_D0006-58,"ils ont fait médecine parce que, euh, ça va être un métier stable, un métier où ils ",gagneront, de l'argent. 
Rhap_D0006-58,"ils ont fait médecine parce que, euh, ça ",va," être un métier stable, un métier où ils gagneront de l'argent. "
Rhap_D0006-58,ils ont ,fait," médecine parce que, euh, ça va être un métier stable, un métier où ils gagneront de l'argent. "
Rhap_D0006-60,et ils ont envie de faire la spécialité qui ,rapportera, le plus. 
Rhap_D0006-60,et ils ont envie de ,faire, la spécialité qui rapportera le plus. 
Rhap_D0006-60,et ils ,ont, envie de faire la spécialité qui rapportera le plus. 
Rhap_D0006-61,"peu importe un peu, euh, les aspects dont je vous ai ",parlé,. 
Rhap_D0006-61,peu ,importe," un peu, euh, les aspects dont je vous ai parlé. "
Rhap_D0006-62,"et il y en a d'autres, au contraire, euh, qui, euh, qui ont, qui recherchent vraiment ce contact encore plus, qui ont ",fait,… 
Rhap_D0006-62,"et il y en a d'autres, au contraire, euh, qui, euh, qui ont, qui ",recherchent," vraiment ce contact encore plus, qui ont fait… "
