sent_id	left_context	pivot	right_context
Rhap_M0024-1	euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est 	rentrée	 dedans. 
Rhap_M0024-1	euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est 	rentrée	 dedans. 
Rhap_M0024-1	euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a 	rencontré	 donc Charlot à ce moment-là, lui est rentrée dedans. 
Rhap_M0024-1	euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, 	voler	 un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans. 
Rhap_M0024-1	euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'	éloigne	 pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans. 
Rhap_M0024-1	euh, il y avait donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait 	avoir	 faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans. 
Rhap_M0024-1	euh, il y 	avait	 donc une, euh, jeune fille qui regardait dans une boutique, apparemment une pâtisserie, qui semblait avoir faim, qui a profité de ce que le livreur s'éloigne pour, euh, voler un, une baguette, euh, a rencontré donc Charlot à ce moment-là, lui est rentrée dedans. 
Rhap_M0024-2	euh, dans la confusion, donc, une, euh, une passante a 	dénoncé	 la jeune fille au livreur qui a couru après la jeune fille, euh. 
Rhap_M0024-4	et, euh, Charlot s'est accusé plutôt que de laisser la jeune fille s'	accuser	. 
Rhap_M0024-4	et, euh, Charlot s'est accusé plutôt que de 	laisser	 la jeune fille s'accuser. 
Rhap_M0024-4	et, euh, Charlot s'est 	accusé	 plutôt que de laisser la jeune fille s'accuser. 
Rhap_M0024-5	et, euh, ça s'arrête lorsque la passante, euh, indique au livreur que c'était bien la jeune fille qui avait 	volé	 le pain et pas le jeune homme. 
Rhap_D0006-3	il se trouve que dans les adresses qu'on m'avait données, j'ai, euh, il y a deux rendez-vous que j'ai dû remettre parce que les gens 	vendaient	, euh, euh, des biens de famille. 
Rhap_D0006-3	il se trouve que dans les adresses qu'on m'avait données, j'ai, euh, il y a deux rendez-vous que j'ai dû 	remettre	 parce que les gens vendaient, euh, euh, des biens de famille. 
Rhap_D0006-3	il se trouve que dans les adresses qu'on m'avait données, j'ai, euh, il y 	a	 deux rendez-vous que j'ai dû remettre parce que les gens vendaient, euh, euh, des biens de famille. 
Rhap_D0006-3	il se trouve que dans les adresses qu'on m'avait 	données	, j'ai, euh, il y a deux rendez-vous que j'ai dû remettre parce que les gens vendaient, euh, euh, des biens de famille. 
Rhap_D0006-3	il se trouve que dans les adresses qu'on m'avait 	données	, j'ai, euh, il y a deux rendez-vous que j'ai dû remettre parce que les gens vendaient, euh, euh, des biens de famille. 
Rhap_D0006-8	je vois, euh, moi, la fac, ça m'a 	fait	 beaucoup de bien. 
Rhap_D0006-8	je vois, euh, moi, la fac, ça m'a 	fait	 beaucoup de bien. 
Rhap_D0006-9	ça m'a 	sorti	 un petit peu de mon petit cocon du septième. 
Rhap_D0006-10	et ça m'a fait 	voir	… 
Rhap_D0006-11	même si c'est quand même une fac dans le septième, enfin, ç~, il y 	a	 des gens qui viennent de partout, euh. 
Rhap_D0006-12	et, euh, ça m'a frappé de voir que, euh, j'	avais	 une amie, euh, qui vivait à vingt ans, euh, complètement autonome parce que, euh, ses parents sont divorcés et n'ont pas les moyens de faire vivre… 
Rhap_D0006-12	et, euh, ça m'a 	frappé	 de voir que, euh, j'avais une amie, euh, qui vivait à vingt ans, euh, complètement autonome parce que, euh, ses parents sont divorcés et n'ont pas les moyens de faire vivre… 
Rhap_D0006-13	euh, mh, des, d'autres gens qui venaient de, euh, qui venaient, euh, de l'étranger et, euh, qui pour pouvoir se payer, euh, la petite prépa en plus pour 	réussir	 le concours, euh, devaient travailler le week-end chez Monoprix. 
Rhap_D0006-13	euh, mh, des, d'autres gens qui venaient de, euh, qui venaient, euh, de l'étranger et, euh, qui pour pouvoir se 	payer	, euh, la petite prépa en plus pour réussir le concours, euh, devaient travailler le week-end chez Monoprix. 
Rhap_D0006-13	euh, mh, des, d'autres gens qui venaient de, euh, qui venaient, euh, de l'étranger et, euh, qui pour pouvoir se 	payer	, euh, la petite prépa en plus pour réussir le concours, euh, devaient travailler le week-end chez Monoprix. 
Rhap_D0006-14	ça, c'est des petites choses, euh, qui ont beaucoup joué et, euh, qui m'ont fait, euh, 	réaliser	, euh, vraiment ce que c'était que l'argent. 
Rhap_D0006-14	ça, c'est des petites choses, euh, qui ont beaucoup joué et, euh, qui m'ont fait, euh, 	réaliser	, euh, vraiment ce que c'était que l'argent. 
Rhap_D0006-16	vous, vous 	faites	 le baby-sitter ? 
Rhap_D0006-19	enfin, vraiment cet ar~, avec cet argent-là, je me 	paye	 maintenant quasiment tout, à part la nourriture et le logement. 
Rhap_D0006-19	enfin, vraiment cet ar~, avec cet argent-là, je me 	paye	 maintenant quasiment tout, à part la nourriture et le logement. 
Rhap_D0006-21	là, je viens de 	faire	 mes, des vaccins par exemple. 
Rhap_D0006-22	ben, c'est moi qui les ai 	payés	. 
Rhap_D0006-27	le fait d'a~, d'avoir été à la fac, euh, de me, m'être un peu sorti de mon petit cocon, ça m'a 	renforcé	 là-dedans. 
Rhap_D0006-27	le fait d'a~, d'avoir été à la fac, euh, de me, m'être un peu 	sorti	 de mon petit cocon, ça m'a renforcé là-dedans. 
Rhap_D0006-33	euh, vous 	avez	 des idées sur, euh, euh, le type de travail que vous allez… 
Rhap_D0006-36	euh, je sais pas si vous voulez 	savoir	 pourquoi. 
Rhap_D0006-39	je 	fais	 des petits boulots en plus. 
Rhap_D0006-40	et, euh, c'est un endroit que j'	aime	 pas parce que c'est vraiment uniquement tourné vers l'argent. 
Rhap_D0006-41	il y 	a	 cette dimension contact avec le malade qui a complètement disparu. 
Rhap_D0006-42	et pour le coup, cette dimension, euh, spécialité de la médecine qui est encore plus renforcée parce que pour 	gagner	 encore plus, il faut être le spécialiste du spécialiste du spécialiste. 
Rhap_D0006-43	donc, ça, c'est un endroit que j'	aime	 pas trop, euh. 
Rhap_D0006-44	et en plus, euh, la vraie médecine, euh, c'est à l'hôpital qu'on, qu'on l'	apprend	. 
Rhap_D0006-46	ce que, ce que, ce que j'	appelle	 la vraie médecine, c'est, c'est les, les cas concrets, quel est le niveau de santé de la population, euh, quels sont les… 
Rhap_D0006-47	tel, tel et tel cas, on les 	verrait	 pas en hô~, en hôpital privé. 
Rhap_D0006-51	je peux pas vous 	dire	. 
Rhap_D0006-53	c'est, c'est, c'est surtout l'hôpital public qui m'	attire	. 
Rhap_D0006-57	il y 	a	 des gens, euh, de très bons amis, hein, mais sur, par contre, quand on parle de ça, ça se passe mal, euh, qui veulent, euh, clairement, euh… 
Rhap_D0006-58	ils ont fait médecine parce que, euh, ça va être un métier stable, un métier où ils 	gagneront	 de l'argent. 
Rhap_D0006-58	ils ont 	fait	 médecine parce que, euh, ça va être un métier stable, un métier où ils gagneront de l'argent. 
Rhap_D0006-60	et ils ont envie de faire la spécialité qui 	rapportera	 le plus. 
Rhap_D0006-60	et ils ont envie de 	faire	 la spécialité qui rapportera le plus. 
Rhap_D0006-61	peu importe un peu, euh, les aspects dont je vous ai 	parlé	. 
Rhap_D0006-61	peu importe un peu, euh, les aspects dont je vous ai 	parlé	. 
Rhap_D0006-62	et il y en a d'autres, au contraire, euh, qui, euh, qui ont, qui 	recherchent	 vraiment ce contact encore plus, qui ont fait… 
Rhap_D0006-62	et il y en 	a	 d'autres, au contraire, euh, qui, euh, qui ont, qui recherchent vraiment ce contact encore plus, qui ont fait… 
Rhap_D0006-62	et il y en 	a	 d'autres, au contraire, euh, qui, euh, qui ont, qui recherchent vraiment ce contact encore plus, qui ont fait… 
Rhap_D0006-63	il y 	a	 des spécialités délaissées parce que ça ne rapporte pas assez d'argent, je sais pas, la psychiatrie, des choses comme ça ? 
Rhap_D0006-67	il, il y 	a	 certains métiers où il f~, il faut être né. 
Rhap_D0006-68	euh, vous voyez ce que je veux 	dire	 ? 
Rhap_D0006-68	euh, vous 	voyez	 ce que je veux dire ? 
Rhap_D0006-71	il faut 	avoir	 un don spécial parce que la psychiatrie, c'est, c'est quelque chose. 
Rhap_D0006-76	ouais, il y 	a	 des spécialités qui, euh, par ex~… 
Rhap_D0006-77	oui, ben, euh, il y a une spécialité qui m'	attire	 beaucoup. 
Rhap_D0006-77	oui, ben, euh, il y 	a	 une spécialité qui m'attire beaucoup. 
Rhap_D0006-87	il y 	a	 énormément, euh, de fois où on ira à l'hôpital. 
Rhap_D0006-89	vous voyez ce que je veux 	dire	 ? 
Rhap_D0006-89	vous 	voyez	 ce que je veux dire ? 
Rhap_D0006-92	euh, et sinon, les spécialités les m~, un peu moins, je sais pas si c'est ça qui vous 	intéresse	, petit peu moins prises, bah, c'est les c'est les spécialités à risques, la gynéco obstétrique, par exemple, la cancérologie. 
Rhap_D0006-94	faut 	avoir	 un bon avocat. 
Rhap_D0006-95	c'est des choses dont vous 	parlez	 dans, en classe, euh ? 
Rhap_D0006-98	parce que, euh, c~, c'est, pour moi, c'est très important d'	avoir	 ses idéaux. 
Rhap_D0006-101	euh, alors, j'	ai	 d~, une question totalement, euh… 
Rhap_D0006-102	je vais pas vous, vous 	poser	 toutes mes questions sur l'équipement du quartier. 
Rhap_D0006-102	je 	vais	 pas vous, vous poser toutes mes questions sur l'équipement du quartier. 
Rhap_D0006-103	j'ai compris que ça allait, que vous étiez content, que il y 	avait	 suffisamment de, d'espaces verts, de, d'équipements et caetera. 
Rhap_D0006-104	les animaux, dans les, dans les quartiers de Paris, vous en 	pensez	 quoi ici ? 
Rhap_D0006-104	les animaux, dans les, dans les quartiers de Paris, vous en 	pensez	 quoi ici ? 
Rhap_D0006-107	je sais pas, je sais pas si il y 	a	 une loi qui a été instaurée. 
Rhap_D0006-108	mais, euh, de plus en plus, je vois des gens qui sont respectueux et qui ramassent, qui, qui prennent leur chien, qui les font 	faire	 leurs besoins dans, dans le trottoir, pas sur le trottoir justement. 
Rhap_D0006-108	mais, euh, de plus en plus, je vois des gens qui sont respectueux et qui ramassent, qui, qui prennent leur chien, qui les font 	faire	 leurs besoins dans, dans le trottoir, pas sur le trottoir justement. 
Rhap_D0006-108	mais, euh, de plus en plus, je vois des gens qui sont respectueux et qui ramassent, qui, qui 	prennent	 leur chien, qui les font faire leurs besoins dans, dans le trottoir, pas sur le trottoir justement. 
Rhap_D0006-108	mais, euh, de plus en plus, je 	vois	 des gens qui sont respectueux et qui ramassent, qui, qui prennent leur chien, qui les font faire leurs besoins dans, dans le trottoir, pas sur le trottoir justement. 
Rhap_D0006-110	et, euh, moi, personnellement, j'	aime	 beaucoup les animaux. 
Rhap_D0006-111	et j'	ai	 rien contre. 
Rhap_D0006-112	et je trouve ça sympa d'en 	voir	 dans Paris. 
Rhap_D0006-112	et je 	trouve	 ça sympa d'en voir dans Paris. 
Rhap_M2006-5	le LKP 	lance	 un appel au calme et le maire de Pointe-à-Pitre, Jacques Bangou, un cri d'alarme. 
Rhap_M2006-7	nous 	ferons	 le point sur les violences en direct avec notre envoyé spécial, Sébastien Paour, dans quelques instants. 
Rhap_M2006-10	pour Bernard Van Craeynest de la CFE CGC, la priorité, c'est bien de 	sauver	 les emplois. 
Rhap_M2006-13	nouvelle journée d'action hier en 	attendant	 celle de demain. 
Rhap_M2006-15	les avocats du berger corse ont 	quitté	 le procès hier soir. 
Rhap_M2006-16	les parties civiles 	dénoncent	 des pratiques terroristes. 
Rhap_M2006-19	c'est dans un contexte pour le moins tendu que le chef de l'État 	réunit	 syndicats et patronat. 
Rhap_M2006-20	un rendez-vous fixé, vous l'avez 	dit	, après la forte mobilisation du vingt-neuf janvier dernier. 
Rhap_M2006-22	alors, avant d'aborder ce qui peut en sortir, je vous 	propose	 de voir où, quand et comment cela va se passer avec vous, Jean-François Achilli. 
Rhap_M2006-22	alors, avant d'aborder ce qui peut en 	sortir	, je vous propose de voir où, quand et comment cela va se passer avec vous, Jean-François Achilli. 
Rhap_M2006-22	alors, avant d'	aborder	 ce qui peut en sortir, je vous propose de voir où, quand et comment cela va se passer avec vous, Jean-François Achilli. 
Rhap_M2006-24	le chef de l'État 	annonce	 des mesures de justice, je cite, pour les salariés touchés par la crise économique. 
Rhap_M2006-25	mais Sara Ghibaudo, il ne pourra pas 	contenter	 tout le monde. 
Rhap_M2006-26	et dans un sondage réalisé avant le rendez-vous d'aujourd'hui, les Français se montrent très sévères à l'égard de la politique économique du gouvernement qu'ils 	jugent	 mauvaise à soixante pour cent. 
Rhap_M2006-26	et dans un sondage réalisé avant le rendez-vous d'aujourd'hui, les Français se 	montrent	 très sévères à l'égard de la politique économique du gouvernement qu'ils jugent mauvaise à soixante pour cent. 
Rhap_M2006-26	et dans un sondage réalisé avant le rendez-vous d'aujourd'hui, les Français se 	montrent	 très sévères à l'égard de la politique économique du gouvernement qu'ils jugent mauvaise à soixante pour cent. 
Rhap_M2006-27	la mesure qu'ils 	attendent	 le plus, c'est la répartition des bénéfices dans les entreprises entre patrons, actionnaires et salariés. 
Rhap_M2006-30	des jeunes cagoulés et armés ont pillé des magasins, 	brûlé	 des pneus et des voitures. 
Rhap_M2006-30	des jeunes cagoulés et armés ont 	pillé	 des magasins, brûlé des pneus et des voitures. 
Rhap_M2006-32	vous vous 	trouvez	 au Gosier. 
Rhap_M2006-35	on vous 	retrouve	 pour un nouveau point dans le journal de huit heures. 
Rhap_M2006-36	vous le 	savez	. 
Rhap_M2006-38	tout le monde est maintenant, en tout cas, suspendu à ce que Nicolas Sarkozy 	annoncera	 demain lors de sa rencontre à l'Élysée avec les élus d'outre-mer. 
Rhap_M2006-44	les syndicats de cet enseignement supérieur et l'Unef 	réclament	 toujours l'abandon des réformes en cours. 
Rhap_M2006-46	aux États-Unis, Barack Obama a 	promulgué	 son plan de relance adopté ce week-end par le congrès. 
Rhap_M2006-47	sept cent quatre-vingt-sept milliards de dollars destinés à sauver ou 	créer	 plus de trois millions et demi d'emplois. 
Rhap_M2006-48	un autre plan, destiné, celui-là, à 	ralentir	 les saisies immobilières, devrait être annoncé aujourd'hui par le président américain. 
Rhap_M2006-49	cela concerne plusieurs millions d'américains à la rue faute de pouvoir 	payer	 leur crédit. 
Rhap_M2006-49	cela 	concerne	 plusieurs millions d'américains à la rue faute de pouvoir payer leur crédit. 
Rhap_M2006-51	General Motors et Chrysler ont 	présenté	 hier leur plan de restructuration à l'administration Obama. 
Rhap_M2006-52	ils 	demandent	 vingt-deux milliards de dollars en contrepartie de suppressions d'emplois, mais pas seulement. 
Rhap_M2006-53	tout est bon, vous le 	verrez	, avec Bertrand Vanier. 
