sent_id,left_context,pivot,right_context
annodis.er_00002,Cette exposition nous ,apprend," que dès le XIIe siècle, à Dammarie-sur-Saulx, entre autres sites, une industrie métallurgique existait. "
annodis.er_00040,"Ce sont finalement les élèves de la classe de CM2 de Jacky Hedin qui sont venus mettre la main au sac poubelle, dans la bonne humeur, comme s'ils étaient là pour participer à un jeu de plein-air, laissant au passage le soin à leurs aînés d'en ",tirer, une morale. 
annodis.er_00083,Le président Simon : rien ne lui ,échappe, ! 
annodis.er_00086,Cela ,fait," donc plus de trois-quarts de siècle que la digne société du même nom encourage, dans la région, les éleveurs amateurs. "
annodis.er_00139,"Dans un premier temps, ils ont étudié les dialogues du livre et en ont ",extrait, quelques-uns pour mieux les mettre en scène. 
annodis.er_00167,Elle lui ,donna, sept enfants avant que le cercle familial ne s'agrandisse de quinze petits-enfants et de quatorze arrière-petits-enfants. 
annodis.er_00196,"M. le maire et M. le directeur des Rapides, il vous est ",demandé, de régler le problème au plus vite. 
annodis.er_00235,"Néanmoins, un témoin leur ",assure, qu'un des protagonistes de la rixe a pris la fuite en voiture. 
annodis.er_00240,Il comparaîtra prochainement devant le tribunal correctionnel de Montbéliard pour y ,répondre, d'une conduite en état d'ivresse. 
annodis.er_00246,"Lorsque des utilisateurs, associations ou particuliers de la commune, les occupent, il leur est ",demandé, une participation aux frais de fonctionnement. 
annodis.er_00275,Elle n'y était pas ,parvenue, à cette date. 
annodis.er_00287,"Lionel Jospin écrit : """"Il m'a été donné de dire à plusieurs reprises combien les persécutions antisémites et les actes qui en ont ",découlé," revêtaient un caractère particulier aux yeux de l'histoire et de la morale"""". "
annodis.er_00287,"Lionel Jospin écrit : """"Il m'a été ",donné," de dire à plusieurs reprises combien les persécutions antisémites et les actes qui en ont découlé revêtaient un caractère particulier aux yeux de l'histoire et de la morale"""". "
annodis.er_00342,Il devrait comparaître dans les prochains jours pour indiquer s'il plaide coupable ou non coupable des faits qui lui sont ,reprochés,. 
annodis.er_00397,"En 1968, Denise reprend un emploi à la fonderie de Colombier-Fontaine où elle ",restera," jusqu'à sa retraite, en 1983. "
annodis.er_00427,Il y rencontre deux esquimaux qui ont pêché des poissons mais un ours polaire leur ,fait, peur. 
annodis.er_00428,Les esquimaux s'enfuient mais Arturo a une idée : il appelle les pingouins qui chassent l'ours en lui ,lançant, des boules de neige. 
annodis.er_00460,Ceux-ci seront réalisés par le promoteur qui s'y ,engage, étant précisé que la voirie restera en l'état pour le moment. 
annodis.er_00473,"Comme l'attaquant tenait encore à jouer, il refusa et examina d'autres possibilités : """"Le Mans, Valence, Sedan et un quatrième club dont je dois taire le nom, me ",faisaient, des offres intéressantes. 
annodis.er_00500,Le passager avant de la voiture en a également ,profité," pour voler l'argent que contenait le porte-monnaie du propriétaire du véhicule, à savoir... 30 F. "
emea-fr-dev_00024,"Pour les SCA, la durée de la perfusion dépend de la manière dont le SCA doit être ",traité, : elle peut durer jusqu'à 72 heures au maximum chez les patients devant recevoir des médicaments. 
emea-fr-dev_00465,"- Si l'un des effets indésirables devient sérieux ou si vous remarquez des effets indésirables non mentionnés dans cette notice, veuillez en ",informer, votre médecin. 
emea-fr-dev_00502,Votre médecin déterminera quelle quantité d'Angiox vous sera ,administrée, et la préparera. 
emea-fr-dev_00508,- La dose administrée dépend de votre poids et du traitement qui vous a été ,prescrit,. 
emea-fr-dev_00514,"Si, après cela, vous devez bénéficier d'une intervention coronaire percutanée (ICP), il vous sera ",administré, : 
emea-fr-dev_00536,Il peut en ,résulter, des complications de type anémie (un déficit en globules rouges) ou hématome (hémorragie) 
emea-fr-dev_00554,"Si vous remarquez des effets indésirables non mentionnés dans cette notice, ou si certains effets indésirables deviennent graves, veuillez en ",informer, votre médecin. 
emea-fr-test_00438,"Si vous prenez ou avez pris récemment un autre médicament, y compris un médicament obtenu sans ordonnance, ",parlez,"-en à votre médecin, à votre pharmacien ou à votre infirmière. "
emea-fr-test_00455,Suivez attentivement toutes les instructions qui vous sont ,données, par votre médecin ou votre infirmière. 
emea-fr-test_00461,Votre médecin peut vous ,conseiller, de prendre un apport supplémentaire de calcium et de vitamine D (par exemple sous forme de comprimés) pendant au moins les 10 premiers jours qui suivent l'administration d'Aclasta. 
emea-fr-test_00467,"Si vous envisagez d'arrêter le traitement par Aclasta, veuillez vous rendre à votre prochain rendez-vous et en ",discuter, avec votre médecin. 
emea-fr-test_00475,Votre médecin peut vous ,conseiller, de prendre un médicament contre la douleur tel que l'ibuprofène ou le paracétamol afin de réduire ces effets indésirables 
emea-fr-test_00494,"Si vous remarquez la survenue d'un des ces effets indésirables, veuillez-en ",informer, votre médecin. 
emea-fr-test_00495,"Si vous ressentez un des effets mentionnés comme graves ou si vous présentez des effets indésirables non mentionnés dans cette notice, veuillez-en ",informer," votre médecin, votre pharmacien ou votre infirmière. "
Europar.550_00003,"Les premiers concernés sont les producteurs de viande de boeuf et de mouton, dont on ",attend, aujourd'hui qu'ils vendent leurs produits à des prix égaux ou inférieurs à leurs coûts de production. 
Europar.550_00028,Même si de nombreuses évolutions nous avaient permis d'en ,douter,", nous avions considéré malgré tout que tel était le cas et, récemment encore, on faisait allusion, du bout des lèvres, il est vrai, au principe de subsidiarité. "
Europar.550_00028,Même si de nombreuses évolutions nous avaient ,permis," d'en douter, nous avions considéré malgré tout que tel était le cas et, récemment encore, on faisait allusion, du bout des lèvres, il est vrai, au principe de subsidiarité. "
Europar.550_00029,"Or, il apparaît aujourd'hui évident que si l'on ouvre, Madame la Présidente, le débat que vous nous demandez d'ouvrir, et que la Conférence des présidents nous ",demande," d'ouvrir, sur le fondement de l'article 50, alors on ouvre une brèche redoutable dans le principe de la liberté, de la souveraineté des États, de la constitution libre des gouvernements qui sont issus d'élections démocratiques, alors demain une autre majorité dans ce Parlement pourra s'arroger une immixtion dans la constitution d'un gouvernement résultant cependant d'élections libres, régulières, paisibles et démocratiques à l'intérieur d'un État membre. "
Europar.550_00029,"Or, il apparaît aujourd'hui évident que si l'on ouvre, Madame la Présidente, le débat que vous nous ",demandez," d'ouvrir, et que la Conférence des présidents nous demande d'ouvrir, sur le fondement de l'article 50, alors on ouvre une brèche redoutable dans le principe de la liberté, de la souveraineté des États, de la constitution libre des gouvernements qui sont issus d'élections démocratiques, alors demain une autre majorité dans ce Parlement pourra s'arroger une immixtion dans la constitution d'un gouvernement résultant cependant d'élections libres, régulières, paisibles et démocratiques à l'intérieur d'un État membre. "
Europar.550_00031,"Madame la Présidente, cette résolution me ",pose, un problème majeur. 
Europar.550_00064,Le Parlement s'est efforcé d'en ,tenir, compte dans sa propre recommandation. 
Europar.550_00101,Je sais où ils ,sont," : dans une prison serbe, sans aucune raison ! "
Europar.550_00140,Je vous ,demande, d'intervenir. 
Europar.550_00151,"Monsieur le Commissaire, j'ai quelques questions très simples à vous poser qui ne vous ",demandent, chacune qu'une réponse par oui ou par non. 
Europar.550_00151,"Monsieur le Commissaire, j'ai quelques questions très simples à vous ",poser, qui ne vous demandent chacune qu'une réponse par oui ou par non. 
Europar.550_00159,"Je pense qu'il s'agit d'un objectif important parce que si nous voulons toucher les gens, nous n'avons d'autre choix que d'aller là où ils se ",trouvent,. 
Europar.550_00169,"Si nous limitons la coïncinération, cela ne nous ",garantit, pas que nos attentes en matière d'environnement seront satisfaites. 
Europar.550_00191,"Nous voulons protéger notre droit à avoir des idées, des sentiments, des émotions, contre l'invasion technologique des grands frères, comme nous le ",laisse," à penser le cas récent d'Échelon, sur lequel cette Assemblée se penchera sous peu. "
Europar.550_00200,"Nous avons dès lors décidé, même si on ne nous avait pas ",demandé," d'élaborer de nouvelle proposition, de fournir un travail supplémentaire pour clarifier les options politiques qui sont sur la table et de présenter une nouvelle proposition au Conseil. "
Europar.550_00204,"Cela est peut-être dû au fait que je viens d'un pays -d'où provient également le représentant du Conseil- où l'on prend les empreintes digitales de nos enfants lorsqu'ils atteignent l'âge de dix ans, en vue de leur ",donner, leur première carte d'identité. 
Europar.550_00219,Nous ne sommes pas d'accord que le Conseil se ,réserve, les pouvoirs de mise en oeuvre du système. 
Europar.550_00220,"Selon l'accord de comitologie, rien ne justifie que le Conseil se ",réserve, les pouvoirs de mise en oeuvre au lieu de les déléguer à la Commission. 
Europar.550_00256,Il me ,semble," qu'en vertu de la présente réglementation, le gouvernement central peut intégrer dans ses calculs la contribution de l'UE au financement structurel pour déterminer les budgets du gouvernement régional. "
