sent_id,left_context,pivot,right_context
FQB_CAF-2,Puis-je ,avoir, une aide au logement ? 
FQB_CAF-2,,Puis,-je avoir une aide au logement ? 
FQB_CAF-3,Quelles démarches dois-je effectuer pour ,avoir, droit à une aide au logement ? 
FQB_CAF-3,Quelles démarches dois-je ,effectuer, pour avoir droit à une aide au logement ? 
FQB_CAF-3,Quelles démarches ,dois,-je effectuer pour avoir droit à une aide au logement ? 
FQB_CAF-4,Pour quel type de logement puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-4,Pour quel type de logement ,puis,-je bénéficier d'une aide au logement ? 
FQB_CAF-5,à combien s',élève, mon aide au logement ? 
FQB_CAF-6,à partir de quand puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-6,à partir de quand ,puis,-je bénéficier d'une aide au logement ? 
FQB_CAF-6,à ,partir, de quand puis-je bénéficier d'une aide au logement ? 
FQB_CAF-7,Quels sont les revenus pris en compte pour ,calculer, mon aide au logement ? 
FQB_CAF-7,Quels sont les revenus ,pris, en compte pour calculer mon aide au logement ? 
FQB_CAF-8,à partir de quand puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-8,à partir de quand ,puis,-je bénéficier d'une aide au logement ? 
FQB_CAF-8,à ,partir, de quand puis-je bénéficier d'une aide au logement ? 
FQB_CAF-9,Puis-je bénéficier d'une aide au logement si je loue un logement ,appartenant, à un membre de ma famille ? 
FQB_CAF-9,Puis-je bénéficier d'une aide au logement si je ,loue, un logement appartenant à un membre de ma famille ? 
FQB_CAF-9,Puis-je ,bénéficier, d'une aide au logement si je loue un logement appartenant à un membre de ma famille ? 
FQB_CAF-9,,Puis,-je bénéficier d'une aide au logement si je loue un logement appartenant à un membre de ma famille ? 
FQB_CAF-10,"Je suis en colocation, puis-je ",bénéficier, d'une aide au logement ? 
FQB_CAF-10,"Je suis en colocation, ",puis,-je bénéficier d'une aide au logement ? 
FQB_CAF-11,"Je déménage, vais-je continuer à ",toucher, le même montant d'aide au logement ? 
