sent_id,left_context,pivot,right_context
FQB_CAF-3,Quelles démarches dois-je effectuer pour ,avoir, droit à une aide au logement ? 
FQB_CAF-4,Pour quel type de logement puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-4,Pour quel type de logement puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-5,à combien s',élève, mon aide au logement ? 
FQB_CAF-6,à partir de quand puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-6,à partir de quand puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-7,Quels sont les revenus ,pris, en compte pour calculer mon aide au logement ? 
FQB_CAF-8,à partir de quand puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-8,à partir de quand puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-9,Puis-je bénéficier d'une aide au logement si je loue un logement ,appartenant, à un membre de ma famille ? 
FQB_CAF-9,Puis-je ,bénéficier, d'une aide au logement si je loue un logement appartenant à un membre de ma famille ? 
FQB_CAF-10,"Je suis en colocation, puis-je ",bénéficier, d'une aide au logement ? 
FQB_CAF-17,Quelles sont les conditions pour ,bénéficier, d'une allocation logement ? 
FQB_CAF-18,Pour quels types de logement puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-18,Pour quels types de logement puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-19,Peut-on être en colocation et ,bénéficier, d'une aide au logement ? 
FQB_CAF-20,Puis-je bénéficier d'une aide au logement si je loue un logement ,appartenant, à un membre de ma famille ? 
FQB_CAF-20,Puis-je ,bénéficier, d'une aide au logement si je loue un logement appartenant à un membre de ma famille ? 
FQB_CAF-22,Pendant combien de temps puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-22,Pendant combien de temps puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-23,Quelles pièces justificatives ,adresser, lord de ma demande ? 
FQB_CAF-24,Quelles ressources ,mentionner, sur ma demande ? 
FQB_CAF-25,à partir de quand puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-25,à partir de quand puis-je ,bénéficier, d'une aide au logement ? 
FQB_CAF-26,à combien s',élève, mon aide au logement ? 
FQB_CAF-28,Comment est calculée mon aide au logement si je ,vis, en couple ? 
FQB_CAF-29-pre,Je quitte mon logement durant les vacances d'été pour le ,reprendre, en septembre. 
FQB_CAF-29-pre,Je ,quitte, mon logement durant les vacances d'été pour le reprendre en septembre. 
FQB_CAF-34,,Ai,-je droit à l'aide au logement étudiant ? 
FQB_CAF-35-pre,Je vais ,partir, en stage en France ou à l'étranger. 
FQB_CAF-35-pre,Je vais ,partir, en stage en France ou à l'étranger. 
FQB_CAF-36,Puis-je ,bénéficier, d'une aide au logement ? 
FQB_CLEF03-1,Où se ,trouve, Hébron ? 
FQB_CLEF03-3,Pendant combien de temps Mark Kauffman a-t-il ,travaillé, pour le magazine Life ? 
FQB_CLEF03-3,Pendant combien de temps Mark Kauffman a-t-il ,travaillé, pour le magazine Life ? 
FQB_CLEF03-7,Pour quelle compagnie Marty McKewon ,travaille,-t-il ? 
FQB_CLEF03-10,Dans combien de pays Greenpeace ,a,-t-elle des agences ? 
FQB_CLEF03-12,Dans quel pays ,trouve,-t-on les concours buzkhashi ? 
FQB_CLEF03-13,Qui a ,remporté, un titre de champion de boxe à l'échelle de l'état en 1990 ? 
FQB_CLEF03-13,Qui a ,remporté, un titre de champion de boxe à l'échelle de l'état en 1990 ? 
FQB_CLEF03-14,Quel montant une commission de transport de comté en Californie a-t-elle consacré pour l'achat de téléphones ,destinés, à des handicapés ? 
