sent_id	left_context	pivot	right_context
FQB_CAF-6	à 	partir	 de quand puis-je bénéficier d'une aide au logement ? 
FQB_CAF-8	à 	partir	 de quand puis-je bénéficier d'une aide au logement ? 
FQB_CAF-25	à 	partir	 de quand puis-je bénéficier d'une aide au logement ? 
FQB_CLEF03-83	Quelle est l'abréviation 	connue	 du fonds des Nations Unis consacré aux enfants ? 
FQB_Impots-25	Comment déclarer les revenus provenant de la location d'un logement 	meublé	 ? 
FQB_PoleEmploi-11	Vous avez remboursé un trop 	perçu	, devez-vous le déduire ? 
FQB_TREC-fr-57	Quel est l'acronyme du système qui évalue l'efficacité de l'air 	climatisé	 ? 
FQB_TREC-fr-85	Quel ancien membre du Ku Klux Klan a remporté un poste 	élu	 aux États-Unis ? 
FQB_TREC-fr-114	Le nouveau matériau de carbone 	vitrifié	 inventé par l'Institut de Tokyo pour la technologie est combien de fois plus résistant que celui fait de cellulose ? 
FQB_TREC-fr-138	Comment nomme-t-on le processus normal chez tout être vivant, y 	compris	 chez les êtres humains, par lequel des cellules sont programmées à se ""suicider"" ? 
FQB_TREC-fr-234	Qui a construit le premier avion pouvant 	voler	 ? 
FQB_TREC-fr-240	Il y 	a	 combien d'années que le vaisseau Titanic a coulé ? 
FQB_TREC-fr-315	Pourquoi les autruches ne peuvent-elles pas 	voler	 ? 
FQB_TREC-fr-441	Quel roi s'est 	vu	 forcé d'accepter la Magna Carta ? 
FQB_TREC-fr-612	Qui a créé la bande 	dessinée	 intitulée Garfield ? 
FQB_TREC-fr-934	Le tissu nommé ""lin"" est fabriqué à 	partir	 de quelle plante ? 
FQB_TREC-fr-1139	Quel est le plus long pont 	suspendu	 des États-Unis ? 
FQB_TREC-fr-1146	Qu'est-ce qu'Edward Binney et Howard Smith 	on	 inventé en 1903 ? 
FQB_TREC-fr-1200	Quelle fut la première femme 	tuée	 pendant la Guerre du Viêtnam ? 
FQB_TREC-fr-1304	Quel président américain est apparu dans l'émission Laugh-In (	Rions	) ? 
FQB_TREC-fr-1363	Qu'est-ce que l'intérêt 	composé	 ? 
FQB_TREC-fr-1602	Qui détient le record de l'artiste enfant le mieux 	payé	 ? 
FQB_TREC-fr-1824	Le vaisseau Magellan a permis aux scientifiques de faire des recherches 	approfondies	 sur quelle planète ? 
FQB_TREC-fr-1835	Qui était l'ennemi 	juré	 de Sherlock Holmes ? 
