sent_id	left_context	pivot	right_context	ID	FORM	LEMMA	UPOS	XPOS	FEATS	HEAD	DEPREL	DEPS	MISC
n01003007	5000 dollars par personne, le maximum 	autorisé	. 	8	autorisé	autoriser	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	7	acl	_	SpaceAfter=No
n01004009	Plutôt que d'enseigner la méthode scientifique en tant qu'unité 	séparée	, par exemple, les étudiants apprennent le contenu scientifique en l'appliquant. 	12	séparée	séparer	VERB	VBN	Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part	11	acl	_	SpaceAfter=No
n01005024	« Nous sommes confrontés à une forte concurrence, et nous pensons que les transports pourront 	aider	 » a déclaré Joe Sternlieb, le président du centre des affaires de Georgetown. 	17	aider	aider	VERB	VB	VerbForm=Inf	16	xcomp	_	_
n01009054	« Nous avons demandé à d'autres pays de nous aider à remplir le zoo de différentes espèces d'animaux, y 	compris	 d'un porc » a indiqué Saqib. 	23	compris	comprendre	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	22	fixed	_	_
n01010042	M. Panvalkar a dit qu'à un moment 	donné	, il a senti qu'ils devraient quitter l'immeuble. 	9	donné	donner	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	8	acl	_	SpaceAfter=No
n01028022	Heureusement, quelqu'un chez Sony en Australie a dit: « 	Tiens	, à propos, vous avez vu ca ? » dit Pall. 	12	Tiens	tenir	VERB	VBC	Mood=Imp|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin	19	discourse	_	SpaceAfter=No|wordform=tiens
n01029007	Guitariste 	passionné	, il a participé à un concert la même année. 	2	passionné	passionner	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	1	acl	_	SpaceAfter=No
n01051006	Le tératome sacro-coccygien est une tumeur qui se développe avant la naissance et qui progresse à 	partir	 du coccyx. 	17	partir	partir	VERB	VB	VerbForm=Inf	16	fixed	_	_
n01054017	De nombreuses personnes, y 	compris	 des groupes indigènes, allèguent qu'ils banalisent la culture des Premières Nations. 	6	compris	comprendre	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	5	fixed	_	_
n01066045	En 2010, la fondation a publié une version 	dactylographiée	 de « Zettel's Traum, » éliminant l'obstacle à l'accès pour ceux qui renâclaient à l'aspect brouillon du document. 	10	dactylographiée	dactylographier	VERB	VBN	Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part	9	acl	_	_
n01075028	C'était comme s'il poussait le ballon d'avant en arrière par dessous 3 tasses 	renversées	. 	17	renversées	renverser	VERB	VBN	Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part	16	acl	_	SpaceAfter=No
n01085011	Aussi surprenant que cela puisse 	paraître	, même les nuages de pluies acides pourraient conduire à des possibilités prometteuses. 	6	paraître	paraître	VERB	VB	VerbForm=Inf	5	xcomp	_	SpaceAfter=No
n01093007	Selon un représentant de l’UE : « Les stocks de cabillaud de la mer Celtique pourraient s’effondrer », sans les quotas de pêche 	proposés	. 	27	proposés	proposer	VERB	VBN	Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part	24	acl	_	SpaceAfter=No
n01109008	Les frais mensuels varieront et le prix devrait 	augmenter	 en hiver, au fur et à mesure que l’usage augmentera. 	9	augmenter	augmenter	VERB	VB	VerbForm=Inf	8	xcomp	_	_
n01125030	Bien 	entendu	, la tendance tactile est étroitement liée à notre obsession croissante pour la fabrication d'objets. 	2	entendu	entendre	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	1	fixed	_	SpaceAfter=No
n01128017	Après tout, la performance de l’organisation n’est que rarement mesurée au niveau de la sécurité et le nombre de règles 	suivies	. 	25	suivies	suivre	VERB	VBN	Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part	24	acl	_	SpaceAfter=No
n01129017	Mardi, nous nous concentrerons seulement sur la mobilisation de la population, mais ceci ne servira à rien si les électeurs 	inscrits	 ne figurent pas sur la liste électorale. 	23	inscrits	inscrire	VERB	VBN	Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part	22	acl	_	_
n01141022	Mais les récents efforts pour pénétrer dans le marché de clavardage en ligne pour le monde du travail illustrent une tendance 	généralisée	 chez les entreprises de technologie. 	23	généralisée	généraliser	VERB	VBN	Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part	22	acl	_	_
n01144038	Snowman n'a pas été étonné quand Johnny Carson est allé chercher un escabeau et s’est assis le dos 	tourné	, dit-il. 	21	tourné	tourner	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	20	acl	_	SpaceAfter=No
w01005020	Mégabaze, le commandant très réputé de Darius, était chargé de peupler les territoires 	conquis	 dans les Balkans. 	16	conquis	conquérir	VERB	VBN	Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part	15	acl	_	_
w01023074	Des boissons alcoolisées telles que la bière, l'hydromel, la bjórr(un vin fruité assez fort) et, pour les plus riches, du vin 	importé	 étaient consommées. 	30	importé	importer	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	29	acl	_	_
w01045005	A 	partir	 du seizième siècle, les Européens de passage dans la région des Caraïbes distinguèrent la « mer du Sud » (l'océan Pacifique, jusqu'au sud de l'isthme de Panama) et la « mer du Nord » (la mer des Caraïbes, jusqu'au nord du même isthme). 	2	partir	partir	VERB	VB	VerbForm=Inf	1	fixed	_	_
w01053031	Etant 	donné	 qu'Hérode se trouvait à Jérusalem à ce moment-là, Pilates décida d'y envoyer Jésus pour son jugement. 	2	donné	donner	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	1	fixed	_	_
w01060039	A l'aide d'une nouvelle technique, Shen déblaya le canal avec succès et put démontrer l'utilité du limon 	amassé	 en tant qu'engrais. 	23	amassé	amasser	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	22	acl	_	_
w01065019	Le rôle exact de ces mégalithes est toujours sujet à controverse, mais ils auraient constitué un « haut-lieu » cananéen à 	partir	 du milieu de l'âge de bronze, autour de 1600 avant J.-C. 	23	partir	partir	VERB	VB	VerbForm=Inf	22	fixed	_	_
w01066008	Les couleurs propices à chaque jour en Thaïlande sont indiquées sur le tableau des jours de la semaine, suivies par un lien vers l'image de Bouddha 	associée	. 	30	associée	associer	VERB	VBN	Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part	27	acl	_	SpaceAfter=No
w01070034	Quatre marques supplémentaires indiquent les déclinaisons minimales et maximales de la pleine lune, autrement 	dit	 en été et en hiver. 	16	dit	dire	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	15	fixed	_	_
w01079057	Le baptême 	forcé	 était contraire à la loi de l’Église catholique, et en théorie, toute personne qui était baptisée de force pouvait légalement retourner au judaïsme. 	3	forcé	forcer	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	2	acl	_	_
w01091016	Les bananes et les plantains, qui ont d'abord été domestiqués en Asie du Sud-Est, et très probablement en Papouasie-Nouvelle-Guinée, ont été domestiqués en Afrique il y 	a	 peut-être 5 000 ans. 	32	a	avoir	VERB	VBC	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	30	fixed	_	_
w01100048	L'île de Hong Kong a été cédée à la Grande-Bretagne, et certains ports, y 	compris	 ceux de Shanghai et Guangzhou, ont été ouverts au commerce et à la résidence britannique. 	18	compris	comprendre	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	17	fixed	_	_
w01101046	Les premières inventions de Lamarr comprennent un feu de circulation routière 	amélioré	 et un comprimé qui se dissout dans l'eau pour créer une boisson gazeuse. 	12	amélioré	améliorer	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	8	acl	_	_
w01146099	Une théologie appropriée devra donc être construite compte 	tenu	 de son objectif. 	9	tenu	tenir	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	8	fixed	_	_
n02074009	Le mari de l’actuelle candidate à la Maison Blanche, Hillary Clinton, a gracié, le 20 janvier 2001, le dernier jour de sa présidence, un certain nombre de personnes, y 	compris	 Rich. 	37	compris	comprendre	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	36	fixed	_	_
n04006003	À 	partir	 du 1er janvier, il y aura une augmentation de l'essence et du diesel. 	2	partir	partir	VERB	VB	VerbForm=Inf	1	fixed	_	_
n05002004	Pour la première fois au cours des six dernières années, le taux de chômage a chuté en dessous de 20%, et il y a plus de 600 000 personnes employées par rapport à il y 	a	 un an. 	18	a	avoir	AUX	VBC	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	19	aux:tense	_	_
n05002004	Pour la première fois au cours des six dernières années, le taux de chômage a chuté en dessous de 20%, et il y a plus de 600 000 personnes 	employées	 par rapport à il y a un an. 	34	employées	employer	VERB	VBN	Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part	33	acl	_	_
n05004025	Et en ce qui 	concerne	 les parties dans quoi, dans les droits historiques ? 	5	concerne	concerner	VERB	VBC	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	2	fixed	_	_
w02011029	Je déclare 	clos	 les premiers Jeux Olympiques internationaux. 	3	clos	clore	VERB	VBN	Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part	2	ccomp	_	_
w02015087	Les sœurs religieuses 	déplacées	 furent installées au cloître d’Eibingen. 	4	déplacées	déplacer	VERB	VBN	Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part	2	acl	_	_
w03005016	Il semble qu'à 	partir	 du VIIIe siècle av. J.-C. apparaissent les cités, de petits territoires indépendants et politiquement structurés. 	5	partir	partir	VERB	VB	VerbForm=Inf	4	fixed	_	_
w04004051	La deuxième région royale des Pouilles et de la Calabre a ensuite été établie, y 	compris	 le Samnium, certaines zones de la région Molise et de la basilique orientale. 	18	compris	comprendre	VERB	VBN	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	17	fixed	_	_
w05001045	Il était de tradition que le thème soit choisi intentionnellement à cause du grand nombre de Juifs 	convertis	 qui habitaient à Palma. 	19	convertis	convertir	VERB	VBN	Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part	18	acl	_	_
