Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
41745,157526,"On croit que Giuly en fera de même mais d’une talonnade, il dévie le tir non ",cadré, dans les filets.,19.0,cadré,cadrer,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,17.0,acl,17:acl,_,1.0
85420,320949,"Un match à sens unique pendant plus d'une heure malgré quelques sorties sedanaises, beaucoup d'imprécisions techniques et de frappes non ",cadrées,", quelques beaux gestes mais un match assez moyen dans l'ensemble de la part des Lyonnais.",24.0,cadrées,cadrer,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,22.0,acl,22:acl,SpaceAfter=No,1.0
86549,325616,"Auparavant, Julien Sprunger avait bénéficié d'une reprise - mal ",cadrée," - directement en face de Jaroslav Hübl, qui terminait hier soir sa pige en Suisse.",12.0,cadrée,cadrer,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,9.0,acl,9:acl,_,3.0
86942,327082,"Pour des perfectionnistes comme Huppert et Deneuve qui savent parfaitement comment être éclairées, ",cadrées,", maquillées, le défi était imposant.",15.0,cadrées,cadrer,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,13.0,conj,13:conj,SpaceAfter=No,2.0
96031,362388,"Ainsi, à la 65', Schiebel s'enfonce dans la défense stenaisienne et offre un deuxième but à son équipe par une frappe bien ",cadrée, à ras du poteau.,27.0,cadrée,cadrer,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,25.0,acl,25:acl,_,1.0
103037,388757,Le débat sur un système de rémunération mieux ,cadré," doit avoir lieu, et le plus tôt sera le mieux.",9.0,cadré,cadrer,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,5.0,acl,5:acl,_,1.0
106060,400229,"L'effroi face à l'occasion en or, mais non ",cadrée, de Bangoura (53e).,12.0,cadrée,cadrer,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,6.0,conj,6:conj,_,1.0
116624,440330,"Dans le dernier quart d'heure, la France sort enfin de sa coquille et place trois frappes puissantes et ",cadrées,", mais toutes arrêtées par Van der Sar, en à peine plus d'une minute par Malouda, Govou et Ribéry.",21.0,cadrées,cadrer,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,19.0,conj,19:conj,SpaceAfter=No,3.0
146045,551016,Malgré un essai non ,cadré," de Meriem (35), la bonne période monégasque était passée.",5.0,cadré,cadrer,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,acl,3:acl,_,2.0
179774,678232,"Tout en soulignant que, pour la Roumanie et la Bulgarie, les décisions sont prises et """"parfaitement ",cadrées,", il a précisé que la France serait vigilante au respect des engagements pris par la Turquie avant l'ouverture des négociations.",20.0,cadrées,cadrer,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,16.0,conj,16:conj,SpaceAfter=No,1.0
192907,727763,"Dans ses tableaux, on voit des usines, bien ",cadrées,", alors que chez ses collègues impressionnistes, les cheminées n'apparaissent qu'en arrière-fond.",11.0,cadrées,cadrer,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,8.0,acl,8:acl,SpaceAfter=No,1.0
