Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
2965,11120,Elle négocie par ailleurs l'achat de 25% du capital du cimentier non ,coté," Hongshi Cement pour près de 80 millions de dollars, a dit jeudi à Reuters une source bien informée.",15.0,coté,coter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,13.0,acl,13:acl,_,3.0
6191,22871,"Contre la tendance, le groupe japonais de chimie Mitsubishi Rayon bondit de 11,36% à 245 yens, après avoir annoncé mardi après la clôture le rachat de la société britannique non ",cotés," Lucite pour 1,6 milliard de dollars (1,26 milliard d'euros).",34.0,cotés,coter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,31.0,acl,31:acl,_,2.0
30699,115796,"Sous réserve de l'approbation des actionnaires lors de l'assemblée générale du 18 juin, le groupe zurichois sera scindé en deux sociétés ",cotées," séparément: l'immobilier, qui gardera le nom Jelmoli, et une société d'investissement.",25.0,cotées,coter,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,24.0,acl,24:acl,_,1.0
42818,161429,Des mesures d'incitation à la distribution d'actions ou de titres équivalents s'appliqueront aux sociétés non ,cotées, et même aux entreprises publiques.,19.0,cotées,coter,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,17.0,acl,17:acl,_,1.0
93372,352307,Certaines universités ont des cycles d'études particulièrement ,cotés, auprès des entreprises.,9.0,cotés,coter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,5.0,acl,5:acl,_,1.0
97356,367211,"Dans le communiqué publié mercredi soir après la clôture, Wendel affirme vouloir """"doubler"""" sa valeur à l'horizon 2012, et """"investir, dans les prochaines années, 3 milliards d'euros en fonds propres dans des sociétés, non ",cotées," ou cotées"""".",45.0,cotées,coter,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,42.0,acl,42:acl,_,2.0
139465,526269,"Un exemple qui illustre l'étude publiée par Credit Suisse ( CSGN.VX) mardi sur les entreprises familiales, ",cotées," ici, qui surperforment celles tenues exclusivement par le public.",20.0,cotées,coter,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,17.0,acl,17:acl,_,1.0
162869,614245,Dans le cas d'un placement privé (obligations non ,cotées,"), les modalités des titres sont définies dans un contrat d'émission (ou contrat de souscription).",11.0,cotées,coter,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,9.0,acl,9:acl,SpaceAfter=No,2.0
166666,628386,Business Objects s'empare de la société non ,cotée," Firstlogic Inc., un fournisseur mondial de solutions et de services dans le domaine de la qualité d'information d'entreprise.",9.0,cotée,coter,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,7.0,acl,7:acl,_,1.0
202626,764325,"Le PSG peut croiser des adversaires redoutables comme Hambourg, le CSKA Moscou (vainqueur de la C3 en 2005), ou moins ",cotés, comme le surprenant Metalist Kharkov (UKR).,25.0,cotés,coter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,3.0,dep,3:dep,_,2.0
237456,895112,"Pmi de moins de 500 salariés, soumise à l'impôt sur les sociétés, non ",cotée,", détenue majoritairement par des personnes physiques.",17.0,cotée,coter,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,8.0,acl,8:acl,SpaceAfter=No,2.0
239606,902859,Composé de spécialistes du financement d'entreprises non ,cotées,", PME pour la plupart, le capital investissement ou private equity connaît un véritable essor.",9.0,cotées,coter,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,7.0,acl,7:acl,SpaceAfter=No,2.0
250986,945669,Et ce manque à gagner ne tient pas compte des grandes entreprises familiales non ,cotées," dont les chiffres d'affaires, bénéfices et dividendes sont comparables aux """"vedettes"""" de la bourse, affirme le PS.",15.0,cotées,coter,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,12.0,acl,12:acl,_,2.0
