Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
135,534,Il portait des sandales noires. - ,Approche, et enlèves moi les sandales...,8.0,Approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
900,3318,"Sans doute passe-t-on le plus de temps avec Boualem, seul et qui ",approche, - pense sa mère - de l'âge où il ne pourra plus se marier.,16.0,approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,11.0,conj,11:conj,_,1.0
13519,50557,Plus l'échéance ,approche,", plus la volonté de dépenser augmente, souligne-t-il.",4.0,approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,11.0,advcl,11:advcl,SpaceAfter=No,2.0
26120,97911,Avec le dénouement qui ,approche,", tout ce qui fait le sel de l'America's Cup est de retour.",5.0,approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,acl:relcl,3:acl:relcl,SpaceAfter=No,1.0
44370,167528,C'est notre préoccupation alors que l'hiver ,approche,", a-t-il ajouté.",10.0,approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5.0,advcl,5:advcl,SpaceAfter=No,1.0
53219,200687,"Déjà, l'hiver ",approche, et les fortes chutes de neige attendues dans ces régions montagneuses suscitent l'inquiétude quant au sort de ces millions de réfugiés.,5.0,approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
55707,209741,La nouvelle Pentecôte ,approche,", appelez de toute votre âme, de tout votre coeur l'Esprit Saint, appelez Ma Sagesse qui vient préparer Ma Venue, faites descendre par vos supplications la Jérusalem Céleste.",4.0,approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,SpaceAfter=No,2.0
60338,227147,La fête de la Saint-Laurent ,approche,", et, avec elle, la traditionnelle danse de l'animal totem de Bessan.",6.0,approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,SpaceAfter=No,1.0
67984,256681,Alors que l'heure de la déclaration ,approche,", Paul Coudret, auteur du livre Demain j'arrête de payer trop d'impôts, rappelle les moyens de moins débourser.",8.0,approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,16.0,advcl,16:advcl,SpaceAfter=No,3.0
77535,291756,"Alors Isaac, son père, lui dit: ",Approche," donc, et baise-moi, mon fils.",10.0,Approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
102551,387057,Alors que la date de sortie tant attendue ,approche," lentement mais surement, GTA IV continue de faire sa promo en nous offrant des vidéos.",9.0,approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,16.0,advcl,16:advcl,_,1.0
115794,437091,La prolongation ,approche,... 73' Le Cameroun cherche Eto'o en abusant des ballons longs.,3.0,approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,SpaceAfter=No,1.0
121044,457423,Mais c'est désormais son avenir chez les Gunners qui est en question alors qu',approche, le marché des transferts hivernal.,16.0,approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,13.0,advcl,13:advcl,_,2.0
145549,549207,Plus la campagne ,approche,", plus les sondages indiquent que le Bloc et les conservateurs se disputeront une lutte sans merci dans plusieurs régions du Québec.",4.0,approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,9.0,advcl,9:advcl,SpaceAfter=No,2.0
147067,554970,"Les 2 sites (aile 3 et centre-anneau) sont toujours en competition pour accueillir SU5, mais la decision finale ",approche, et devrait pouvoir etre prise comme prevu vers la mi-avril.,24.0,approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,15.0,conj,15:conj,_,1.0
160759,606083,"Un passager a été arrêté et un avion dérouté vendredi aux Etats-Unis, où les transports aériens sont en alerte renforcée depuis qu'un complot terroriste a été déjoué en Grande-Bretagne et alors qu'",approche, le 5e anniversaire du 11-Septembre.,35.0,approche,approche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,29.0,conj,29:conj,_,1.0
