Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
2590,9692,Le Brésilien fait ainsi partie de cette classe de joueurs qui ,joue, pour faire briller ses partenaires.,12.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,10.0,acl:relcl,10:acl:relcl,_,1.0
5944,21983,Quel rôle ,joue, la Charte pour la communication sur Internet des entreprises pharmaceutiques ?,3.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
22108,82757,De quoi être époustouflé par les prouesses du gars qui ,joue,", ou alors sommes-nous en présence dun jeu """" sur rails """" ?",11.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,9.0,acl:relcl,9:acl:relcl,SpaceAfter=No,3.0
27276,102372,L'objectif de ce module est de préciser les nombreux registres sur lesquels ,joue," le terme d'environnement et de faire apparaître les relations fines et complexes qui conditionnent la dialectique architecture, habitat, environnement.",14.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,11.0,acl:relcl,11:acl:relcl,_,1.0
37947,142815,"Je n'en fais pas une maladie, mais tu as beau écrire sur le livret du disque qui fait quoi, qui ",joue," quoi, par exemple quand je joue de la guitare, de la basse, des claviers, etc, c'est très difficile à faire passer.",24.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,20.0,conj,20:conj,_,3.0
38404,144577,Vous pourrez le voir sur ces images avec Bill Gates qui ,joue," un peu à la 360 sur place mais aussi les campeurs venus à l'occasion de la sortie, sous la pluie.",12.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,9.0,acl:relcl,9:acl:relcl,_,1.0
41586,156919,"Même s'il était un peu amer d'avoir fini """"seulement"""" quatrième, à deux coups du vainqueur, Vijay Singh, l'Américain se montrait plutôt optimiste : «Je sens que je ",joue," bien, j'ai juste besoin de tenir le bon rythme jusqu'au dernier trou.»",37.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,34.0,ccomp,34:ccomp,_,2.0
46379,175005,"Simon Bolzinger montra que le pianiste adapte à son insu son jeu à l'acoustique de la salle : si le temps de réverbération est raccourci, il ",joue," plus fort, sans arriver à compenser l'amortissement.",29.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
51011,192464,"Sport24.com : Mais lorsqu'on vous êtes moins bon, l'équipe ",joue," aussi moins bien Juninho : Mais c'est faux, je suis au même niveau que l'équipe.",13.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
57528,216487,Le mot anglais playmate signifie une personne avec laquelle on ,joue,", et est donc utilisé principalement pour parler d'un enfant.",11.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,7.0,acl:relcl,7:acl:relcl,SpaceAfter=No,1.0
61030,229955,Il est particulièrement doué pour capter l'essence du groupe qui ,joue," live et pour reproduire cette énergie dans nos enregistrements"""", dit le chanteur à propos de Richardson.",12.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,10.0,acl:relcl,10:acl:relcl,_,3.0
67729,255738,Mais il n'a pas joué depuis six mois et si Torres ,joue,", c'est l'un des joueurs les plus rapides du championnat anglais, ce ne serait pas tout à fait un cadeau pour Julien de le faire débuter dans un match pareil.",13.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,18.0,advcl,18:advcl,SpaceAfter=No,2.0
79525,299109,"Aujourd'hui, une équipe qui ",joue," pour ne pas perdre a de grandes chances de perdre"""".",6.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,acl:relcl,4:acl:relcl,_,3.0
81057,304768,"Après la défaite bleue la semaine dernière face à l'Ecosse (20-16), le centre et capitaine de l'Irlande se méfie du XV de France qui ",joue, souvent mieux à domicile qu'à l'extérieur.,32.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,28.0,acl:relcl,28:acl:relcl,_,1.0
83846,315161,On ne fermera pas la boutique la semaine prochaine parce que dès qu'on ,joue," pour défendre, on prend des buts .»",15.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,20.0,advcl,20:advcl,_,2.0
86718,326335,"Comme ses six frères et soeurs, elle fréquente la maternelle de Limours, ",joue,", rit et parle comme les enfants de 4 ans.",15.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,9.0,conj,9:conj,SpaceAfter=No,1.0
94345,356185,Le facteur psychologique ,joue," à plein, alors qu'objectivement, il ne s'agit d'un réel problème que pour une minorité des salariés : le discours syndical doit être plus modéré. »",4.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
107784,406851,Le Léo ,joue," simplement et reste dangereux dans le cercle, mais a trop de hauts et de bas ainsi qu'une défense friable.",3.0,joue,joue,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
