Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
21893,81897,"J'ai servi mon pays, me battant pour lui pendant huit mois, et alors que je reviens chez moi, je me retrouve dans cette situation"""", s'est ",indigné, le sergent.,33.0,indigné,indigner,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,25.0,parataxis,25:parataxis,_,1.0
31354,118146,"Mais on peut tout de même saluer le sang-froid des défenseurs du Champagne qui n'outragent personne, et vont dans le calme à Angers interjeter, comme dit la basoche, un appel ",indigné, mais qu'on devine pauvre d'espoir.,37.0,indigné,indigner,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,36.0,acl,36:acl,_,1.0
38594,145299,"Les présidents des quatre principaux partis francophones de Belgique se sont déclarés vendredi """"",indignés," par un récent coup de force des partis flamands, un """"déni de démocratie"""" qui aggrave la crise entre les communautés belges.",15.0,indignés,indigner,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,12.0,xcomp,12:xcomp,SpaceAfter=No,1.0
76546,288194,"Selon le projet, la cession du capital de la SNCM serait précédée de """"l'injection d'une centaine de millions d'euros d'argent public pour renflouer la SNCM"""", s'est ",indigné, une source syndicale.,36.0,indigné,indigner,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,13.0,advcl,13:advcl,_,2.0
86588,325756,"Nous importons de ces pays pour des millions de dollars de biens, alors qu'eux non seulement n'achètent pas notre pétrole, mais ils n'achètent pas nos produits"""", s'est ",indigné, M. Ahmadinejad.,36.0,indigné,indigner,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,2.0,parataxis,2:parataxis,_,2.0
112109,423020,"Leur présence nuit à l'image distinguée de l'événement"""", s'est ",indignée," Christl Schönfelt, 90 ans, qui avait organisé le premier bal de l'Opéra en 1956.",15.0,indignée,indigner,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,3.0,parataxis,3:parataxis,_,1.0
160417,604811,"«Avec les Roms, on n'a pas respecté les droits humains», s'est ",indigné," l'archevêque de Milan, Dionigi Tettamanzi.",18.0,indigné,indigner,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,10.0,parataxis,10:parataxis,_,3.0
185025,698128,L'annonce de l'assassinat de 17 membres d'Action Contre la Faim (ACF) au Sri Lanka a profondément choqué et ,indigné, les membres de Médecins Sans Frontières.,24.0,indigné,indigner,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,22.0,conj,22:conj,_,1.0
187520,707343,"Après quinze jours de tergiversations, le bureau national du PS n'a toujours pas compris la gravité des propos de Georges Frêche"""", s'est ",indigné," le chef des députés UMP, Bernard Accoyer.",29.0,indigné,indigner,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,17.0,parataxis,17:parataxis,_,2.0
192816,727420,"Si un seul enfant israélien avait été tué, le monde entier se serait ",indigné," et le Conseil de sécurité de l'ONU se serait réuni, tonne-t-il.",16.0,indigné,indigner,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,0.0,root,0:root,_,3.0
232005,874624,"Il s'agit d'un acte d'intimidation contre le mouvement d'opposition à Saint-Pétersbourg, d'une tentative de le décapiter et d'isoler l'un de ses dirigeants"""", s'est ",indigné," Alexandre Chourchev, membre de la direction du parti.",36.0,indigné,indigner,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,4.0,parataxis,4:parataxis,_,1.0
260028,980150,"Le droit à la copie privée est """"supprimé"""", s'est ",indigné, le député PS Christian Paul.,14.0,indigné,indigner,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,9.0,parataxis,9:parataxis,_,1.0
