Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
1374,5099,"Ce rejet de la requête de l’opposition était prévisible, ",analyse," Caroline Dumay, correspondante de FRANCE 24 en Afrique du Sud, qui prévoit un second tour.",12.0,analyse,analyse,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,10.0,parataxis,10:parataxis,_,1.0
3386,12677,"Les Soudanais ont des objectifs clairs et des moyens de pression sur les deux parties», ",analyse," Cathy Clément, directrice Afrique centrale de l'International Crisis group (ICG), un institut de prévention des conflits.",18.0,analyse,analyse,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,parataxis,3:parataxis,_,1.0
13096,48991,"Mais je ne dois pas m'en faire une montagne sinon je risque de passer à côté"""", ",analyse," encore la petite Française, qui a décidément bien les pieds sur terre.",20.0,analyse,analyse,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,parataxis,4:parataxis,_,1.0
15931,59506,"Les actionnaires institutionnels représentent environ 70 pc du capital d'Arcelor et peuvent encore bloquer l'opération Arcelor/Severstal», ",analyse," Georges Hübner, professeur de gestion financière (HEC-Université de Liège).",23.0,analyse,analyse,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,parataxis,4:parataxis,_,1.0
30338,114336,"Nous jugeons de plus en plus de cas lourds, ",analyse," Sylvie Wegelin, présidente du Tribunal de la jeunesse.",12.0,analyse,analyse,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,parataxis,3:parataxis,_,1.0
32194,121290,"C'est donc bien le style qui dérange"""", ",analyse, un spécialiste.,12.0,analyse,analyse,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,7.0,parataxis,7:parataxis,_,1.0
35211,132704,"Cette décision donne une nouvelle arme aux citoyens qui vivent des inconvénients excessifs, ",analyse," Me Line Magnan, du bureau de Me Jacques Larochelle, qui a défendu avec succès les citoyens de Beauport.",15.0,analyse,analyse,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,parataxis,3:parataxis,_,1.0
37267,140198,"D'autre part, un service spécialisé traite et ",analyse, les informations ainsi recueillies.,10.0,analyse,analyse,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,8.0,conj,8:conj,_,2.0
40569,152971,Cette rencontre de trois jours ,analyse," des sujets ayant trait à la bronchite infectueuse, choléra aviaire et à la maladie newcatle.",6.0,analyse,analyse,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
46264,174561,"La hausse d'août """"résulte de la conjonction de plusieurs facteurs"""", ",analyse," l'Insee, qui cite """"la fin des soldes d'été"""", la poursuite du """"renchérissement"""" de l'énergie et """"les hausses saisonnières des prix des activités touristiques"""".",15.0,analyse,analyse,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,6.0,parataxis,6:parataxis,_,1.0
