Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
5402,20096,"Les autres modes de transfert (Bloc, ",Compressé,) ne ferment pas le canal après transmission du fichier.,9.0,Compressé,compresser,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,7.0,conj,7:conj,SpaceAfter=No,1.0
52145,196651,Ce format descriptif non ,compressé, est reconnu par la plupart des logiciels de traitement de texte.,5.0,compressé,compresser,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
65131,245625,"Matrox DigiSuite est un ensemble de cartes connues pour répondre aux besoins des professionnels des médias numériques, notamment en termes de vidéo en qualité D1 non ",compressée, et de montage vidéo/audio temps réel.,28.0,compressée,compresser,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,25.0,acl,25:acl,_,2.0
76450,287812,"En fait, c'est un cas limite qui ne peut se produire que pour une image non ",compressée, ou compressée sans pertes.,19.0,compressée,compresser,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,17.0,acl,17:acl,_,1.0
76452,287812,"En fait, c'est un cas limite qui ne peut se produire que pour une image non compressée ou ",compressée, sans pertes.,19.0,compressée,compresser,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,17.0,acl,17:acl,_,1.0
89259,336130,Les fichiers qui vous sont proposés sont des archives ,compressées, et auto-extractibles pour le système Windows&#153.,10.0,compressées,compresser,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,9.0,acl,9:acl,_,1.0
94335,356162,Le signal vidéo est numérisé et ,compressé, dans ou à proximité de la caméra fixe ou mobile.,7.0,compressé,compresser,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,5.0,conj,5:conj,_,1.0
111715,421651,Il rend également les images plus difficiles à ,compresser, à mesure que des couleurs intermédiaires sont ajoutées.,9.0,compresser,compresser,VERB,VERB,VerbForm=Inf,7.0,xcomp,7:xcomp,_,3.0
232821,877689,La lecture s'arrête lorsque length octets (non ,compressés,") ont été lus, qu'une erreur est rencontrée, ou bien que la fin du fichier a été atteinte : le premier des trois qui intervient.",10.0,compressés,compresser,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,4.0,advcl,4:advcl,SpaceAfter=No,1.0
250536,943994,"On retrouve également ce terme en transmission de données store-and-forward&#160; : il s'agit alors d'un ensemble de textes et de fichiers, éventuellement ",compressés,", en attente d'un transfert.",31.0,compressés,compresser,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,25.0,acl,25:acl,SpaceAfter=No,1.0
