Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
3985,14991,"La croyance en Dieu, même si elle se situe sur le terrain de la mythologie avec laquelle la science a évidemment rompu, ",demeure, et sa persistance n'a rien à voir avec la connaissance.,25.0,demeure,demeure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
9907,36855,Seul reste et ,demeure, visible le disque physique.,4.0,demeure,demeure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,conj,2:conj,_,1.0
18674,69965,"Quant à la SSE, qui privilégie l'Union suisse des arts et métiers (USAM), sa décision est sujette à une remise en cause, dans la mesure où la porte ",demeure, ouverte sur un maintien de la qualité de membre.,35.0,demeure,demeure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,22.0,advcl,22:advcl,_,1.0
33402,125912,C'est dans l'intérêt de tous que la confiance ,demeure,", et si des erreurs ont été faites par la police, qu'elle soient reconnues"""", a-t-il ajouté.",12.0,demeure,demeure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,6.0,ccomp,6:ccomp,SpaceAfter=No,1.0
35962,135329,La parole humaine ,demeure, le principal médiateur de la transmission du conte.,4.0,demeure,demeure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,7.0,cop,7:cop,_,1.0
38148,143453,"Même si le sondage montre que les priorités des Québécois sont la santé et l'éducation, M. Charest ",demeure, convaincu que la campagne doit reposer sur l'enjeu économique.,20.0,demeure,demeure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,21.0,aux:pass,21:aux:pass,_,2.0
79550,299182,"Les ministres vont et viennent, mais l'armée ",demeure,", avait prononcé le jeune ministre de 44 ans avant de tomber à genoux pour embrasser le drapeau rouge et blanc frappé de l'aigle.",11.0,demeure,demeure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,conj,4:conj,SpaceAfter=No,1.0
82854,311436,La publication de Que ma joie ,demeure, a eu un retentissement considérable auprès des jeunes à cause des idées que ce roman exprime.,7.0,demeure,demeure,VERB,VERB,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,nmod,2:nmod,_,1.0
87083,327588,"Or, un problème récurrent ",demeure," : ces petits objets ont la fâcheuse tendance à se laisser oublier, à glisser hors de la poche ou à s'égarer.",6.0,demeure,demeure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,3.0
88771,334267,"Sinon, l'essentiel des anciennes rubriques ",demeure, mais est mieux mis en évidence.,8.0,demeure,demeure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
