Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
10538,39379,"«Je ne peux réagir avant d'avoir les résultats de l'échantillon B», ",lâche," Pat McQuaid, président de l'UCI actuellement en vacances.",17.0,lâche,lâche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,parataxis,4:parataxis,_,1.0
21695,81219,Une femme d'une trentaine d'années ,lâche,": """"L'Amérique lui a donné le meilleur job du pays!"""".""""",8.0,lâche,lâche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,SpaceAfter=No,1.0
33377,125826,"On va essayer de faire en sorte qu'il n'y ait pas de scission"""", ",lâche," Jean-Paul Huchon, président de la région Ile-de-France.",19.0,lâche,lâche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,parataxis,3:parataxis,_,2.0
54648,205738,"On ne peut pas se permettre d'avoir des touristes au Village olympique"""", ",lâche," le Haut-Valaisan.""""",17.0,lâche,lâche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,parataxis,4:parataxis,_,3.0
54702,205871,"Notre foi n'a pas besoin d'être représentée par un visage ou une personne"""", ",lâche," Kenny, 26 ans, étudiant à Johannesburg, qui admet cependant avoir du """"respect"""" pour le pape Benoît XVI.",18.0,lâche,lâche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,parataxis,4:parataxis,_,1.0
65953,248697,"Etre la quatrième personnalité en vue à gauche dans les sondages et faire 3 %-4 % dans un quartier populaire ferait mauvais effet"""", ",lâche, un dirigeant.,28.0,lâche,lâche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,23.0,parataxis,23:parataxis,_,1.0
67001,252865,"Le grand nombre de visiteurs est mon plus grand problème"""", ",lâche," ce Tibétain de 64 ans, qui travaille au palais depuis 1989, devant des journalistes étrangers reçus dans le cadre d'une visite organisée par le gouvernement.",13.0,lâche,lâche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,10.0,parataxis,10:parataxis,_,1.0
69607,262769,"Les journées sont longues et ennuyeuses, mais l'espoir ne ",lâche," pas , écrit-il selon Théo Pinganaud, l'un de ses collègues de l'agence.",12.0,lâche,lâche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,conj,4:conj,_,1.0
79054,297459,"Ça récompense une saison régulière, on a tout misé sur la constance, on a essayé de la jouer «safe» et ça a payé» ",lâche," Pierre-Yves Jorand, performeur sur Alinghi.",29.0,lâche,lâche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,parataxis,2:parataxis,_,1.0
130097,491134,"J'ai travaillé si dur pour y arriver, toute ma vie j'ai attendu ce moment et maintenant je suis là, c'est une immense émotion"""", ",lâche, le Brésilien dont les derniers mots s'étranglent dans un sanglot.,31.0,lâche,lâche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,parataxis,3:parataxis,_,1.0
130160,491362,Il doit répéter sa question avant que la jeune femme ,lâche, : «Aucun.»,11.0,lâche,lâche,VERB,VERB,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,advcl,3:advcl,_,2.0
136871,516622,"Quand des gens mentent depuis 10 ou 15 ans, c'est extrêmement dur de dire qu'on a menti"""", ",lâche, le père Lefort.,23.0,lâche,lâche,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,14.0,parataxis,14:parataxis,_,2.0
