Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
11677,43767,Nous fusionnons ces questions en réalisant un référentiel d'organisation qui comprend et ,lie, tous les processus métiers avec les contraintes légales et réglementaires.,14.0,lie,lier,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,12.0,conj,12:conj,_,3.0
19529,73224,"Ces derniers mois, les rues de Bagdad sont devenues le théâtre de violences de la part d'escadrons de la mort rivaux, ",liés, soit aux rebelles sunnites soit aux milices chiites.,25.0,liés,lier,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,19.0,acl,19:acl,_,2.0
29236,110057,J'aborderai trois facteurs distincts mais ,liés,", à prendre en compte dans toute tentative de prévoir l'avenir de la région et de son pétrole : le facteur écologique, l'économique et le politico-stratégique.",7.0,liés,lier,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,5.0,conj,5:conj,SpaceAfter=No,3.0
96383,363543,Ils doivent permettre de caractériser les états liés ou quasi ,liés, dont les interactions ne sont pas prises en compte dans les modèles de cycles atmosphèriques de l'ozone.,8.0,liés,lier,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,7.0,acl,7:acl,_,1.0
96384,363543,Ils doivent permettre de caractériser les états ,liés, ou quasi liés dont les interactions ne sont pas prises en compte dans les modèles de cycles atmosphèriques de l'ozone.,8.0,liés,lier,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,7.0,acl,7:acl,_,1.0
105118,396692,"Ce sont des outils pour transmettre les principes : en général, un enchaînement de mouvements codifiés, ",liés, et fluides qui est mémorisée par répétition.,19.0,liés,lier,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,17.0,conj,17:conj,_,1.0
105349,397529,Le procédé a été expliqué à la page ,liée, ci-dessus sur l'équation de Riccati.,9.0,liée,lier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,8.0,acl,8:acl,_,1.0
125651,474630,"Les domaines rationnels de la science et de art sont, en général, parfaitement distincts, quoique philosophiquement ",liés," : à l'une il appartient de connaître, et par suite de prévoir ; à l'autre, de pouvoir, et par suite d'agir.»",20.0,liés,lier,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,16.0,advcl,16:advcl,_,1.0
129048,487254,"Euh, tu pourrais jeter un oeil sur les pages ",liées," d'abord, s'il te plaît ?",11.0,liées,lier,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,10.0,acl,10:acl,_,1.0
155426,586219,Une association OB est un groupe d'étoiles non gravitationnellement ,liées,", dont une partie est de type spectral O ou B. Ces associations naissent tout d'abord dans des régions de l'espace relativement petites.",11.0,liées,lier,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,8.0,acl,8:acl,SpaceAfter=No,1.0
157592,594194,Les deux organismes restent toutefois très ,liés," mais en 1952, le CIO demande au comité olympique français d'assurer son indépendance.",7.0,liés,lier,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,4.0,xcomp,4:xcomp,_,1.0
207147,781404,"Elle est plus rare, du moins chez moi en Bourgogne et son chant est moins métallique, les notes sont plus """"sourdes"""" et plus ",liées,", plus rapides.",28.0,liées,lier,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,24.0,conj,24:conj,SpaceAfter=No,1.0
211556,797825,"Toutes les choses dépendent les unes des autres, comme liées par le sang qui unit une même famille, toutes choses sont ",liées,", ce qui advient à la terre advient aux fils de la terre.",11.0,liées,lier,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,4.0,advcl,4:advcl,_,1.0
213148,803872,"Myriam Abel, dernière gagnante de la Nouvelle Star, explique au Parisien à propos de ses anciens producteurs : """"Ils prétendaient que j'avais signé un contrat avec eux, alors que plus rien ne nous ",liait,", et ils ont voulu bloquer la sortie du disque.""""",39.0,liait,lier,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin,23.0,advcl,23:advcl,SpaceAfter=No,3.0
229017,863795,Par contre je ne suis pas sur de comprendre de quel intégration tu parles à propos du portail Art ; pour moi il s'agit de deux notions bien distinctes – bien que ,liées, – et elles doivent coexister sans notion d'inclusion.,34.0,liées,lier,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,28.0,acl,28:acl,_,1.0
236719,892494,Mythe et réalité inextricablement ,liés, inspiraient les poètes.,5.0,liés,lier,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,1.0,acl,1:acl,_,1.0
243448,917601,Les sphères des savoirs et des pouvoirs apparaîssent inextricablement ,liées,"; l'une des tâches les plus urgentes d'un travail sur """"l'implexité"""" n'est-il pas de commencer à mettre à jour ce type d'implications?",10.0,liées,lier,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,8.0,xcomp,8:xcomp,SpaceAfter=No,1.0
253603,955372,"Les voilà en tout cas, définitivement ",liés, ; Armand aura une immense reconnaissance pour son oncle et celui-ci débordera d'affection pour son neveu.,8.0,liés,lier,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,2.0,ccomp,2:ccomp,_,1.0
255725,963680,"Les équipes ayant une bonne chance de l'emporter, notamment Rabobank et Caisse d'Epargne, se sont ",liées, et ont travaillé pour revenir sur eux et mes équipiers m'ont impressionné.,20.0,liées,lier,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,0.0,root,0:root,_,1.0
261082,984139,Deux sujets que la présidente du Medef estime elle aussi ,liés,", même si elle n'en a pas dit plus pour l'instant.",11.0,liés,lier,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,8.0,xcomp,8:xcomp,SpaceAfter=No,1.0
