Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
24657,92352,"Le site propose par ailleurs des citations, des chroniques historiques, des quiz et enfin des photos ",centrées, autour de la culture.,19.0,centrées,centrer,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,18.0,acl,18:acl,_,1.0
26314,98719,Le courant des partisans d’une religion ,centrée," autour du culte de la Terre Mère et du Jaguar, qu’il soit anthropomorphisé ou non.",8.0,centrée,centrer,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,7.0,acl,7:acl,_,1.0
57027,214578,"L'union syndicale Solidaires, réunie en congrès, a adopté jeudi sa nouvelle plate-forme revendicative, ",centrée," autour d'un salaire minimum à 1.500 euros net mensuels et un retour à 37,5 annuités de cotisation pour une retraite à taux plein.",20.0,centrée,centrer,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,17.0,acl,17:acl,_,2.0
113325,427717,"Ce signe est attaché en dessous du ḍaṇḍā final de la consonne pleine, ou ",centré, dessous si le signe de la consonne pleine ne comporte pas de ḍaṇḍā : ક્ (ici accompagnant ક).,16.0,centré,centrer,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,4.0,conj,4:conj,_,1.0
126335,477124,"Pour le premier critère, il suffit de mettre """"a fait l'objet d'un film original (pas une compilation) nommée d'après le nom de l'acteur, ou d'un film ",centré," autour d'un personnage portant son nom"""" non?",37.0,centré,centrer,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,36.0,acl,36:acl,_,3.0
126459,477610,Premier problème MP/PSI : Problème ,centré, autour de la ``diagonalisation'' pour une variante des applications linéaires.,8.0,centré,centrer,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,7.0,acl,7:acl,_,1.0
134241,507070,"Le programme de recherche de l'équipe, qui s'appuie sur les études en cours, concerne trois projets majeurs ",centrés," autour des thèmes respectifs : vibrations et acoustique, audio et biomédical, holographie.",22.0,centrés,centrer,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,20.0,acl,20:acl,_,1.0
161819,610192,D'abord ,centré," autour d'un centre commercial à architecture béton des années soixante, elle croît sans cesse et, en 2001, un tout nouveau centre commercial a été ignauguré par la Reine Elisabeth II en personne.",3.0,centré,centrer,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,17.0,advcl,17:advcl,_,1.0
165074,622350,Une activité forte s'est également ,centrée," autour d'un centre commun de Microscopie à Force Atomique (AFM), fédérateur au sein de l'ECL, implanté au LTDS et pour lequel nous avons été moteur.",7.0,centrée,centrer,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,0.0,root,0:root,_,1.0
169626,639734,Wright prend le parti d'un plan ,centré," et asymétrique, organisé autour de la cheminée.",8.0,centré,centrer,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,7.0,acl,7:acl,_,1.0
214493,808871,Le plan architectural des églises est toujours le même et reprend un plan ,centré, et basilical de la haute antiquité mais avec une certaine adaptation.,14.0,centré,centrer,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,13.0,acl,13:acl,_,1.0
245567,925422,"Le PML soutient l'appel à la grève si le mouvement se déroule de manière """"disciplinée, pacifique et ",centrée," sur les caricatures, a déclaré un porte-parole de cette formation.",21.0,centrée,centrer,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,17.0,conj,17:conj,SpaceAfter=No,1.0
