Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
12162,45482,"L'épicentre est située à Iwata, région montagneuse peu ",peuplée, à 300 Km au nord de Tokyo.,11.0,peuplée,peupler,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,8.0,acl,8:acl,_,1.0
22909,85982,Les parties les plus densément ,peuplées," de la ville se situent à l'ouest et au sud-est, le port international se situe à l'est de Rostock.",6.0,peuplées,peupler,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
26011,97482,Des communautés bien ,peuplées, existaient en tant qu'îles au milieu d'une vaste étendue sauvage.,4.0,peuplées,peupler,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
29767,112185,"Les seize années de conflit armé, entre 1975 et 1991, ont fait des milliers de morts dans cette vaste région, peu ",peuplée, mais riche en minerais.,25.0,peuplée,peupler,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,22.0,acl,22:acl,_,1.0
51000,192427,Mais les autorités de l'Etat le plus densément ,peuplé, d'Europe s'estiment incapables d'assumer seules l'arrivée massive de réfugiés sur leurs côtes.,10.0,peuplé,peupler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,acl,3:acl,_,1.0
81277,305561,Le choix des Alpes comme objet d'études s'imposait car elles sont la chaîne de montagnes la plus ,peuplée," au monde et, par voie de conséquence, le massif le mieux instrumenté et le mieux étudié, tant pour la météorologie que pour la climatologie.",20.0,peuplée,peupler,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,15.0,acl,15:acl,_,1.0
125538,474221,Quelque 20.000 personnes ont péri lors de deux secousses particulièrement violentes qui ont frappé le nord-ouest industriel et densément ,peuplé, du pays en août et novembre 1999.,20.0,peuplé,peupler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,17.0,conj,17:conj,_,2.0
131641,497053,Dans certaines zones très ,peuplées," il attaque des troupeaux d'ovins, raison pour laquelle il fut durement pourchassé par les éleveurs de bétail qui l'abattent ou empoisonnent des charrognes.",5.0,peuplées,peupler,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,3.0,acl,3:acl,_,1.0
136944,516905,"Après le partage de l'empire d'Alexandre, la Judée devint une province du royaume Hellénistique de Syrie, un royaume qui, bien que ",peuplé," majoritairement de non-grecs, se considérait comme le défenseur de la culture grecque.",27.0,peuplé,peupler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,33.0,advcl,33:advcl,_,2.0
176733,666671,La commune la plus ,peuplée," le long du Lek est Nieuwegein, dont le centre moderne ne se trouve pas au bord du Lek, cependant le centre historique de Vreeswijk en est proche.",5.0,peuplée,peupler,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
207740,783624,"Une Egyptienne de 16 ans est décédée des suites de la grippe aviaire, ce qui porte à trois le nombre de décès dus au virus H5N1 dans ce pays nord-africain fortement ",peuplé,", a fait savoir le Service d'information d'Etat.",33.0,peuplé,peupler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,30.0,acl,30:acl,SpaceAfter=No,1.0
231118,871413,"Les provinces du nord, souvent plus densément ",peuplées," et qui abritent les groupes anciennement dominants, sont peu sensibles à ces enjeux et réclament un partage équitable de la richesse nationale.",9.0,peuplées,peupler,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
