Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
1569,5807,"Les Etats membres doivent mettre en œuvre rapidement et intégralement les directives sur le gaz et l'électricité, non seulement dans la forme mais aussi sur le fond », a ",martelé," Andris Piebalgs, le commissaire européen chargé du dossier.",33.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,4.0,parataxis,4:parataxis,_,1.0
32762,123467,"Ni """"retrait"""", ni """"suspension"""", ni """"dénaturation"""" du CPE, car """"notre électorat ne nous le pardonnerait pas"""", avait-il ",martelé," en s'exclamant: """"je ne vous mènerai pas à la capitulation"""".",31.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,parataxis,3:parataxis,_,3.0
32973,124259,"Ce n'est pas les sondages, c'est les Français qui décideront"""", ",martèle, le candidat.,16.0,martèle,marteler,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,6.0,parataxis,6:parataxis,_,1.0
40968,154582,"Ce que les Français veulent, c'est que le gouvernement, la majorité, les élus s'occupent de leurs problèmes: l'emploi, la sécurité», a ",martelé," leur chef Bernard Accoyer, en apportant son soutien à M. Villepin.",32.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,8.0,parataxis,8:parataxis,_,2.0
58992,222042,"Il faut se dépouiller jusqu'au bout"""", ",martèle, le capitaine.,10.0,martèle,marteler,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,parataxis,2:parataxis,_,1.0
62739,236726,"Le Pakistan défendra sa souveraineté territoriale"""", a ",martelé," le porte-parole du ministère des Affaires étrangères pakistanais, Mohammad Sadiq.",11.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,4.0,parataxis,4:parataxis,_,1.0
66878,252422,"Les Etats doivent être rationnels pour qu'on ne puisse plus dire que l'Europe est irresponsable"""", ",martèle, l'eurodéputé français Gilles Savary.,20.0,martèle,marteler,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,parataxis,3:parataxis,_,1.0
71328,269052,"Le protocole de fin de conflit n'est pas acceptable en l'état"""", a ",martelé," Pascal Galéoté, adjoint au secrétaire général CGT du Port autonome (PAM).",17.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,10.0,parataxis,10:parataxis,_,1.0
75253,283448,"Nous ne devons tolérer aucun travailleur illégal"""", a ",martelé, le ministre de la justice Christoph Blocher.,12.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,4.0,parataxis,4:parataxis,_,3.0
90885,342404,"«Nous ne nous lierons pas avec un entraîneur sous contrat"""", ",martèle, Michel Preud'homme.,14.0,martèle,marteler,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5.0,parataxis,5:parataxis,_,1.0
92424,348438,"Nous parlons d'éviter les spéculations sur ce thème"""", a ",martelé, Sergueï Lavrov.,13.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,2.0,parataxis,2:parataxis,_,2.0
95010,358646,"Nous avons pu réduire l'ensemble des frais d'installation de 1400 à 1000 francs, et nous voulons atteindre 750 francs"""", a ",martelé, Carsten Schloter.,27.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,4.0,parataxis,4:parataxis,_,2.0
116325,439188,"C'est comme ça qu'on pense, pas à faire des passe-passe où la classe moyenne se fait enlever 2 piastres dans la poche gauche pour se faire remettre 50 cents dans la poche droite"""", a ",martelé, le chef adéquiste.,40.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,0.0,root,0:root,_,2.0
116995,441695,"C'est un garçon bien, intelligent, à qui on fait porter le chapeau"""", ",martèle," un membre de sa famille, qui souhaite rester anonyme.",19.0,martèle,marteler,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5.0,parataxis,5:parataxis,_,3.0
135378,511221,"«Je dis que cette guerre relève de la responsabilité commune du peuple et des gouvernements ils insistent pour poursuivre leur croisade contre notre nation et piller nos richesses», a ",martelé, le chef d'al-Qaïda.,33.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,parataxis,3:parataxis,_,3.0
139335,525850,"Walter Samuel, défenseur argentin des Nerrazzuri, refuse d'abandonner d'ores et déjà le titre aux Turinois: """"Nous n'abandonnerons pas tant que ce ne sera pas mathématiquement impossible"""", ",martèle," """"le mur"""".",36.0,martèle,marteler,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,9.0,parataxis,9:parataxis,_,3.0
163838,617878,"Ce que les Français veulent, c'est que le gouvernement, la majorité, les élus s'occupent de leurs problèmes: l'emploi, la sécurité"""", a ",martelé," leur chef Bernard Accoyer, en apportant son soutien à M. Villepin.",32.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,8.0,parataxis,8:parataxis,_,2.0
165646,624541,"Nous déciderons après cette réunion quel genre de mesures nous adopterons"""", a ",martelé, le premier ministre.,15.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,2.0,parataxis,2:parataxis,_,1.0
173183,653155,"C'est une erreur de stratégie"""", ",martèle,"-t-il dans un entretien paraissant lundi dans """"La Tribune"""".",9.0,martèle,marteler,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,parataxis,4:parataxis,SpaceAfter=No,3.0
179586,677532,"La vérité pour la gauche n'existe pas"""", a ",martelé, M. Berlusconi.,12.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,7.0,parataxis,7:parataxis,_,1.0
184715,696983,"Pour lui, l'Autorité palestinienne doit disparaître afin qu'une solution politique redevienne possible : il faut donc, ",martèle," le Likoud, éradiquer le terrorisme par la force.",21.0,martèle,marteler,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,18.0,advcl,18:advcl,_,1.0
188162,709710,"Notre sport ira mieux bientôt"""", a ",martelé, Jean-René Bernaudeau qui a demandé à ses hommes de prendre exemple sur ce qu'ont fait Fédrigo et Florencio.,9.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,parataxis,3:parataxis,_,1.0
196266,740355,"«Certains parents se laissent vaincre par les sentiments, mais moi je ne demanderai jamais à mon fils d'arrêter car je ne veux pas lui faire perdre son honneur», ",martèle," Mehmet, qui participe à une des associations de proches des détenus.",34.0,martèle,marteler,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5.0,parataxis,5:parataxis,_,1.0
214689,809594,"Pour les simples citoyens, il n'y a pas d'excuse non plus, ",martèle," le gouvernement: avec le chèque-service (lire ci-dessous), il devient très simple d'engager une femme de ménage en respectant les règles.",16.0,martèle,marteler,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,9.0,parataxis,9:parataxis,_,1.0
214904,810423,"Le maire ignore peut-être que ce sont les populations qui détiennent le dernier mot pour sa réélection """", a ",martelé, un habitant de Missabougou.,21.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,parataxis,3:parataxis,_,1.0
214945,810566,"Je n'exclus absolument pas"""" une candidature du président de la République à un troisième mandat, a ",martelé, M. Raffarin.,20.0,martelé,marteler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,parataxis,3:parataxis,_,2.0
