Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
6025,22217,"Pierre Pasqua a été arrêté à sa descente d'avion en provenance de Tunisie, où il ",résidait,", et conduit au palais de justice de Paris.",18.0,résidait,résider,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin,14.0,acl:relcl,14:acl:relcl,SpaceAfter=No,3.0
7168,26844,"Bien que disloquée, la famille ne peut être annihilée et là, ",réside," le drame des héros de Fitzgerald, qui doivent vivre avec leurs origines familiales même s'ils s'en détachent géographiquement, nominativement ou socialement.",14.0,réside,résider,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,8.0,advcl,8:advcl,_,1.0
30777,116086,L'origine de cette progression ,réside, plutôt dans la détention de plusieurs comptes au sein du même établissement (compte personnel et compte joint).,6.0,réside,résider,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,10.0,det,10:det,_,1.0
31860,120023,"Au coeur du Pays d'Auge dans un parc de 20 hectares, près de Deauville, ",réside, une belle demeure normande où l'on vous reçoit comme des amis.,18.0,réside,résider,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
33073,124736,Les hommes en qui ,réside," la succession des apôtres expliquent les Écritures sans aucun danger d'erreur, saint Irénée nous l'a déjà enseigné (2).",5.0,réside,résider,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,acl:relcl,2:acl:relcl,_,1.0
87015,327357,Le niveau de l'aide de l'IFOP varie selon la région dans laquelle ,réside, le bénéficiaire.,15.0,réside,résider,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,12.0,acl:relcl,12:acl:relcl,_,1.0
156720,590959,On pense généralement que la résolution définitive du conflit ,réside, davantage dans l’étiquetage que dans les aides agricoles.,10.0,réside,résider,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,ccomp,2:ccomp,_,2.0
175256,661155,"La complexité et la richesse des messages à caractère musical, social et philosophique du heavy metal ",résident, ailleurs que dans cet emprunt de timbres.,18.0,résident,résider,VERB,VERB,Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
179228,676177,D’autre part — et là ,résidait, le péril de mort — la masse d’eau devait subir des oscillations quotidiennes d’une amplitude de six mètres.,7.0,résidait,résider,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin,4.0,conj,4:conj,_,1.0
248925,938101,La crainte principale ,réside, essentiellement je pense dans l'idée de faire un faux mouvement ou autre lors du nettoyage du PC.,4.0,réside,résider,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
