Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
6407,23895,Le choléra ,frappe, également la famille royale – Madame Adélaïde est atteinte – et la classe politique – d'Argout et Guizot contractent la maladie.,3.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
8051,30055,"Le soleil frappe, ",frappe, : plus de trente-cinq degrés à l'ombre.,3.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,SpaceAfter=No,1.0
12187,45574,"Et aussi les ateliers d'écriture auprès de jeunes en difficultés, et le jour où il leur a inventé le stage «Je crie et je ",frappe,"», juste avant d'en choper un manu poetica pour lui gueuler au fond du cerveau : «mais je voudrais que vous viviez» .",28.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,25.0,conj,25:conj,SpaceAfter=No,3.0
29231,110047,"Si quelqu'un se penche sur ton épaule, bondis et ",frappe,-le au visage.,12.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,10.0,conj,10:conj,SpaceAfter=No,1.0
31672,119336,Et lorsque le cancer ,frappe,", c'est toute une famille qui souffre.",5.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,11.0,advcl,11:advcl,SpaceAfter=No,3.0
67342,254244,La Paran6ïa ,frappe," dur... -Chanson subversive et clandestine: """" Tout ce qu'ils veulent, ce sont des fusils """"",3.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
89288,336234,Mais le sélectionneur ,frappe," tout de même fort en appelant pour la première fois Nasri, Piquionne, L. Diarra et Diaby.",4.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,2.0
95552,360632,"Le joueur contrôle, dévie ou ",frappe, le ballon avec l'extérieur du pied ou le talon alors que le ballon est en l'air.,7.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,conj,3:conj,_,1.0
96115,362669,"Il faut ajouter le droit de timbre de dimension, impôt ancien qui ",frappe, chacune des pages de l'original de l'acte notarié et chacune des pages de la copie authentique qui vous sera remise et constituera votre titre de propriété.,14.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,11.0,acl:relcl,11:acl:relcl,_,1.0
111285,419934,Un cycliste ,frappe, en passant près de la paroi du Jacquaire.,3.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
128575,485518,Pour les avoir à portée de main quand je ,frappe,", bien que n'étant absolument pas """"du métier"""", je peux affirmer qu'ils sont à la fois accessibles au plus grand nombre et d'une totale intégrité... typographique !",10.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,3.0,advcl,3:advcl,SpaceAfter=No,3.0
135012,509872,¤ Bien tirer ses ikité (le bras qui ne ,frappe, pas doit se trouver au niveau des côtes flottantes),11.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,8.0,acl:relcl,8:acl:relcl,_,2.0
139794,527392,La lumière est d'ailleurs ce qui ,frappe, lorsqu'on visite pour la première fois le château de Nyon restauré en profondeur entre 1999 et 2006 (LT du 7.04. 2007).,8.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,6.0,acl:relcl,6:acl:relcl,_,1.0
152178,574187,La chose qui ,frappe," instantanément, c'est bien évidemment la qualité des graphismes.",4.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,acl:relcl,2:acl:relcl,_,1.0
158854,598920,"L'énergie et les idées bouillonnent, et si la critique sociale ",frappe," fort, le message est généreux.",13.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,19.0,advcl,19:advcl,_,1.0
264144,995544,Ce progrès ,frappe," encore plus si on le compare aux 10 rangs gagnés par la Chine pendant la même période, de la 29e à la 19e position.",3.0,frappe,frappe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
