Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
11473,43066,Il serait bon de lire aussi les pages de projets auxquels on ,participe," et pas uniquement le bistro avant de juger une personne de façon un peu hâtive (je parle pour tous, pas pour toi), Wikipédia ne se résume pas au bistro !",13.0,participe,participe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,10.0,acl:relcl,10:acl:relcl,_,1.0
12800,47995,Deuxième temps : L'élève ne ,participe, pas : peur du contact&#133; Le joueur se débarrasse du ballon.,7.0,participe,participe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,acl:relcl,2:acl:relcl,_,1.0
35494,133625,Tout y est donc organisé pour que l'enfant agisse et ,participe," : l'espace, le temps et les situations d'apprentissage.",12.0,participe,participe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,10.0,conj,10:conj,_,1.0
41469,156463,"Nous ferons tous les efforts pour ne pas aider ces élections"""" si le Hamas ",participe,", selon des déclarations de M. Sharon.",17.0,participe,participe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,10.0,advcl,10:advcl,SpaceAfter=No,2.0
57439,216172,"J'ai invité les membres de la Commission consultative des réseaux et services de télécommunications, à laquelle ",participe," naturellement France Télécom, à me faire part, pour le 15 décembre, de leurs propositions en ce sens.",19.0,participe,participe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,8.0,acl:relcl,8:acl:relcl,_,1.0
62933,237387,"En retour, ils vous demandent la présence régulière de vos gyms aux entraînements, et leur présence obligatoire lors des divers concours et compétitions auxquels ",participe, notre section.,27.0,participe,participe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,23.0,acl:relcl,23:acl:relcl,_,1.0
63316,238907,"Aucun contrat n'a encore été signé, mais la chance que Marion Jones ",participe," est de 90 avait affirmé dimanche Ellen van Langen, coordinatrice de l'événement néerlandais, qui a reçu l'aval de la Fédération internationale (IAAF).",15.0,participe,participe,VERB,VERB,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,11.0,acl:relcl,11:acl:relcl,_,1.0
63442,239386,Le parti de Benazir Bhutto dira dimanche s'il ,participe," ou s'il boycotte ces élections cruciales pour le président Musharraf, qui doit s'appuyer sur une majorité pour diriger le Pakistan, république islamique de 160 millions d'habitants.",10.0,participe,participe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,6.0,ccomp,6:ccomp,_,1.0
91615,345322,"En 1961, il rejoint le groupe de R&B, The Falcons, qui cherchait un nouveau chanteur et dans lequel ",participe," aussi Eddie Floyd, une autre future vedette de la musique Soul.",22.0,participe,participe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,15.0,conj,15:conj,_,2.0
94580,357046,"Les administrateurs judiciaires ont également reçu par fax une laconique """"marque d'intérêt"""", qui ne peut être considérée comme une offre et à laquelle ",participe," André Bercoff, vice-président de France Soir, a indiqué Me Baronnie.",28.0,participe,participe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,19.0,conj,19:conj,_,1.0
