Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
23481,88228,"On ne parle pas de restaurant sur la montagne, on ne parle pas de centre d'achats, on ne parle pas doubler la superficie d'un club de golf"""", s'est appliqué à ",nuancer, le ministre.,38.0,nuancer,nuancer,VERB,VERB,VerbForm=Inf,36.0,xcomp,36:xcomp,_,1.0
36887,138806,"La même approche, bien que ",nuancée,", existe aussi en formation clinique.",7.0,nuancée,nuancer,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,3.0,acl,3:acl,SpaceAfter=No,2.0
86265,324434,"«Pour les raisons que j'ai évoquées précédemment, mais aussi parce qu'on n'a pas réussi à se mettre d'accord sur ses conditions salariales», ",nuance, le dirigeant nantais.,31.0,nuance,nuancer,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,parataxis,4:parataxis,_,2.0
147108,555133,"Le Watergate a donné de la respectabilité aux sources anonymes"""", renchérit le quotidien USA Today, tout en ",nuançant,": """"En les utilisant trop librement, la presse a fait des erreurs et perdu de la crédibilité auprès du public"""".",21.0,nuançant,nuancer,VERB,VERB,Tense=Pres|VerbForm=Part,13.0,advcl,13:advcl,SpaceAfter=No,1.0
148739,561334,La basse admirablement ,nuancée," de Stephen Milling (Hermann), le baryton Roman Trekel (Wolfram), qui chante Wagner comme du lied, apportent à ce drame traité de manière sobre toute sa grandeur.",4.0,nuancée,nuancer,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
151679,572337,"La journée de solidarité a permis d'augmenter le taux de création de places dans les établissements"""", ",nuance," Muriel Jamot de la Fédération des hôpitaux de France (FHF), qui représente des établissements publics gérant 280.000 places.",21.0,nuance,nuancer,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,7.0,parataxis,7:parataxis,_,1.0
161044,607159,"Mais la tendance a sans doute été exagérée par les faibles volumes, normaux en cette période de l'année», a ",nuancé, l'analyste.,24.0,nuancé,nuancer,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,8.0,parataxis,8:parataxis,_,1.0
165277,623080,"L'opération poserait, toutefois, des problèmes de concurrence, sur lesquels l'autorité de régulation locale pourrait avoir à se pencher, ",nuance, le quotidien économique espagnol Expansión.,25.0,nuance,nuancer,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,parataxis,3:parataxis,_,1.0
177468,669417,"Le groupe ajoute """"ne pas avoir retiré, modifié ou ",nuancé, la recommandation faite à ses actionnaires d'approuver l'offre de MidAmerican.,12.0,nuancé,nuancer,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,8.0,conj,8:conj,SpaceAfter=No,1.0
193273,729146,"Aucune décision ne devrait intervenir avant 2010, ",nuance, M. Horber.,9.0,nuance,nuancer,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
199531,753171,"Il ne s'agit pas de l'enterrer (le processus de Barcelone, ndlr), de repartir à zéro, il s'agit de le mettre à jour"""", a ",nuancé, M. Jansa.,34.0,nuancé,nuancer,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,4.0,parataxis,4:parataxis,_,2.0
206701,779842,"Les entreprises allemandes profitent aussi de cette explosion"""" des exportations chinoises, ",nuance, cependant M. Nitschke.,14.0,nuance,nuancer,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,parataxis,4:parataxis,_,1.0
208678,787151,"Il faut également savoir qu'en Belgique, les coûts qui reviennent à l'opérateur sont 15 pc plus élevés en moyenne que dans les autres pays"""", ",nuance," Thierry Bouckaert, le porte-parole de Belgacom.",31.0,nuance,nuancer,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,parataxis,3:parataxis,_,3.0
247045,931034,"Mais dans un esprit plus spirituel, moins mercantile », ",nuance, Youssef Chihab (ASBL Fraternité).,12.0,nuance,nuancer,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,parataxis,4:parataxis,_,3.0
259725,979086,"L'Europe occidentale reste toutefois le premier marché de résine de cannabis du monde, ",nuance, le rapport.,16.0,nuance,nuancer,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,parataxis,4:parataxis,_,1.0
