Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
2536,9507,"Ce sommet bis donne lieu finalement à une déclaration """"qui s'apparente plus à une suite de slogans qu'à un texte proposant une alternative à la décision du sommet des États"""", ",estime, Jean-François Trogrlic qui participe pour la CFDT à ce sommet.,36.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,parataxis,4:parataxis,_,1.0
2914,10917,"Et pour la Russie, ce qui importe, c'est l'équilibre des forces, et de redevenir l'égale des autres, surtout des Etats-Unis"""", ",estime,"-t-il, minimisant les risques d'un retour à la Guerre froide.",30.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,13.0,parataxis,13:parataxis,SpaceAfter=No,2.0
3115,11690,"Une mesure qui """"ne peut être ordonnée que par un juge"""", ",estime, l'Asic.,15.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,parataxis,2:parataxis,_,1.0
3213,12058,"Les épargnants, qui ont perdu de l'argent via des assurances-vie placées en bourse, sont """"oubliés"""" par l'amendement de Philippe Marini (UMP), ",estime, l'association SOS petits porteurs.,33.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,21.0,parataxis,21:parataxis,_,1.0
4926,18377,"«Avoir la capacité de créer et gérer des partitions selon son gré est importante», ",estime," Samir Bhavnani, directeur d'étude chez Current Analysis.",18.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,15.0,parataxis,15:parataxis,_,3.0
5274,19601,"A la Confédération, le son de cloche est tout autre: """"L'impôt à la source est dû en tous les cas"""", ",estime," Matthias Remund, directeur de l'Office fédéral du sport.",27.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,11.0,parataxis,11:parataxis,_,1.0
5297,19676,"Je pense que nous allons faire un week-end tout aussi solide, fort de celui vécu à Melbourne"""", ",estime, Ross Brawn.,24.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,parataxis,3:parataxis,_,2.0
6266,23186,"La consommation risque d'être atone, même avec l'arrivée des chèques de remise d'impôt» envoyés aux ménages dans le cadre d'un plan gouvernemental de relance, ",estime, M. Lonski.,32.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,parataxis,3:parataxis,_,1.0
6501,24244,"Ce n'est pas une dépense, c'est un actif"""", ",estime, M. Goulet.,14.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,2.0
7374,27578,"Pour une petite terrasse de 12 m2, il faut deux radiateurs », ",estime, le député de Paris.,15.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,10.0,parataxis,10:parataxis,_,3.0
7675,28685,"Si la consommation en Chine venait à dépasser les prévisions, l'approvisionnement pourrait être un problème, ",estime," le patron de Barry Callebaut, Patrick De Maeseneire.",19.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,14.0,parataxis,14:parataxis,_,2.0
8002,29873,"La Corée du Nord est un marché en gestation"""", ",estime," Barbara Unterbeck, résidente à Pyongyang depuis une vingtaine d'années, dont la société Korea Computer Center Europe a mis sur pied le réseau Internet en RPDC.",13.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,8.0,parataxis,8:parataxis,_,1.0
9175,34148,"Klöden est le coureur de base de notre équipe"""", ",estime," le dernier vainqueur du Tour, qui n'a pas couru depuis le Tour du Pays Basque voici près d'un mois.",13.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5.0,parataxis,5:parataxis,_,1.0
9751,36234,"Mais le réseau de la santé québécois est aux prises avec une pénurie de main-d'oeuvre et Omnium-Santé ne fait qu'aggraver le problème en s'accaparant des médecins, ",estime, M. Khadir.,35.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,10.0,parataxis,10:parataxis,_,2.0
9856,36648,"Des accusations criminelles contre cinq acteurs du scandale des commandites sont tout à fait probables, ",estime," le procureur chef de la commission d'enquête Gomery, Bernard Roy.",17.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,15.0,parataxis,15:parataxis,_,1.0
11638,43600,"Une erreur et une honte, ",estime, le quotidien indien Hindustan Times.,7.0,estime,estime,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,parataxis,2:parataxis,_,1.0
