Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
6614,24684,Deux bombes ont explosé vers 19h30 (heure locale) dans deux restaurants très ,fréquentés, de la station balnéaire de Jimbaran.,15.0,fréquentés,fréquenter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,13.0,acl,13:acl,_,1.0
16142,60366,Il a ensuite pris la fuite dans les rues très ,fréquentées," du centre-ville d'Amman, avant d'être intercepté par des policiers, ont assuré ces témoins.Aucune organisation n'a revendiqué pour l'instant cet acte.",11.0,fréquentées,fréquenter,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,9.0,acl,9:acl,_,1.0
18478,69220,"Le lieu de la déflagration, qui a été entendue à des kilomètres à la ronde, était également proche de l'église Mar Mitr, un des passages les plus ",fréquentés," d'Achrafié, en particulier le dimanche à la sortie des cinémas et des cafés.",32.0,fréquentés,fréquenter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,29.0,acl,29:acl,_,1.0
44316,167260,Cette étude indique ainsi que le délai de chargement moyen sur les dix sites les plus ,fréquentés," aux Etats-Unis est compris entre 0,5 et 6,75 secondes.",17.0,fréquentés,fréquenter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,14.0,acl,14:acl,_,1.0
78821,296646,"Haut lieu de la culture alsacienne, c'est un lieu de pèlerinage très ",fréquenté," consacré à sainte Odile, sainte patronne de l'Alsace, bien que le monastère ait été transformé en hôtel.",15.0,fréquenté,fréquenter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,11.0,amod,11:amod,_,1.0
78830,296671,C'est l'une des lignes ferroviaires les plus ,fréquentées, de France avec plus de 30 millions de voyageurs depuis l'inauguration en 1989 du service du TGV sur cette ligne.,10.0,fréquentées,fréquenter,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,6.0,acl,6:acl,_,1.0
80131,301343,Le Fiat 314 a été lancé pour faciliter le transport des passagers sur des lignes locales peu ,fréquentées, et dont l'itinéraire empruntait des routes étroites en ville comme à la campagne.,18.0,fréquentées,fréquenter,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,15.0,acl,15:acl,_,1.0
81522,306462,"Avec Yahoo Music, en particulier, Yahoo dispose d'un des sites de vidéo les plus ",fréquentés," du web, sans proposer pour autant de plate-forme dédiée à l'échange de vidéos personnelles.",18.0,fréquentés,fréquenter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,13.0,acl,13:acl,_,2.0
91905,346390,L'hôpital est un des plus ,fréquentés," d'Ankara et traitent des cas difficiles avec des nouveaux-nés venant de tout le pays, a fait valoir M. Dilmen.",7.0,fréquentés,fréquenter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,4.0,xcomp,4:xcomp,_,1.0
103769,391390,Combien osent parler des chemins peu ,fréquentés," -- Baudelaire, Crémazie, Rimbaud -- sans en avoir fait l'expérience?",7.0,fréquentés,fréquenter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,5.0,acl,5:acl,_,1.0
109107,411899,"Malgré ces mesures, au moins quatre personnes ont été tuées et dix blessées par l'explosion d'une bombe sur une place très ",fréquentée," du quartier chiite de Talbiyah, dans le nord-est de Bagdad.",25.0,fréquentée,fréquenter,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,23.0,acl,23:acl,_,2.0
129305,488158,Choisissez tout d'abord une route peu ,fréquentée,", avec un revêtement plat et le moins abrasif possible, et ce afin de faciliter le patinage et la longévité de votre pneu.",8.0,fréquentée,fréquenter,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,6.0,acl,6:acl,SpaceAfter=No,1.0
142905,539507,A l'écart des itinéraires trop ,fréquentés,", la route de la Saâne traverse des villages paisibles qui cachent derrière de hautes futaies des châteaux édifiés aux XVIe et XVIIe siècles.",7.0,fréquentés,fréquenter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,5.0,acl,5:acl,SpaceAfter=No,1.0
144866,546604,"Moyennement peuplé, puisqu'il ne compte que 58 849 habitants au recensement de 1999, le 5ème arrondissement est, pourtant, l'un des plus ",fréquentés,", puisqu'on estime à 150 000 le nombre des personnes qui le parcourent quotidiennement.",28.0,fréquentés,fréquenter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,25.0,xcomp,25:xcomp,SpaceAfter=No,2.0
148721,561248,Quand un morceau de la falaise s'est abattu sur cette route très ,fréquentée,", plusieurs voitures et quelques camions s'y trouvaient déjà.",14.0,fréquentée,fréquenter,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,12.0,acl,12:acl,SpaceAfter=No,2.0
161886,610497,"Une autre bombe placée dans une moto a explosé dans une ruelle près du marché de Chorja, un des marchés les plus ",fréquentés," de Bagdad, vers 11 h, heure locale, faisant 4 morts et 20 blessés.",24.0,fréquentés,fréquenter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,21.0,amod,21:amod,_,1.0
170394,642642,"L'entrée est cadenassée, des poubelles s'amoncellent dans le passage: le """"Firdous"""", jadis un cinéma très ",fréquenté," est, comme beaucoup de salles obscures de Bagdad, fermé depuis des mois.",23.0,fréquenté,fréquenter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,21.0,acl,21:acl,_,1.0
173544,654621,Les sidérites ne sont pas les météorites les plus ,fréquentés,", elles sont néanmoins les plus volumineuses.",10.0,fréquentés,fréquenter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,7.0,acl,7:acl,SpaceAfter=No,1.0
