Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
11570,43392,Le titre XIII de la Constitution est rétabli et ,intitulé," : """" Dispositions transitoires relatives à la Nouvelle-Calédonie. """"",10.0,intitulé,intituler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,8.0,conj,8:conj,_,1.0
30497,115017,"En raison d'une blessure, la chorégraphe et danseuse Peggy Baker ne pourra livrer son spectacle ",intitulé," 3, prévu à la Cinquième Salle de la Place des Arts, du 14 au 17 février.",18.0,intitulé,intituler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,17.0,acl,17:acl,_,1.0
40679,153432,"Ce numéro du documentaire, ",intitulé," """"Pour que vivent les grands fleuves"""" a attiré 3.725.000 téléspectateurs, soit 17.3% de PDM.",6.0,intitulé,intituler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
67574,255078,Cette discussion faisait suite à un article paru dans la revue de l'Atelier de la Compagnie Bancaire ,intitulé," """"Les agents intelligents de recherche vont-ils supprimer les documentaliste?"""".",19.0,intitulé,intituler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,7.0,acl,7:acl,_,1.0
67945,256510,Le document ,intitulé," :"""" les données confidentielles s'exposent au vol a été sponsorisé par le firme Vontu qui a fait de la gestion du risque de vol sa spécialité.",3.0,intitulé,intituler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,15.0,nsubj:pass,15:nsubj:pass,_,1.0
71579,269940,Elle se déroulera le jeudi 30 novembre et le vendredi 1er décembre 2006 et accompagnera l'exposition au Musée des Beaux-Arts ,intitulée," """" Quand la gravure fait illusion.",24.0,intitulée,intituler,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,17.0,acl,17:acl,_,1.0
103262,389554,"En 1984, Peter Hyams réalisera la suite ",intitulée," 2010, avec un budget plus limité, et qui sera la transposition d'un roman de Arthur C.CLarke également.",9.0,intitulée,intituler,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,8.0,acl,8:acl,_,2.0
103757,391357,"Le livre, quant à lui, temporairement ",intitulé," The Unknown Truth: A Passionnate Portrait of a Serial Thriller sera publié, sauf si Noa obtient cinq millions de dollars américains.",9.0,intitulé,intituler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
143395,541386,"Les vingt chapitres du Grand Troupeau, à l'exception de celui ",intitulé," """"Et il n'y aura point de pitié"""", ont une unité de lieu, front ou arrière, en alternance plus ou moins régulière.",13.0,intitulé,intituler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,12.0,acl,12:acl,_,2.0
152812,576464,"MK2 Junior propose, en matinée, une nouvelle programmation, ",intitulée," Petit à petit pour que les enfants emmènent leurs parents au cinéma : Fabuleuses fabulettes, Le petit monde de Bahador, Ratatouille, Les rois de la glisse, etc.",12.0,intitulée,intituler,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,10.0,acl,10:acl,_,2.0
161646,609554,"De cette expérience, il retire un rapport ",intitulé, : Individual and Mass Behavior in Extreme Situation (1943).,9.0,intitulé,intituler,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,8.0,acl,8:acl,_,2.0
225214,849469,"L'exposition, ",intitulée," """"Sylvia Lefkovitz, Between Montreal, Mexico & Milan (Sylvia Lefkovitz, entre Montréal, Mexico et Milan est présentée jusqu'au 1er avril.",4.0,intitulée,intituler,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
253576,955203,Une exposition d'une centaine d'oeuvres d'art ,intitulée," """"Nam Cao et ses oeuvres à travers l'art plastique"""" a été inaugurée hier au Musée des beaux-arts du Vietnam, à Hanoi.",10.0,intitulée,intituler,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
