Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
2858,10756,"Nous sommes à la Coupe du monde 1978, tant ",décriée, car accordée à la junte militaire dirigée par le général Videla.,11.0,décriée,décrier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,5.0,acl,5:acl,_,2.0
24802,92876,"L'école primaire française, parfois trop vite ",décriée, est porteuse d'un bilan plus qu'honorable si l'on se réfère à l'échelon international.,9.0,décriée,décrier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
90614,341365,"Les femmes qui attendent des enfants à un âge avancé constituent un problème aussi grand pour la santé publique que les grossesses, souvent ",décriées,", des adolescentes, selon le Sunday Times, qui se base sur les résultats d'une nouvelle étude.",25.0,décriées,décrier,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,22.0,acl,22:acl,SpaceAfter=No,1.0
95712,361333,"Le football national est, aujourd'hui, montré du doigt, ",décrié,", boudé voire fustigé à tout bout de champ.",12.0,décrié,décrier,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,8.0,advcl,8:advcl,SpaceAfter=No,1.0
169691,639938,"Les inconvénients portent principalement sur la qualité des produits, souvent ",décriée,", ainsi que les conditions de vie des animaux.",12.0,décriée,décrier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,7.0,acl,7:acl,SpaceAfter=No,1.0
198561,749389,"Un amendement adopté contre l'avis de Rachida Dati, Garde des Sceaux très ",décriée, lors de ce débat...,15.0,décriée,décrier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,11.0,acl,11:acl,_,1.0
203704,768554,"Le retour de Kaka a peut-être joué, mais c'est Gilardino, éternellement ",décrié,", qui, d'un doublé de la tête, a ouvert la voie à son club, bien suivi par Seedorf, lui aussi auteur d'un doublé.",15.0,décrié,décrier,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,12.0,acl,12:acl,SpaceAfter=No,1.0
250745,944805,L'ambition de cet ouvrage est de redonner de la substance à une notion tant ,décriée,", celle d'assistance sociale.",16.0,décriée,décrier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,14.0,acl,14:acl,SpaceAfter=No,1.0
254575,959286,"Cette initiative, loin d'être La Révolution tant ",décriée,", recentre quelques principes de base, afin que notre système de santé reste efficace et accessible, mais surtout devienne enfin transparent et plus démocratique.",10.0,décriée,décrier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,8.0,acl,8:acl,SpaceAfter=No,1.0
258004,972353,"Ce mode d'aménagement, aujourd'hui souvent ",décrié,", est pourtant le principal producteur d'habitat individuel.",8.0,décrié,décrier,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,2.0,acl,2:acl,SpaceAfter=No,1.0
