Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
2203,8241,"Le G7 - Allemagne, Canada, Etats-Unis, France, Italie Japon et Royaume-Uni - s'est inquiété dans un communiqué de la «volatilité excessive du yen» et s'est déclaré prêt à «",coopérer,» pour rétablir le calme et la stabilité sur les marchés.,40.0,coopérer,coopérer,VERB,VERB,VerbForm=Inf,37.0,xcomp,37:xcomp,SpaceAfter=No,1.0
24205,90697,"Ce rapport """"démontre une nouvelle fois que l'Iran n'est pas prêt à ",coopérer," pour rendre transparentes d'éventuelles violations du Traité de non-prolifération nucléaire"""" (TNP), a-t-il estimé.",16.0,coopérer,coopérer,VERB,VERB,VerbForm=Inf,14.0,xcomp,14:xcomp,_,1.0
47327,178525,"Avec une bonne médiation de l'adulte, les enfants vont ",coopérer, pour dégager les effets de sens qu'ils vivent.,12.0,coopérer,coopérer,VERB,VERB,VerbForm=Inf,11.0,xcomp,11:xcomp,_,3.0
82575,310425,"Des sources au sein du TPIY s'étaient aussi plaintes du """"refus de ",coopérer, des Américains sur le dossier Haradinaj alors que le tribunal dépend de la coopération des Etats pour réunir les preuves.,15.0,coopérer,coopérer,VERB,VERB,VerbForm=Inf,13.0,acl,13:acl,SpaceAfter=No,1.0
112716,425462,Les Etats ont du mal à ,coopérer, pour assurer une gestion en commun de l'économie mondiale.,7.0,coopérer,coopérer,VERB,VERB,VerbForm=Inf,3.0,xcomp,3:xcomp,_,1.0
122174,461773,Les deux organisations ont ,coopéré," pour identifier et renforcer la capacité des Européens de mener des missions de Petersberg, et mettre à l'épreuve les procédures de gestion de crise dans le cadre d'un programme d'exercices en cours d'application.",5.0,coopéré,coopérer,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,0.0,root,0:root,_,1.0
126583,478024,"Il a en outre dénoncé """"le trou noir"""" parce que les services de sécurité notamment américains """"ont refusé de ",coopérer," entièrement"""" dans cette affaire.",23.0,coopérer,coopérer,VERB,VERB,VerbForm=Inf,21.0,xcomp,21:xcomp,_,1.0
126898,479164,"Cependant Moscou, où se trouvait lundi le chef de la diplomatie syrienne Walid Mouallem, pourrait jouer un rôle pour amener Damas à accepter de ",coopérer,", a indiqué à l'AFP une source diplomatique occidentale.",27.0,coopérer,coopérer,VERB,VERB,VerbForm=Inf,25.0,xcomp,25:xcomp,SpaceAfter=No,3.0
194269,732908,"Le clivage entre la médecine hospitalière et la médecine libérale devra s'estomper, et l'information devra circuler entre ces deux mondes appelés à ",coopérer, de plus en plus à mesure que se développera l'hospitalisation à domicile.,26.0,coopérer,coopérer,VERB,VERB,VerbForm=Inf,24.0,xcomp,24:xcomp,_,1.0
212446,801156,"Le président russe a toutefois ajouté que la Russie était """"prête à ",coopérer, avec EADS sur le plan industriel.,14.0,coopérer,coopérer,VERB,VERB,VerbForm=Inf,12.0,xcomp,12:xcomp,SpaceAfter=No,1.0
227999,859974,Si les deux côtés ,coopèrent,", les corrompus sauront que tout l'argent qui sort sera renvoyé dans son pays d'origine"""", selon l'ancienne ministre.",6.0,coopèrent,coopérer,VERB,VERB,Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin,10.0,advcl,10:advcl,SpaceAfter=No,1.0
228609,862332,Il était ensuite photocopié par certains de nos abonnés et organisations avec lesquelles nous avons ,coopéré,", qui le faisait ensuite parvenir à ceux des réfugiés de B-H qui n'étaient pas en mesure de recevoir ce service via email.",16.0,coopéré,coopérer,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,11.0,acl:relcl,11:acl:relcl,SpaceAfter=No,1.0
236428,891410,De par l'obligation qui est faite aux différents acteurs de ,coopérer," pour éviter un blocage des institutions, il est nécessaire que chacun accepte des compromis, même avec des adversaires politiques.",12.0,coopérer,coopérer,VERB,VERB,VerbForm=Inf,7.0,xcomp,7:xcomp,_,2.0
241131,908880,Les deux parties ont exprimé leur volonté de ,coopérer, afin de parvenir progressivement à un équilibre du commerce entre la Chine et les États-Unis a déclaré le dirigeant chinois.,9.0,coopérer,coopérer,VERB,VERB,VerbForm=Inf,7.0,acl,7:acl,_,2.0
255988,964680,"La FAO, la Banque mondiale et le FMI vont devoir ",coopérer, pour dégager des crédits d'urgence en faveur notamment des pays dont les comptes extérieurs sont déstabilisés par la cherté des denrées et du pétrole.,12.0,coopérer,coopérer,VERB,VERB,VerbForm=Inf,11.0,xcomp,11:xcomp,_,1.0
261213,984646,Mais si les partenaires avec lesquels nous avons à ,coopérer," paraissent disposés à comprendre cela, ils ne sont pas pour autant prêts à en payer le prix.",10.0,coopérer,coopérer,VERB,VERB,VerbForm=Inf,8.0,xcomp,8:xcomp,_,1.0
