Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
4232,15827,"Vous n'avez pas réussi à tuer le match en attaque mais la défense, même ",remaniée,", a bien résisté, ce qui n'a pas toujours été le cas lors des dernières rencontres.",17.0,remaniée,remanier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,14.0,acl,14:acl,SpaceAfter=No,1.0
4253,15894,"L'équipe de France, qui s'est partiellement rachetée face à l'Irlande de ses très médiocres débuts en Ecosse, affronte l'Italie samedi (15h00) au Stade de France avec un XV encore ",remanié, et à la moyenne d'âge respectable.,38.0,remanié,remanier,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,36.0,acl,36:acl,_,1.0
27274,102369,"Nous vous présentons, ici, une version totalement ",remaniée,", hébergée par un nouveau Fournisseur d'accès...",10.0,remaniée,remanier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,8.0,acl,8:acl,SpaceAfter=No,1.0
81558,306580,"Les Ibériques, avec une équipe complètement ",remaniée,", ont battu l'Arabie Saoudite 1-0 grâce à Juanito.",8.0,remaniée,remanier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,6.0,acl,6:acl,SpaceAfter=No,1.0
87100,327664,Le 03-04-2001 : Modifications apportées à la description du récepteur VHF : menu complètement ,remanié,", ajout des contributions, complément sur ma compréhension de la partie super-réaction.",19.0,remanié,remanier,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,17.0,acl,17:acl,SpaceAfter=No,2.0
90022,339030,Avec une équipe fortement ,remaniée,", surtout en première période, l'OL s'est incliné aux tirs au but (1-1, 4-3 t.a.b.) face à des Nantais revanchards après la défaite en Championnat (0-1), qui avait laissé un goût amer.",5.0,remaniée,remanier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,3.0,acl,3:acl,SpaceAfter=No,2.0
94295,355981,Jean-François de Dortenc a commis plusieurs méfaits dont la principale conséquence a été la vente du château au secrétaire et conseiller du roi Louis XIV. Puis le château a été acheté et ,remanié, au XVIIe siècle puis au XIXe siècle.,34.0,remanié,remanier,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,32.0,conj,32:conj,_,1.0
127806,482676,"Les besoins qui visent """"l'avoir"""" sont l'incarnation, toujours ",remaniée," et renouvelée, du désir d'être qui les transcende et leur donne sens.",14.0,remaniée,remanier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,11.0,acl,11:acl,_,1.0
144994,547159,"La liste des forts de Vauban présente l’ensemble des forts créés, ",remaniés, ou révisés par Sébastien Le Prestre de Vauban.,14.0,remaniés,remanier,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,12.0,conj,12:conj,_,1.0
155103,585046,Les projections non ,remaniées, (roches pyroclastiques et hydroclastiques) ont été représentées en prenant en compte leur type éruptif.,4.0,remaniées,remanier,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
156419,589857,Alors que celle laissée par les Australiens face à une équipe galloise pourtant très ,remaniée," reste un peu mitigée (victoires 29-23 et 31-0), les Boks ont atomisé l'Angleterre, deux fois (58-10 et 55-22).",15.0,remaniée,remanier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,11.0,acl,11:acl,_,2.0
161103,607389,"Cinq essais pour les Parisiens, pourtant largement ",remaniés,", à Brive (34-16), six pour les Toulousains à Narbonne (52-27) avec un Gareth Thomas de retour en grande forme (deux essais).",9.0,remaniés,remanier,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,5.0,acl,5:acl,SpaceAfter=No,1.0
176218,664605,Sa base médiévale datant du XIIe siècle s’est vue ,remaniée," et complétée par des travaux aux XVe, XVIe et XVIIIe siècles.",11.0,remaniée,remanier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,10.0,xcomp,10:xcomp,_,1.0
179606,677651,C'est face à une formation du Goëlo totalement ,remaniée, que le CVB 52 entame la troisième manche.,10.0,remaniée,remanier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,6.0,acl,6:acl,_,1.0
233807,881511,Avec un effectif peu ,remanié,", Paris fait partie des gros outsiders pour le titre.",5.0,remanié,remanier,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,acl,3:acl,SpaceAfter=No,1.0
240067,904713,"A l'instar du travail que Blizzard est en train de réaliser sur Starcraft II, les unités d'Alerte Rouge 3 sont un savant mélange d'anciennes gloires des vieux épisodes, parfois légèrement ",remaniées,", et de nouveautés.",36.0,remaniées,remanier,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,29.0,acl,29:acl,SpaceAfter=No,1.0
243685,918502,"Les Pumas, troisième de la dernière Coupe du monde, s'appuieront sur un groupe largement ",remanié, et rajeuni de 24 joueurs.,18.0,remanié,remanier,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,16.0,acl,16:acl,_,1.0
257271,969560,Malgré quelques frayeurs en fin de rencontre et une équipe fortement ,remaniée,", les Lorrains prennent leurs trois premiers points et se hissent à la 2e place du groupe E après un petit match seulement.",12.0,remaniée,remanier,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,10.0,acl,10:acl,SpaceAfter=No,2.0
