Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
3380,12659,Comme dit plus haut appliquer le « Non pas ,résoudre, mais éviter » ne peut pas anéantir radicalement la naissance des problèmes mais seulement limiter au maximum leurs apparitions.,10.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,5.0,xcomp,5:xcomp,_,1.0
11342,42548,"Parmi tous ses crimes, Sheeran aurait confessé le meurtre du syndicaliste Jimmy Hoffa (crime non ",résolu,"), meurtre qui aurait été commandité par Russell Bufalino.",18.0,résolu,résoudre,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,16.0,acl,16:acl,SpaceAfter=No,3.0
27647,103758,"Le porte-parole du département d'Etat, Sean McCormack, a indiqué à Washington, que les ambassadeurs à l'ONU devaient finir de """"travailler sur tous les points d'achoppement non ",résolus," et commencer à rédiger une résolution"""".",34.0,résolus,résoudre,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,30.0,acl,30:acl,_,1.0
28189,105900,"Pourtant, outre l'obstacle du prix et de la capacité, il reste un problème important à ",résoudre, afin de profiter pleinement de tous ces avantages.,19.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,16.0,acl,16:acl,_,1.0
38769,145885,Leur résolution dans ces deux contextes permet une nouvelle approche de problèmes classiques non ,résolus," (conjecture de Oort, conjecture de Leopoldt, conjecture de Vandiver, conjecture de Greenberg...).",15.0,résolus,résoudre,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,12.0,acl,12:acl,_,1.0
39256,147740,"Elle se propose d'alimenter une rubrique du Bulletin Vert donnant des énoncés de problèmes, d'exercices ou jeux permettant à l'élève de ",résoudre,", puis présenter et argumenter ses solutions.",26.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,21.0,xcomp,21:xcomp,SpaceAfter=No,1.0
48573,183062,Il reste un problème à ,résoudre,", l'attribution d'un poste de vice-premier ministre, que se disputent un membre de la liste d'Iyad Allaoui et un élu du Front de la concorde (sunnite, ndlr a-t-il ajouté.",6.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,4.0,acl,4:acl,SpaceAfter=No,1.0
49339,186009,L'activité de La Paix consiste à ,résoudre," rapidement et au mieux les litiges auxquels sont confrontés ses assurés dans leur vie quotidienne, aussi bien privée que professionnelle.",8.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,6.0,xcomp,6:xcomp,_,1.0
49983,188668,"Inversement, on montre que si l'équation à ",résoudre," admet une racine double, l'équation résolvante admet aussi la même racine double.",10.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,8.0,acl,8:acl,_,2.0
55432,208623,Le problème de la fiabilité ,résolu,", Wilsdorf commence alors à travailler sur le second grand défaut des montres de l’époque : la poussière et l’humidité s’y infiltrent sous le cadran et par la couronne, en endommageant le mouvement.",6.0,résolu,résoudre,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,9.0,advcl,9:advcl,SpaceAfter=No,1.0
59942,225668,Il reste un problème à ,résoudre,", l'attribution d'un poste de vice-premier ministre, que se disputent un membre de la liste d'Iyad Allaoui et un élu du Front de la concorde (sunnite, ndlr a-t-il ajouté.",6.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,4.0,acl,4:acl,SpaceAfter=No,1.0
73355,276481,"Plus que la question de la diffusion des résultats de l'évaluation environnementale, la question principale à ",résoudre, est celle de l'accompagnement des processus d'apprentissage des différents acteurs vis-à-vis des questions environnementales.,19.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,16.0,acl,16:acl,_,2.0
76352,287452,Des dossiers non ,résolus," pourraient débloquer grâce aux aveux de Bernardo à 20h25 HAE, le 23 février 2006.",4.0,résolus,résoudre,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
84193,316503,"Ce rapport, tout en montrant la réalité des problèmes à ",résoudre,", refuse d'annoncer l'apocalypse.",12.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,10.0,acl,10:acl,SpaceAfter=No,1.0
87825,330501,"Les faits marquants, surtout souffrants et dénotant des conflits non ",résolus," faisant partie de la vie de nos ancêtres, ainsi que les non-dits et secrets de famille, rejailliraient ou se répéteraient sur plusieurs décennies.",12.0,résolus,résoudre,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,10.0,acl,10:acl,_,1.0
101791,384242,L'étape d'élaboration permet de définir le problème à ,résoudre,", les différentes zones aquicoles marines et les paramètres environnementaux reliés à l'environnement marin en général et à l'aquiculture en particulier.",11.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,9.0,acl,9:acl,SpaceAfter=No,1.0
106806,403084,Nous sommes impressionnés de la manière dont sont traités et ,résolus," les problèmes des populations de la Guinée-Equatoriale"""", a dit le président angolais.",11.0,résolus,résoudre,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,9.0,conj,9:conj,_,2.0
121318,458421,Ce raté à l'allumage ,résolu,", elles faisaient jeu égal avec l'Allemagne qui n'ayant plus rien à perdre dans cette compétition jouait avec relâchement (9-9, 16-11).",6.0,résolu,résoudre,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,9.0,advcl,9:advcl,SpaceAfter=No,1.0
133407,503817,"Le texte doit être choisi de telle sorte qu'il permette de poser, éventuellement de ",résoudre,", un problème philosophique qu'il s'agit de saisir en lui-même.",17.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,13.0,advcl,13:advcl,SpaceAfter=No,1.0
136900,516726,"En novembre dernier, de nouvelles démarches d'enquête ont permis à l'équipe du module des crimes non ",résolus," de la Sûreté du Québec de faire cheminer le dossier et de procéder, mercredi, à l'arrestation de Michel Laflamme.",20.0,résolus,résoudre,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,18.0,acl,18:acl,_,1.0
158230,596504,Des énigmes à ,résoudre, permettent d’essayer de percer le secret.,4.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,2.0,acl,2:acl,_,1.0
170576,643300,Beaucoup de drames familiaux sont nés de cette inadaptation de notre droit que le savoir-faire des huit mille notaires de France ne pouvait évidemment pas suffire à ,résoudre,", dès lors que la loi privilégiait les liens du sang sur ceux du mariage.",30.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,28.0,xcomp,28:xcomp,SpaceAfter=No,1.0
177112,668096,Les problèmes matériels à ,résoudre," s'avèrent nombreux : état mécanique des véhicules, ravitaillement en essence, en vivres, en médicaments, en DDT car on sait, sans en mesurer l'importance, que le typhus sévit dans les camps...",5.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,2.0,acl,2:acl,_,1.0
179209,676120,La situation conflictuelle est due principalement à l'existence d'importants défis non ,résolus," à ce jour auxquels la littérature méditerranéïste a donné le nom de """"trois D"""" : démocratie, démographie, développement.",14.0,résolus,résoudre,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,12.0,acl,12:acl,_,1.0
182329,688042,"À titre de comparaison, il précise que le nombre de failles de sécurité du même niveau non ",résolues," était supérieur pour les systèmes tel que Windows XP, Red Hat Enterprise Linux 4 ou Linux Ubuntu six mois après leur lancement.",19.0,résolues,résoudre,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,12.0,acl,12:acl,_,1.0
185643,700273,L'objectif est de faire progresser un sujet encore mal ,résolu, et complexe pour lequel l'entreprise manifeste un intérêt important sans avoir les moyens ou la disponibilité pour le traiter en interne.,11.0,résolu,résoudre,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,8.0,acl,8:acl,_,1.0
186626,704001,"A un moment, le problème d'impression de ces palettes a été soulevé et ",résolu, => palette devenue non imprimable...,16.0,résolu,résoudre,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,14.0,conj,14:conj,_,2.0
188454,710839,"Comme l'explique Techno-science.net, la technologie n'était pas applicable à la fibre optique car elle nécessitait une certaine stabilité, problème qu'ont réussi à ",résoudre, les chercheurs.,28.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,26.0,xcomp,26:xcomp,_,1.0
204961,773556,Un problme  ,résoudre," rapidement quand on sait que dans le rugby actuel, lÕoccupation du terrain et la conservation du ballon restent deux rgles capitales pour espérer imposer son jeu  lÕadversaire.",4.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,2.0,acl,2:acl,_,1.0
207580,782996,"Lorsqu'une page de Bistro disparait de la page principale au bout de 6 jours, il n'est pas interdit de récupérer une section qui parle d'un problème non ",résolu,", en la recopiant 6 jours plus tard.",32.0,résolu,résoudre,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,30.0,acl,30:acl,SpaceAfter=No,2.0
207989,784608,Le profil de M. Cholet devrait également amener les enquêteurs à se pencher sur des crimes similaires non ,résolus," comme le meurtre en 2002 dans la Somme d'une cadre bancaire de 24 ans, Elodie Kulik, les enquêteurs disposant de l'ADN du tueur.",19.0,résolus,résoudre,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,16.0,acl,16:acl,_,1.0
208980,788171,L'équation est fort complexe à ,résoudre,", d'autant que l'action a chuté en bourse.",7.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,5.0,xcomp,5:xcomp,SpaceAfter=No,1.0
214461,808761,La vente de Ticketcorner ,résoudra,-t-elle les problèmes de rentabilité de la division Accès public?,5.0,résoudra,résoudre,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin,0.0,root,0:root,SpaceAfter=No,1.0
227774,859073,C'est là la problématique essentielle que le féminisme contemporain se doit de ,résoudre,", en pratique comme en théorie.",14.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,12.0,xcomp,12:xcomp,SpaceAfter=No,1.0
243754,918785,Il reste encore beaucoup de questions à ,résoudre,", insiste Dominique Dron, responsable de la nouvelle chaire de l'Ecole des mines consacrée aux nouvelles stratégies énergétiques.",9.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,7.0,acl,7:acl,SpaceAfter=No,2.0
247328,932047,"Depuis quatorze ans, tous les cours sont abolis et les étudiants travaillent sur les problèmes de santé à ",résoudre, en faisant appel aux connaissances médicales et pathophysiologiques comme des ressources et non comme des entités abstraites.,20.0,résoudre,résoudre,VERB,VERB,VerbForm=Inf,16.0,acl,16:acl,_,2.0
252456,950918,La CRA diffère parfois le traitement de recours pour tirer au clair des questions juridiques non ,résolues, ou observer l'évolution de la situation de certains pays.,17.0,résolues,résoudre,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,14.0,acl,14:acl,_,1.0
