Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
663,2434,"Ainsi la rotation de Faraday améliore, ou ",dégrade,", les conditions courantes, mais, en moyenne, elle n'est ni négative ni positive.",9.0,dégrade,dégrader,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,6.0,conj,6:conj,SpaceAfter=No,2.0
55836,210207,La situation s'est sérieusement ,dégradée, autour de la question abkhaze depuis que la Russie a commencé à promouvoir l'aide humanitaire à la république autoproclamée.,6.0,dégradée,dégrader,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,0.0,root,0:root,_,1.0
71512,269693,Le texte et les photos (jpeg non ,dégradé,) de travaux d'élèves doivent être sous forme numérique.,9.0,dégradé,dégrader,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,7.0,acl,7:acl,SpaceAfter=No,1.0
71847,270890,Les LDL restantes sont internalisées et ,dégradées, dans le foie qui capte ces particules grâce au même récepteur.,7.0,dégradées,dégrader,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,5.0,conj,5:conj,_,1.0
133590,504596,Son état s'est ,dégradé, rapidement et il est décédé d'une affection respiratoire sévère le 3 décembre 2003.,5.0,dégradé,dégrader,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,0.0,root,0:root,_,1.0
135957,513369,"Leur rôle économique et écologique est énorme, et pourtant, les océans ne se sont jamais autant ",dégradés, que ces 5 dernières années.,19.0,dégradés,dégrader,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,7.0,conj,7:conj,_,1.0
154237,581799,"Depuis, la situation s'est encore ",dégradée,". 9,6 millions de personnes (blacks ou latinos majoritairement) ayant un emploi à temps plein vivent, en 1996, en dessous du seuil de pauvreté.",8.0,dégradée,dégrader,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,0.0,root,0:root,SpaceAfter=No,1.0
192802,727385,"Selon des chroniqueurs, il aurait expérimenté des nouveaux pigments instables qui s'étaient ",dégradés,", abîmant l'oeuvre irrémédiablement.",15.0,dégradés,dégrader,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,10.0,acl:relcl,10:acl:relcl,SpaceAfter=No,2.0
198830,750394,"C'est vivre dans un cadre agréable, non ",dégradé,", avec des espaces verts bien entretenus, des rues bien nettoyées.",10.0,dégradé,dégrader,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,6.0,acl,6:acl,SpaceAfter=No,3.0
251187,946360,"La Bourse de New York a ouvert en baisse vendredi, alors que le marché de l'emploi américain s'est ",dégradé," plus que ce que craignaient les analystes en août aux Etats-Unis: le Dow Jones perdait 0,57% et le Nasdaq 0,69%.",22.0,dégradé,dégrader,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,7.0,advcl,7:advcl,_,1.0
260832,983202,L'environnement ainsi ,dégradé, contribue à la disqualification de l'image que l'on a de soi et des lieux où l'on vit.,4.0,dégradé,dégrader,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
