Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
46976,177201,"Sinon zajedni, ca fait maintenant trois ans que ca ",roule,", on est pas super prolifiques sur le nombre de compos, mais on essaie d'être exigeants avec nous même, alors, ça prend du temps&#133;",11.0,roule,roule,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5.0,ccomp,5:ccomp,SpaceAfter=No,1.0
48172,181602,Tout le monde ne ,roule," pas vite s'il a passé la nuit a Tanger, s'il a été ralenti en France, s'il dort a l'hotel...",5.0,roule,roule,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
102935,388390,"Il roule en tremblotant de toute sa structure sur la piste pierreuse et inégale, il roule, il ",roule,", et enfin il décolle au dernier moment.",2.0,roule,roule,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
102936,388390,"Il roule en tremblotant de toute sa structure sur la piste pierreuse et inégale, il ",roule,", il roule, et enfin il décolle au dernier moment.",2.0,roule,roule,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
173740,655320,Ce train assure : il ,roule, plus vite qu'une Porsche et le tout sans polluer.,6.0,roule,roule,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,advcl,3:advcl,_,1.0
209342,789510,"De toute façon, il faut que ça ",roule,", termine-t-il, à la fois pensif et détaché.",9.0,roule,roule,VERB,VERB,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,6.0,ccomp,6:ccomp,SpaceAfter=No,2.0
230061,867474,Pour le reste... sachez seulement que pierre qui roule ,roule, et que celui qui vole un boeuf est somme toute vachement costaud...,10.0,roule,roule,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,8.0,acl:relcl,8:acl:relcl,_,2.0
230062,867474,Pour le reste... sachez seulement que pierre qui ,roule, roule et que celui qui vole un boeuf est somme toute vachement costaud...,10.0,roule,roule,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,8.0,acl:relcl,8:acl:relcl,_,2.0
234591,884536,Par exemple inutile de parler quand le métro ,roule, ou au bord d'une autoroute.,9.0,roule,roule,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5.0,advcl,5:advcl,_,1.0
243032,915997,Mais pierre qui ,roule, se polit. Et l'usure ennoblit la pierre.,4.0,roule,roule,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,acl:relcl,2:acl:relcl,_,1.0
