Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
6382,23777,Quand l'inflation ,tombe,", les assureurs augmentent les primes.",4.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,8.0,advcl,8:advcl,SpaceAfter=No,1.0
15784,58926,Une barre qui ,tombe, donne quatre points de pénalité.,4.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,acl:relcl,2:acl:relcl,_,1.0
30101,113449,"En effet, il suffit que le débiteur conteste la dette pour que la prescription ",tombe," : si la dette est contestée, il n'y a plus de présomption de paiement sur laquelle s'appuie la prescription courte.",16.0,tombe,tombe,VERB,VERB,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,9.0,advcl,9:advcl,_,1.0
33523,126349,Parce qu'il faut bien se mettre en tête qu'une photo ça ne ,tombe, pas du ciel.,15.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,7.0,ccomp,7:ccomp,_,1.0
34282,129120,"Il aime le foot, cela ",tombe, bien : Enrique Iglesias a été choisi par l'Uefa pour intepréter l'hymne de l'Euro 2008 qui aura lieu en Autriche et en Suisse du 7 au 29 juin.,7.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,advcl,2:advcl,_,1.0
40727,153569,"Le brin plie, elle ",tombe," puis recommence, comme Sisyphe qui roule sa roche.",6.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,advcl,3:advcl,_,1.0
44206,166818,La nuit ,tombe, et tous deux commencent à avoir faim.,3.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
62862,237158,"Hath flung the stone that puts the stars to flight. # [p. 160130/118] """"[ ] d'une pomme qui ",tombe,", d'une bouilloire sur le feu ou l'eau qui déborde de la baignoire.""""",23.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,21.0,acl:relcl,21:acl:relcl,SpaceAfter=No,3.0
85436,321027,La nuit ,tombe,", je peux entendre les pseudo-chiens courir dans la végétation environnante, heureusement que j'ai une lampe-torche.",3.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,SpaceAfter=No,1.0
86163,323965,"Moitié meta-humaine, elle suit les traces de son père et dès que la nuit ",tombe,", elle se bat pour protéger les faibles et les innocents.",16.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,20.0,advcl,20:advcl,SpaceAfter=No,1.0
94369,356244,Alors que la nuit ,tombe,", ils se retrouvent perdus au milieu de nulle part et bientôt pourchassés par une famille de déments aux instincts meurtriers et cannibales...",5.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,9.0,advcl,9:advcl,SpaceAfter=No,3.0
95275,359591,"Pour bien faire les choses, les deux détectives de police lancés à la poursuite de Kane disposent eux aussi d'une certaine latitude dans la résolution de leur enquête - et ça ",tombe," plutôt bien, puisqu'on les contrôle également.",34.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,18.0,conj,18:conj,_,2.0
100949,380787,Ce n'est qu'au moment où « ,tombe, » le générique que vous réalisez que vous avez assisté à un film.,9.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,6.0,acl:relcl,6:acl:relcl,_,1.0
114642,432728,"J'avais fermé les yeux en me disant """"ça y est il ",tombe," et bien pas du tout et en plus, il courtisait la belle dame.",14.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,SpaceAfter=No,2.0
118121,446330,Lorsque la chaleur de la journée ,tombe," et que la nuit plus douce arrive, ils sont toujours des milliers à entrer dans l'enceinte de la mosquée, portant des tapis, de la nourriture et de l'eau.",7.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,20.0,advcl,20:advcl,_,1.0
133072,502593,"Si à l'issue de cette période, le Parlement n'a toujours pas voté la loi de Finances, le gouvernement ",tombe, et des élections législatives sont organisées dans les trois mois.,23.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
133627,504733,"Juste un dernier petit mot pour m'excuser a propos du respect de la vie prive de Lacordaire, j'avais oublie cet aspect des choses, et mon seul but etait d'aider a vous relier a FH (ce qui ",tombe, bien puisque c'est le cas).,43.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,41.0,acl:relcl,41:acl:relcl,_,2.0
135007,509862,Une adresse IP dynamique n'est susceptible de changer que quand votre connexion réseau ,tombe," et se reconnecte, ou bien périodiquement lors d'une négociation DHCP.",15.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,7.0,advcl,7:advcl,_,1.0
138365,522257,"A ses yeux, le caractère exceptionnel de l'année scolaire 2007-2008 avec Pâques qui ",tombe, très tôt «ne justifie pas qu'on remette en question des choses aussi importantes que l'organisation de la scolarité».,18.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,6.0,acl:relcl,6:acl:relcl,_,2.0
141692,534835,"Il obéit aux instructions, qu'il se cogne ou qu'il ",tombe,", l'effort ne comptait pas.",13.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,conj,2:conj,SpaceAfter=No,3.0
143540,541886,"Autre date, autre temps fort, en ce lieu chanté par Jules Jouy : « ",Tombe," sans croix et sans chapelle, sans lys d'or, sans vitraux, d'azur, quand le peuple en parle, il l'appelle Le Mur ».",17.0,Tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,parataxis,2:parataxis,_,1.0
155593,586832,"Pour les citoyens, le plus important est que le cierge ne ",tombe, pas ou ne se courbe dangereusement pendant la course.,13.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,8.0,ccomp,8:ccomp,_,1.0
182424,688429,"Pour qui cherche à décrypter les raisons de la crise qui mine le Parti socialiste, à trois semaines de son congrès de Reims, voilà une plongée dans l'histoire du socialisme qui ",tombe, opportunément.,35.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,31.0,acl:relcl,31:acl:relcl,_,1.0
194683,734386,"Quand le premier, la banque, ",tombe,", il entraine avec lui l'économie, puis l'emploi et les entreprises et au bout du compte cela amène à une hausse du chômage, des budgets sociaux restreints, un frein à la construction de logements sociaux.",8.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,11.0,advcl,11:advcl,SpaceAfter=No,2.0
196382,740754,"Au moment où vous arrivez à un grand fossé infranchissable, lancez un flipendo sur le grand arbre juste à coté afin qu'il ",tombe, et puisse vous servir de pont.,25.0,tombe,tombe,VERB,VERB,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,12.0,advcl,12:advcl,_,1.0
198197,747917,"On y fait ses courses depuis son clavier, sans se soucier de la pluie qui ",tombe," dehors, avec l'assurance d'une livraison rapide (48h en moyenne) et la garantie d'un paiement en ligne entièrement sécurisé.",17.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,15.0,acl:relcl,15:acl:relcl,_,3.0
198508,749189,"Quand Julien remarque cela, la nuit ",tombe,", et il a peur.",8.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,SpaceAfter=No,1.0
208613,786896,"Aussi, lorsque la nuit ",tombe,", les habitants fêtent-ils la brise qui vient du large, qui s'engouffre dans les venelles et caresse les visages.",6.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,10.0,advcl,10:advcl,SpaceAfter=No,1.0
235967,889613,"Les décors et les personnages sont superbes et les animations fourmillent de détails (par ex., lorsque Vivi ",tombe,", il se relève et remet son chapeau en place).",21.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,25.0,advcl,25:advcl,SpaceAfter=No,2.0
243916,919336,La moindre publication est scrutée et la sanction ,tombe," tout de suite, comme on l'a vu avec les mauvais chiffres américains"""", a expliqué à l'AFP un vendeur d'actions d'une grande banque indépendante.",9.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5.0,conj,5:conj,_,2.0
245032,923453,"Porte normande continue son parcours royal, çà ",tombe," bien, les lions de Belfort débarquent en Normandie, le SMV devra réviser ses leçons de domptage.",9.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,advcl,3:advcl,_,1.0
258039,972435,"«La route, à présent, est courte qui le mènera à la fin de son mandat: 2007 n'est plus l'horizon, c'est un rideau qui ",tombe,"», notait un éditorial de l'hebdomadaire l'Express qui évoquait le «crépuscule de Chirac».",32.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,30.0,acl:relcl,30:acl:relcl,SpaceAfter=No,2.0
265343,999939,"Les graphismes auraient tout à fait trouvé leur place sur Super Famicom (d'ailleurs, ça ",tombe," bien, une version SFC est sortie...), les sprites étant notamment d'assez bonnes tailles.",18.0,tombe,tombe,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,25.0,advcl,25:advcl,_,1.0
