Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
5311,19725,Mais ce mouvement qui ,dure, inquiète désormais aussi les salariés et les exploitants de la galerie commerciale voisine de l'hypermarché privés de fait d'une grande partie de leur clientèle habituelle.,5.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,acl:relcl,3:acl:relcl,_,2.0
12403,46429,Joanne Woodward a mis sa carrière en veilleuse pour que son mariage (avec Paul Newman) ,dure,", a-t-il ajouté.",19.0,dure,dure,VERB,VERB,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5.0,advcl,5:advcl,SpaceAfter=No,1.0
13538,50626,J'essaie de faire de la musique qui ,dure,", des chansons dont on ne se lasse pas au bout de deux minutes.",9.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,7.0,acl:relcl,7:acl:relcl,SpaceAfter=No,1.0
16716,62418,"Il prit un autre croissant puis ajouta : """" faut pas que ça ",dure," trop longtemps, ça va nous faire chier à force """".",14.0,dure,dure,VERB,VERB,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,10.0,ccomp,10:ccomp,_,3.0
27347,102623,Si la grève ,dure,", les séries et les sitcoms seront privées de nouveaux épisodes en plein milieu de saison, même si les chaînes de télévision ont stocké des scripts avant la date d'expiration des contrats du 31 octobre.",4.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,12.0,advcl,12:advcl,SpaceAfter=No,1.0
29731,112064,«Plus l'offensive ,dure,", plus la situation sera dramatique», a-t-il dit.",5.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,11.0,advcl,11:advcl,SpaceAfter=No,3.0
55388,208428,Cela fait quatre ans que ça ,dure,", je vis l'enfer"""", a déclaré AJicha El Wafi à une équipe d'Associated Press Television News (APTN) à l'aéroport de Roissy-Charles de Gaulle.",8.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3.0,ccomp,3:ccomp,SpaceAfter=No,3.0
72227,272396,Cela fait des années et des années que ce pillage ,dure,", a déploré M. Orefici, en montrant de multiples trous dans le désert.",11.0,dure,dure,VERB,VERB,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,2.0,ccomp,2:ccomp,SpaceAfter=No,1.0
85057,319667,"Alors si vous voulez tenter la chose, n'hésitez pas, ça ne ",dure, que jusqu'à demain matin !,15.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,10.0,dep,10:dep,_,1.0
93000,350724,"La plupart d'entre vous savent de quoi je parle, mais ceux ou celles qui ne le savent pas doivent me croire sur parole qu'un mamelon soit plus pincé que l'autre ou que le pinçon ",dure, au-delà du temps nécessaire et il n'y a plus aucun plaisir.,39.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,31.0,conj,31:conj,_,1.0
94188,355594,"Son mariage d'intérêt en 1917 avec Colette Jéramec, qu'il n'appréciait alors déjà plus, prend fin en 1925, et sa seconde union avec une Polonaise, Olesia Sienkiewicz, ne ",dure, guère plus longtemps.,36.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,19.0,conj,19:conj,_,1.0
101538,383073,Le triomphe d'Hector ne ,dure," pas car à la surprise générale, Maricruz ne peut se résoudre à l'épouser et répond non à l'église.",6.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
105745,399179,Ma filature ne ,dure," pas bien longtemps, puisqu'il fait halte devant l'auberge de la Pourpre Voile, connue pour ses rassemblements d'aventuriers de tous poils en chasse de bon contrat.",4.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
145842,550306,"Comme cela a été dit, entre un arbitrage qui ",dure," car les membres tiennent leur position sur la décision et le consensus rapide fait de compromis discutable, il faut le juste milieu.",11.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,9.0,acl:relcl,9:acl:relcl,_,1.0
149313,563480,Cette référence ne ,dure," pas, puisque Montoya remet les pendules à l'heure avec 1.21.662.",4.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
151724,572520,Je veux une gauche qui ,dure,", une gauche qui reste au pouvoir pas par goût du pouvoir mais parce qu'il faut du temps pour que les réformes entrent dans les faits"""", citant les deux cohabitations et l'échec de Lionel Jospin à la présidentielle de 2002.",7.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5.0,acl:relcl,5:acl:relcl,SpaceAfter=No,3.0
153347,578366,On a une relation qui ,dure,", ça a commencé quand j'embrasse mon père après la balle de match à Roland-Garros.",7.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5.0,acl:relcl,5:acl:relcl,SpaceAfter=No,3.0
154031,580998,"Alors, que tonnent plus de canons, qu'étincellent plus de couronnes, qu'à chaque heure l'on observe le silence, que ce silence ",dure," encore plus longtemps, que l'amour s'exprime.",28.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,21.0,advcl,21:advcl,_,3.0
173716,655223,"Parce qu'entre vous et nous, il faut que cette relation ",dure,", et vous apporte un maximum de services à des prix compétitifs.",13.0,dure,dure,VERB,VERB,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,9.0,ccomp,9:ccomp,SpaceAfter=No,2.0
178518,673394,"On nest pas en train de jouer au football, la partie ne ",dure, pas quune 1h30.,14.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5.0,advcl,5:advcl,_,1.0
211088,795947,Cela fait trois saisons que cela ,dure, et on en aborde une quatrième avec de gros matchs tous les trois jours.,7.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4.0,acl:relcl,4:acl:relcl,_,1.0
212248,800438,"Le mercredi 24 janvier 2007, alors que la grève générale ",dure," toujours et que cinquante-neuf personnes sont mortes de la répression des forces de l'ordre, Lansana Conté accepte de nommer un Premier ministre de consensus.",12.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,21.0,advcl,21:advcl,_,1.0
229478,865498,Car il est bien connu que la vie d'un homme sur terre ne ,dure, pas aussi longtemps que l'éternité.,15.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5.0,ccomp,5:ccomp,_,1.0
236099,890110,"Point important, plus le décollement ",dure," longtemps, plus les photorécepteurs vont dégénérer donc plus les risques de séquelles seront grands d'où l'urgence diagnostique relative.",7.0,dure,dure,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,13.0,advcl,13:advcl,_,3.0
