Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
734,2713,"Les plans de modernisation de la Justice ont, à ce titre, été visés par la déclaration et le plan du Caire ",adoptés," lors de la 3è Conférence des ministres francophones de la Justice, le 1er novembre 1995.",24.0,adoptés,adopter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,18.0,acl,18:acl,_,1.0
1268,4689,"Dans sa résolution 1835, adoptée à l'unanimité par ses 15 membres, le Conseil de sécurité rappelle les trois autres résolutions ",adoptées," auparavant, assorties de sanctions essentiellement économiques.",24.0,adoptées,adopter,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,23.0,acl,23:acl,_,2.0
15723,58669,"Ensuite, nous réfléchirons au comportement à ",adopter,", a notamment déclaré M. Dolidze sur la chaîne de télévision géorgienne Mze.",8.0,adopter,adopter,VERB,VERB,VerbForm=Inf,6.0,acl,6:acl,SpaceAfter=No,3.0
23046,86559,Les stars parlent d',adopter, comme si ils allaient faire leurs courses.,5.0,adopter,adopter,VERB,VERB,VerbForm=Inf,3.0,xcomp,3:xcomp,_,1.0
27833,104536,"Le Conseil préfectoral de la ville de Meknès, réuni mercredi en session ordinaire pour le mois de janvier, a examiné et ",adopté, son compte administratif au titre de l'exercice 2007.,24.0,adopté,adopter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,22.0,conj,22:conj,_,1.0
29470,111100,"Mais le Conseil de paix et sécurité (CPS) de l'UA, chargé de la prévention des conflits, a achevé dimanche une réunion au sommet sans se prononcer publiquement sur l'attitude à ",adopter, vis-à-vis du président zimbabwéen.,37.0,adopter,adopter,VERB,VERB,VerbForm=Inf,35.0,acl,35:acl,_,2.0
33965,128022,Les améliorations à ,adopter, devraient être applicables aux sommes déjà prélevées au titre de la modulation.,4.0,adopter,adopter,VERB,VERB,VerbForm=Inf,2.0,acl,2:acl,_,1.0
39196,147533,Des accusations ont également été portées en vertu d'une nouvelle législation spécifiquement ,adoptée, pour s'attaquer aux producteurs de pourriels.,14.0,adoptée,adopter,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,12.0,acl,12:acl,_,1.0
48174,181612,"Aux Pays-Bas, la dernière tendance est de fêter Noël autour d'un sapin """"",adopté,"; un geste écolo censé limiter l'abbatage de millions de sapins dans les pays scandinaves, exportés ensuite à grand renfort de CO2 vers les marchés européens.",18.0,adopté,adopter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,16.0,acl,16:acl,SpaceAfter=No,2.0
54589,205536,Le règlement ,adopté, aujourd'hui doit encore être avalisé par les Etats membres et les eurodéputés.,3.0,adopté,adopter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
63323,238928,Cet accord accroît les chances de voir le projet de constitution ,adopté, lors du référendum du 15 octobre.,12.0,adopté,adopter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,9.0,acl,9:acl,_,1.0
78518,295479,Les dispositions importantes et contraignantes ,adoptées," pour préserver le littoral ont donc eu des effets limités, même si l'urbanisation de grande envergure et anarchique n'est aujourd'hui plus possible.",6.0,adoptées,adopter,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
93483,352754,Il remet sa démission le 31 mai 2007 (en même temps que celle de tout le gouvernement) suite à une motion de censure déposée par l'opposition parlementaire qui fut votée et ,adoptée, le 30 mai 2007.,35.0,adoptée,adopter,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,33.0,conj,33:conj,_,2.0
95308,359738,"En tout cas, si ça se fait, je suis volontaire pour ",adopter,", je préfère la watchlist aux rc.",14.0,adopter,adopter,VERB,VERB,VerbForm=Inf,12.0,xcomp,12:xcomp,SpaceAfter=No,2.0
101544,383098,"Sans surprise, le programme des Verts insiste lourdement sur les mesures à ",adopter," afin de décourager les activités nocives pour l'environnement, incluant l'imposition d'une nouvelle taxe sur le dioxyde de carbone et l'eau.",14.0,adopter,adopter,VERB,VERB,VerbForm=Inf,12.0,acl,12:acl,_,1.0
105438,397895,Ses courses rythmiques (Mendian) ou carambolages d'accords très latins (Hargitara) fixent la ligne de conduite ici ,adoptée,", Belmondo le suit de près. parfois le précède dans l'intention, d'autres caractéristiques lovées au creux de son pavillon.",22.0,adoptée,adopter,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,18.0,acl,18:acl,SpaceAfter=No,1.0
105566,398475,"Par ailleurs, une fois ",adoptées,", les autorisations de programme ne faisaient l'objet d'aucun échéancier indicatif des crédits de paiement correspondants.",6.0,adoptées,adopter,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,13.0,advcl,13:advcl,SpaceAfter=No,2.0
109102,411869,"En complément de ces mesures nécessaires, découvrez 15 habitudes à ",adopter, pour vivre encore plus sereinement votre grossesse.,12.0,adopter,adopter,VERB,VERB,VerbForm=Inf,10.0,acl,10:acl,_,1.0
111845,422066,Cela explique aussi pourquoi il abandonne deux dispositions principales de la loi antiterroriste pourtant ,adoptées, alors que le PLC était au pouvoir.,15.0,adoptées,adopter,VERB,VERB,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part,8.0,acl,8:acl,_,1.0
116883,441250,Ce chant fut popularisé lors de concerts donnés par des chœurs noirs à Johannesburg puis ,adopté," lors des meetings politiques des africains, victimes de la politique ségrégationniste.",16.0,adopté,adopter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,7.0,conj,7:conj,_,1.0
130046,490901,"Après la destruction des mines, le Cartel de Magog, une organisation regroupant de nombreux dirigeants Glukkons, dut décider de la manoeuvre à ",adopter, pour éviter que le même sort n'arrive à la Brasserie SoulStorm.,26.0,adopter,adopter,VERB,VERB,VerbForm=Inf,24.0,acl,24:acl,_,2.0
131684,497243,Quant au plan de mesures ,adopté," pour améliorer la situation, il est marqué par «plusieurs avancées décisives», bien qu'insuffisantes.",6.0,adopté,adopter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,acl,3:acl,_,2.0
135002,509853,"La loi-programme pour l'outre-mer, encore à l'état d'ébauche, et que le gouvernement souhaite faire ",adopter," début 2008, vise à créer des """"zones franches globales d'activités"""" dans les DOM, un engagement du candidat Nicolas Sarkozy.",22.0,adopter,adopter,VERB,VERB,VerbForm=Inf,23.0,case,23:case,_,1.0
140457,530027,Si un règle informelle suffit pourquoi ne pas ,adopter," """"les admins m'inspirent confiance, laissons-les procéder comme ils le souhaitent""""?",9.0,adopter,adopter,VERB,VERB,VerbForm=Inf,5.0,xcomp,5:xcomp,_,2.0
140543,530350,"La déclaration de Lomé proscrit les coups d'Etat en Afrique, tout comme les Actes constitutifs de l'UA ",adoptés, lors de la fondation de l'organisation en 2001.,21.0,adoptés,adopter,VERB,VERB,Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part,16.0,acl,16:acl,_,1.0
148847,561732,Une fois ,adopté,", sa mise en &#156;uvre fera l'objet d'un soutien financier de la MILDT.",3.0,adopté,adopter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,11.0,advcl,11:advcl,SpaceAfter=No,1.0
163589,616938,Tout amendement ,adopté, conformément aux dispositions du paragraphe 1 du présent article entre en vigueur lorsqu'il a été approuvé par l'Assemblée générale des Nations Unies et accepté par une majorité des deux tiers des Etats parties.,3.0,adopté,adopter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,2.0,acl,2:acl,_,1.0
165647,624541,Nous déciderons après cette réunion quel genre de mesures nous ,adopterons,", a martelé le premier ministre.",11.0,adopterons,adopter,VERB,VERB,Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin,7.0,acl:relcl,7:acl:relcl,SpaceAfter=No,1.0
168726,636339,Une fois ,adopté," définitivement et agréé par le gouvernement, le nouveau texte s'appliquera de manière rétroactive au 1er janvier.",3.0,adopté,adopter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,15.0,advcl,15:advcl,_,1.0
178390,672898,Des dizaines de personnes ont profité de cette activité pour s'informer davantage sur les mesures à ,adopter, pour réduire les risques d'être les victimes d'un acte criminel ou d'un accident.,18.0,adopter,adopter,VERB,VERB,VerbForm=Inf,16.0,acl,16:acl,_,1.0
