sent_id,left_context,pivot,right_context
100,De sun aveir vos voelt asez ,duner,", Urs e leuns e veltres enchaignez, Set cenz cameilz e mil hosturs muez, D'or e d'argent.IIII. cenz muls trussez, Cinquante care que carïer en ferez ; "
14,Jo nen ai ost qui bataille li ,dunne,", "
143,"« Seignurs barons, dist li emperere Carles, Li reis Marsilie m'ad ",tramis, ses messages. 
144,De sun aveir me voelt ,duner," grant masse, Urs e leuns e veltres caeignables, Set cenz cameilz e mil hosturs muables, Quatre cenz muls cargez de l'or d'Arabe, Avoec iço plus de cinquante care. "
149,de mei ,tendrat, ses marches ; 
152,« Il nus i ,cuvent, guarde ! » 
155,si li vint ,cuntredire,. 
159,Je vos ,cunquis," e Noples e Commibles, "
164,,Nuncerent, vos cez paroles meïsme. 
166,,Loerent, vos alques de legerie ; 
17018,"Hom trovet lisant que Evax, li reis de Arabie, enveiat ad Neron, le emperur de Rume, un livre que il li ",escrist," des natures des pieres, de lur manieres et de lur nuns et de lur culurs et en quele tere eles sunt et quele puissance eles unt. "
17053,si li ,dunet," force, "
17112,Altres vertuz ne trovai de li ,escrites,. 
17123,Ele nus ,vient, de Inde. 
17158,De Inde nus ,vient, ; 
17169,"e si hume ki ad grant seit la met en sa buche, ele li ",esteint, la seit. 
17178,"si est de tele nature que si hom leved sa buche et met la desuz sa lange, en eire puet dire que uns altres hom ",penset," de lui, "
17179,et femme ne li purrat veer nule rien que il li ,querget, de sa volenté fere. 
17179,et femme ne li purrat ,veer, nule rien que il li querget de sa volenté fere. 
17195,si li est ,aie, cuntre manaces e ires de reis et de princes. 
17228,e si purrat li leres prendre ceo que li ,plairat,. 
184,"Quant ço vos mandet li reis Marsiliun Qu'il devendrat jointes ses mains tis hom E tute Espaigne tendrat par vostre dun, Puis recevrat la lei que nus tenum, Ki ço vos lodet que cest plait degetuns, Ne li ",chalt,", sire, de quel mort nus muriuns. "
184,"Quant ço vos mandet li reis Marsiliun Qu'il devendrat jointes ses mains tis hom E tute Espaigne tendrat par vostre dun, Puis recevrat la lei que nus tenum, Ki ço vos ",lodet," que cest plait degetuns, Ne li chalt, sire, de quel mort nus muriuns. "
184,Quant ço vos ,mandet," li reis Marsiliun Qu'il devendrat jointes ses mains tis hom E tute Espaigne tendrat par vostre dun, Puis recevrat la lei que nus tenum, Ki ço vos lodet que cest plait degetuns, Ne li chalt, sire, de quel mort nus muriuns. "
192,Guenes li quens ço vus ad ,respondud, ; 
195,Vos li avez tuz ses castels ,toluz,", "
197,"Quant il vos mandet qu'aiez mercit de lui, Pecchet fereit ki dunc li ",fesist, plus. 
205,,Livrez, m'en ore le guant e le bastun. » 
228,,Dunez," m'en, sire, le bastun e le guant "
233,"N'en parlez mais, se jo nel vos ",cumant, ! » 
234,"« Francs chevalers, dist li emperere Carles, Car m'eslisez un barun de ma marche Qu'a Marsiliun me ",portast, mun message. » 
239,Se lui ,lessez,", n'i trametrez plus saive. » "
25,Vos li ,durrez," urs e leons e chens, Set cenz camelz e mil hosturs muers, D'or e d'argent.IIII. C. muls cargez, Cinquante carre qu'en ferat carïer : "
251,"Se Deus ço dunet que jo de la repaire, Jo t'en ",muvra, une si grant contraire Ki durerat a trestut tun edage. » 
269,Sur mei avez ,turnet, fals jugement. 
272,En Sarraguce sai ben qu'aler m',estoet,. 
