sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC
1,Tresqu'en la mer ,cunquist, la tere altaigne. ,5,cunquist,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_00022
10,Sur un perrun de marbre bloi se ,culchet, ; ,8,culchet,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_00108
100,"De sun aveir vos voelt asez duner, Urs e leuns e veltres enchaignez, Set cenz cameilz e mil hosturs muez, D'or e d'argent.IIII. cenz muls trussez, Cinquante care que ",carïer, en ferez ; ,37,carïer,_,VERB,VERinf,VerbForm=Inf,39,xcomp,_,XmlId=w_58_01126
100,De sun aveir vos voelt asez ,duner,", Urs e leuns e veltres enchaignez, Set cenz cameilz e mil hosturs muez, D'or e d'argent.IIII. cenz muls trussez, Cinquante care que carïer en ferez ; ",7,duner,_,VERB,VERinf,VerbForm=Inf,0,root,_,SpaceAfter=No|XmlId=w_58_01096
101,"Tant i avrat de besanz esmerez, Dunt bien purrez voz soldeiers ",luer, ; ,13,luer,_,VERB,VERinf,VerbForm=Inf,5,acl:relcl,_,XmlId=w_58_01142
101,Tant i ,avrat," de besanz esmerez, Dunt bien purrez voz soldeiers luer ; ",3,avrat,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_01132
104,"La vos sivrat, ço ",dit,", mis avoez. » ",6,dit,_,VERB,VERcjg,VerbForm=Fin,3,parataxis,_,SpaceAfter=No|XmlId=w_58_01166
104,La vos ,sivrat,", ço dit, mis avoez. » ",3,sivrat,_,VERB,VERcjg,VerbForm=Fin,0,root,_,SpaceAfter=No|XmlId=w_58_01163
105,Li empereres ,tent," ses mains vers Deu, ",3,tent,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_01174
106,,Baisset," sun chef, ",1,Baisset,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_01180
108,Li empereres en ,tint, sun chef enclin. ,4,tint,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_01194
11,Il en ,apelet, e ses dux e ses cuntes : ,3,apelet,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_00120
111,"Quant se redrecet, mult par ",out, fier lu vis ; ,7,out,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_01222
111,Quant se ,redrecet,", mult par out fier lu vis ; ",3,redrecet,_,VERB,VERcjg,VerbForm=Fin,7,advcl,_,SpaceAfter=No|XmlId=w_58_01218
115,De cez paroles que vos avez ci ,dit,", En quel mesure en purrai estre fiz ? ",8,dit,_,VERB,VERppe,Tense=Past|VerbForm=Part,3,acl:relcl,_,SpaceAfter=No|XmlId=w_58_01253
116,"- Voet par hostages, ço dist li Sarrazins, Dunt vos ",avrez, u dis u quinze u vint. ,13,avrez,_,VERB,VERcjg,VerbForm=Fin,4,acl:relcl,_,XmlId=w_58_01276
116,"- Voet par hostages, ço ",dist," li Sarrazins, Dunt vos avrez u dis u quinze u vint. ",7,dist,_,VERB,VERcjg,VerbForm=Fin,2,parataxis,_,XmlId=w_58_01270
117,Pa num d'ocire i ,metrai, un mien filz ,6,metrai,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_01289
