sent_id	left_context	pivot	right_context	ID	FORM	LEMMA	UPOS	XPOS	FEATS	HEAD	DEPREL	DEPS	MISC	dist
100	De sun aveir vos voelt asez duner, Urs e leuns e veltres 	enchaignez	, Set cenz cameilz e mil hosturs muez, D'or e d'argent.IIII. cenz muls trussez, Cinquante care que carïer en ferez ; 	14	enchaignez	_	VERB	VERppe	Tense=Past|VerbForm=Part	13	acl	_	SpaceAfter=No|XmlId=w_58_01103	2
101	Tant i avrat de besanz 	esmerez	, Dunt bien purrez voz soldeiers luer ; 	6	esmerez	_	VERB	VERppe	Tense=Past|VerbForm=Part	5	acl	_	SpaceAfter=No|XmlId=w_58_01135	2
107	si cumencet a 	penser	. 	4	penser	_	VERB	VERinf	VerbForm=Inf	2	xcomp	_	SpaceAfter=No|XmlId=w_58_01187	-1
113	« Vus avez mult ben 	dit	. 	6	dit	_	VERB	VERppe	Tense=Past|VerbForm=Part	0	root	_	SpaceAfter=No|XmlId=w_58_01236	-1
117	Pa num d'	ocire	 i metrai un mien filz 	4	ocire	_	VERB	VERinf	VerbForm=Inf	2	acl	_	XmlId=w_58_01287	-1
122	Charles 	respunt	 : 	2	respunt	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_58_01348	-1
123	« Uncore purrat 	guarir	. » 	4	guarir	_	VERB	VERinf	VerbForm=Inf	0	root	_	SpaceAfter=No|XmlId=w_58_01353	-1
142	Des ore 	cumencet	 le cunseill que mal prist. 	3	cumencet	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_58_01550	1
143	« Seignurs barons, 	dist	 li emperere Carles, Li reis Marsilie m'ad tramis ses messages. 	5	dist	_	VERB	VERcjg	VerbForm=Fin	15	parataxis	_	XmlId=w_58_01563	1
151		Dient	 Franceis : 	1	Dient	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_58_01667	-1
17018	Hom trovet 	lisant	 que Evax, li reis de Arabie, enveiat ad Neron, le emperur de Rume, un livre que il li escrist des natures des pieres, de lur manieres et de lur nuns et de lur culurs et en quele tere eles sunt et quele puissance eles unt. 	3	lisant	_	VERB	VERppa	Tense=Pres|VerbForm=Part	2	advcl	_	XmlId=w_273_0021	0
17019	Mult hi sunt les vertuz 	cuvertes	, 	6	cuvertes	_	VERB	VERppe	Tense=Past|VerbForm=Part	0	root	_	SpaceAfter=No|XmlId=w_273_0078	-1
17020	mais les aies en veit hom bien 	apertes	. 	8	apertes	_	VERB	VERppe	Tense=Past|VerbForm=Part	5	xcomp	_	SpaceAfter=No|XmlId=w_273_0087	-1
17022	et plusurs aises en vient a cels ki 	sevent	 ; 	9	sevent	_	VERB	VERcjg	VerbForm=Fin	7	acl:relcl	_	XmlId=w_273_0107	-1
17024	- Adamas est clere cume cristal, mais que ele ad colur de fer 	brunit	 ; 	15	brunit	_	VERB	VERppe	Tense=Past|VerbForm=Part	14	amod	_	XmlId=w_273_0150	-1
17031	N'est si bele ne de si grant priz, ja 	seit	 iço que ele seit greinur. 	12	seit	_	VERB	VERcjg	VerbForm=Fin	4	advcl	_	XmlId=w_273_0267	-1
17038	et ele sanet les 	forsenez	, 	5	forsenez	_	VERB	VERppe	Tense=Past|VerbForm=Part	3	obj	_	SpaceAfter=No|XmlId=w_273_0342	-1
17057	ele est 	resplendissaunte	 e semblante al ciel quant il est pur sanz nues ; 	3	resplendissaunte	_	VERB	VERppe	Tense=Past|VerbForm=Part	0	root	_	XmlId=w_273_0561	-1
17058	si n'	est	 nule ki ait greinur vertut ne bealtéd. 	3	est	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_273_0575	-1
17061	icele ne 	tresluist	 mie. 	3	tresluist	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_273_0621	-1
17070	e ele est mieldre a vedeir que nule aultre en l'ewe les figures ki dient les choses ki ainz ne furent 	seues	. 	23	seues	_	VERB	VERppe	Tense=Past|VerbForm=Part	18	acl:relcl	_	SpaceAfter=No|XmlId=w_273_0701	-1
17072	kar ele refreidet hume ki a trop grant chalur dedenz et ki trop 	suet	 ; 	14	suet	_	VERB	VERcjg	VerbForm=Fin	6	conj	_	XmlId=w_273_0720	-1
17083	et fait améd e 	puissaunt	, 	5	puissaunt	_	VERB	VERcjg	VerbForm=Fin	3	conj	_	SpaceAfter=No|XmlId=w_273_0842	-1
17083	et fait 	améd	 e puissaunt, 	3	améd	_	VERB	VERppe	Tense=Past|VerbForm=Part	2	xcomp	_	XmlId=w_273_0840	-1
17092	Cele de Scithia est mielz 	preisiede	, que unes genz ki unt num Arismaspi tolent a griffuns. 	6	preisiede	_	VERB	VERppe	Tense=Past|VerbForm=Part	0	root	_	SpaceAfter=No|XmlId=w_273_0908	0
17093	Cele est la mieldre, ki est si clere que hom pot 	vedeir	 parmi, ki taint le air ki li est prof. 	13	vedeir	_	VERB	VERinf	VerbForm=Inf	9	advcl	_	XmlId=w_273_0933	0
17099	et ele fait a hume 	parler	 et acceptable. 	6	parler	_	VERB	VERinf	VerbForm=Inf	3	xcomp	_	XmlId=w_273_1009	-1
171	En Sarraguce menez vostre ost 	banie	, 	6	banie	_	VERB	VERppe	Tense=Past|VerbForm=Part	5	acl	_	SpaceAfter=No|XmlId=w_58_01832	-1
17109	mais cele ki les treis culurs ad bien devisees e nient entremellees, cele est la mielz 	preisede	, 	18	preisede	_	VERB	VERppe	Tense=Past|VerbForm=Part	0	root	_	SpaceAfter=No|XmlId=w_273_1140	-1
17109	mais cele ki les treis culurs ad bien devisees e nient 	entremellees	, cele est la mielz preisede, 	12	entremellees	_	VERB	VERppe	Tense=Past|VerbForm=Part	9	conj	_	SpaceAfter=No|XmlId=w_273_1134	2
17109	mais cele ki les treis culurs ad bien 	devisees	 e nient entremellees, cele est la mielz preisede, 	9	devisees	_	VERB	VERppe	Tense=Past|VerbForm=Part	6	acl	_	XmlId=w_273_1131	2
17110	e nule cire n'i 	aert	. 	6	aert	_	VERB	VERcjg	VerbForm=Fin	0	root	_	SpaceAfter=No|XmlId=w_273_1147	-1
17121	- Beril est 	furmee	 si que ele ad sis aungles pur aveir greingnur clartét. 	4	furmee	_	VERB	VERppe	Tense=Past|VerbForm=Part	0	root	_	XmlId=w_273_1250	-1
17131	- Topace vient de un'hille ki altresi est 	apelee	. 	10	apelee	_	VERB	VERppe	Tense=Past|VerbForm=Part	6	acl:relcl	_	SpaceAfter=No|XmlId=w_273_1359	-1
17138	Elle fait la buillante ewe cesser de 	buillir	. 	8	buillir	_	VERB	VERinf	VerbForm=Inf	6	xcomp	_	SpaceAfter=No|XmlId=w_273_1417	-1
17138	Elle fait la 	buillante	 ewe cesser de buillir. 	4	buillante	_	VERB	VERppa	Tense=Pres|VerbForm=Part	5	amod	_	XmlId=w_273_1413	-1
17141	Tutes 	cunfortent	 	2	cunfortent	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_273_1440	-1
17149	Ele 	refreided	 quant hom la met en la buche. 	2	refreided	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_273_1506	-1
