sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC
0,"Carles li reis, nostre emperere magnes, Set anz tuz pleins ad ",estet, en Espaigne : ,14,estet,_,VERB,VERppe,Tense=Past|VerbForm=Part,0,root,_,XmlId=w_58_00014
1,Tresqu'en la mer ,cunquist, la tere altaigne. ,5,cunquist,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_00022
10,Sur un perrun de marbre bloi se ,culchet, ; ,8,culchet,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_00108
100,"De sun aveir vos voelt asez duner, Urs e leuns e veltres enchaignez, Set cenz cameilz e mil hosturs muez, D'or e d'argent.IIII. cenz muls trussez, Cinquante care que carïer en ",ferez, ; ,39,ferez,_,VERB,VERcjg,VerbForm=Fin,35,acl,_,XmlId=w_58_01128
100,"De sun aveir vos voelt asez duner, Urs e leuns e veltres enchaignez, Set cenz cameilz e mil hosturs muez, D'or e d'argent.IIII. cenz muls trussez, Cinquante care que ",carïer, en ferez ; ,37,carïer,_,VERB,VERinf,VerbForm=Inf,39,xcomp,_,XmlId=w_58_01126
100,"De sun aveir vos voelt asez duner, Urs e leuns e veltres enchaignez, Set cenz cameilz e mil hosturs muez, D'or e d'argent.IIII. cenz muls ",trussez,", Cinquante care que carïer en ferez ; ",32,trussez,_,VERB,VERppe,Tense=Past|VerbForm=Part,31,acl,_,SpaceAfter=No|XmlId=w_58_01121
100,"De sun aveir vos voelt asez duner, Urs e leuns e veltres ",enchaignez,", Set cenz cameilz e mil hosturs muez, D'or e d'argent.IIII. cenz muls trussez, Cinquante care que carïer en ferez ; ",14,enchaignez,_,VERB,VERppe,Tense=Past|VerbForm=Part,13,acl,_,SpaceAfter=No|XmlId=w_58_01103
101,"Tant i avrat de besanz esmerez, Dunt bien purrez voz soldeiers ",luer, ; ,13,luer,_,VERB,VERinf,VerbForm=Inf,5,acl:relcl,_,XmlId=w_58_01142
101,Tant i avrat de besanz ,esmerez,", Dunt bien purrez voz soldeiers luer ; ",6,esmerez,_,VERB,VERppe,Tense=Past|VerbForm=Part,5,acl,_,SpaceAfter=No|XmlId=w_58_01135
101,Tant i ,avrat," de besanz esmerez, Dunt bien purrez voz soldeiers luer ; ",3,avrat,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_01132
102,En cest païs avez ,estet, asez ; ,5,estet,_,VERB,VERppe,Tense=Past|VerbForm=Part,0,root,_,XmlId=w_58_01148
103,"En France, ad Ais, devez bien ",repairer,. ,9,repairer,_,VERB,VERinf,VerbForm=Inf,0,root,_,SpaceAfter=No|XmlId=w_58_01159
104,"La vos sivrat, ço ",dit,", mis avoez. » ",6,dit,_,VERB,VERcjg,VerbForm=Fin,3,parataxis,_,SpaceAfter=No|XmlId=w_58_01166
104,La vos ,sivrat,", ço dit, mis avoez. » ",3,sivrat,_,VERB,VERcjg,VerbForm=Fin,0,root,_,SpaceAfter=No|XmlId=w_58_01163
105,Li empereres ,tent," ses mains vers Deu, ",3,tent,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_01174
106,,Baisset," sun chef, ",1,Baisset,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_01180
107,si cumencet a ,penser,. ,4,penser,_,VERB,VERinf,VerbForm=Inf,2,xcomp,_,SpaceAfter=No|XmlId=w_58_01187
107,si ,cumencet, a penser. ,2,cumencet,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_01185
108,Li empereres en ,tint, sun chef enclin. ,4,tint,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_01194
11,Il en ,apelet, e ses dux e ses cuntes : ,3,apelet,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_00120
110,Sa custume est qu'il ,parolet, a leisir. ,6,parolet,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_01212
111,"Quant se redrecet, mult par ",out, fier lu vis ; ,7,out,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_01222
111,Quant se ,redrecet,", mult par out fier lu vis ; ",3,redrecet,_,VERB,VERcjg,VerbForm=Fin,7,advcl,_,SpaceAfter=No|XmlId=w_58_01218
112,,Dist, as messages : ,1,Dist,_,VERB,VERcjg,VerbForm=Fin,0,root,_,XmlId=w_58_01227
113,« Vus avez mult ben ,dit,. ,6,dit,_,VERB,VERppe,Tense=Past|VerbForm=Part,0,root,_,SpaceAfter=No|XmlId=w_58_01236
115,De cez paroles que vos avez ci ,dit,", En quel mesure en purrai estre fiz ? ",8,dit,_,VERB,VERppe,Tense=Past|VerbForm=Part,3,acl:relcl,_,SpaceAfter=No|XmlId=w_58_01253
