sent_id	left_context	pivot	right_context	ID	FORM	LEMMA	UPOS	XPOS	FEATS	HEAD	DEPREL	DEPS	MISC	dist
100	De sun aveir vos voelt asez 	duner	, Urs e leuns e veltres enchaignez, Set cenz cameilz e mil hosturs muez, D'or e d'argent.IIII. cenz muls trussez, Cinquante care que carïer en ferez ; 	7	duner	_	VERB	VERinf	VerbForm=Inf	0	root	_	SpaceAfter=No|XmlId=w_58_01096	2
14	Jo nen ai ost qui bataille li 	dunne	, 	8	dunne	_	VERB	VERcjg	VerbForm=Fin	4	acl:relcl	_	SpaceAfter=No|XmlId=w_58_00159	-1
143	« Seignurs barons, dist li emperere Carles, Li reis Marsilie m'ad 	tramis	 ses messages. 	15	tramis	_	VERB	VERppe	Tense=Past|VerbForm=Part	0	root	_	XmlId=w_58_01573	1
144	De sun aveir me voelt 	duner	 grant masse, Urs e leuns e veltres caeignables, Set cenz cameilz e mil hosturs muables, Quatre cenz muls cargez de l'or d'Arabe, Avoec iço plus de cinquante care. 	6	duner	_	VERB	VERinf	VerbForm=Inf	0	root	_	XmlId=w_58_01582	1
149	de mei 	tendrat	 ses marches ; 	3	tendrat	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_58_01652	1
152	« Il nus i 	cuvent	 guarde ! » 	5	cuvent	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_58_01674	-1
155	si li vint 	cuntredire	. 	4	cuntredire	_	VERB	VERinf	VerbForm=Inf	3	xcomp	_	SpaceAfter=No|XmlId=w_58_01705	-1
159	Je vos 	cunquis	 e Noples e Commibles, 	3	cunquis	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_58_01729	-1
164		Nuncerent	 vos cez paroles meïsme. 	1	Nuncerent	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_58_01772	-1
166		Loerent	 vos alques de legerie ; 	1	Loerent	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_58_01786	-1
17018	Hom trovet lisant que Evax, li reis de Arabie, enveiat ad Neron, le emperur de Rume, un livre que il li 	escrist	 des natures des pieres, de lur manieres et de lur nuns et de lur culurs et en quele tere eles sunt et quele puissance eles unt. 	26	escrist	_	VERB	VERcjg	VerbForm=Fin	22	acl:relcl	_	XmlId=w_273_0044	0
17053	si li 	dunet	 force, 	3	dunet	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_273_0527	-1
17112	Altres vertuz ne trovai de li 	escrites	. 	7	escrites	_	VERB	VERppe	Tense=Past|VerbForm=Part	2	acl	_	SpaceAfter=No|XmlId=w_273_1164	-1
17123	Ele nus 	vient	 de Inde. 	3	vient	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_273_1276	-1
17158	De Inde nus 	vient	 ; 	4	vient	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_273_1637	-1
17169	e si hume ki ad grant seit la met en sa buche, ele li 	esteint	 la seit. 	16	esteint	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_273_1749	1
17178	si est de tele nature que si hom leved sa buche et met la desuz sa lange, en eire puet dire que uns altres hom 	penset	 de lui, 	27	penset	_	VERB	VERcjg	VerbForm=Fin	22	ccomp	_	XmlId=w_273_1856	-1
17179	et femme ne li purrat veer nule rien que il li 	querget	 de sa volenté fere. 	12	querget	_	VERB	VERcjg	VerbForm=Fin	8	acl	_	XmlId=w_273_1871	1
17179	et femme ne li purrat 	veer	 nule rien que il li querget de sa volenté fere. 	6	veer	_	VERB	VERinf	VerbForm=Inf	0	root	_	XmlId=w_273_1865	1
17195	si li est 	aie	 cuntre manaces e ires de reis et de princes. 	4	aie	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_273_2062	-1
17228	e si purrat li leres prendre ceo que li 	plairat	. 	10	plairat	_	VERB	VERcjg	VerbForm=Fin	7	acl	_	SpaceAfter=No|XmlId=w_273_2523	-1
184	Quant ço vos mandet li reis Marsiliun Qu'il devendrat jointes ses mains tis hom E tute Espaigne tendrat par vostre dun, Puis recevrat la lei que nus tenum, Ki ço vos lodet que cest plait degetuns, Ne li 	chalt	, sire, de quel mort nus muriuns. 	43	chalt	_	VERB	VERcjg	VerbForm=Fin	0	root	_	SpaceAfter=No|XmlId=w_58_01968	1
184	Quant ço vos mandet li reis Marsiliun Qu'il devendrat jointes ses mains tis hom E tute Espaigne tendrat par vostre dun, Puis recevrat la lei que nus tenum, Ki ço vos 	lodet	 que cest plait degetuns, Ne li chalt, sire, de quel mort nus muriuns. 	35	lodet	_	VERB	VERcjg	VerbForm=Fin	43	dislocated	_	XmlId=w_58_01960	1
184	Quant ço vos 	mandet	 li reis Marsiliun Qu'il devendrat jointes ses mains tis hom E tute Espaigne tendrat par vostre dun, Puis recevrat la lei que nus tenum, Ki ço vos lodet que cest plait degetuns, Ne li chalt, sire, de quel mort nus muriuns. 	4	mandet	_	VERB	VERcjg	VerbForm=Fin	43	advcl	_	XmlId=w_58_01929	1
192	Guenes li quens ço vus ad 	respondud	 ; 	7	respondud	_	VERB	VERppe	Tense=Past|VerbForm=Part	0	root	_	XmlId=w_58_02034	-1
195	Vos li avez tuz ses castels 	toluz	, 	7	toluz	_	VERB	VERppe	Tense=Past|VerbForm=Part	0	root	_	SpaceAfter=No|XmlId=w_58_02060	-1
197	Quant il vos mandet qu'aiez mercit de lui, Pecchet fereit ki dunc li 	fesist	 plus. 	16	fesist	_	VERB	VERcjg	VerbForm=Fin	12	csubj	_	XmlId=w_58_02093	-1
205		Livrez	 m'en ore le guant e le bastun. » 	1	Livrez	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_58_02154	-1
228		Dunez	 m'en, sire, le bastun e le guant 	1	Dunez	_	VERB	VERcjg	VerbForm=Fin	0	root	_	XmlId=w_58_02348	-1
233	N'en parlez mais, se jo nel vos 	cumant	 ! » 	10	cumant	_	VERB	VERcjg	VerbForm=Fin	3	advcl	_	XmlId=w_58_02398	-1
