sent_id	left_context	pivot	right_context
fr_partut-ud-19	reproduire l'Oeuvre, incorporer l'Oeuvre dans une ou plusieurs oeuvres dites derivées et reproduire l'oeuvre telle qu'incorporée dans les 	dites	 oeuvres dites collectives; 
fr_partut-ud-34	Si l'acceptant crée une oeuvre dite collective, à la demande de tout offrant, il devra, dans la mesure du possible, retirer de l'oeuvre dite collective toute référence au 	dit	 offrant, comme demandé. 
fr_partut-ud-35	Si l'acceptant crée une oeuvre dite dérivée, à la demande de tout offrant, il devra, dans la mesure du possible, retirer de l'oeuvre dite dérivée toute référence au 	dit	 offrant, comme demandé. 
fr_partut-ud-42	Dans le cas d'une oeuvre dite dérivée, il doit indiquer les éléments identifiant l'utilisation l'oeuvre dans l'oeuvre dite dérivée par exemple «traduction anglaise de l'oeuvre par l'auteur original» ou «Scénario 	basé	 sur l'oeuvre par l'auteur original». 
fr_partut-ud-65	Creative Commons décline toute responsabilité à l'égard de l'acceptant ou de toute autre partie, quel que soit le fondement légal de cette responsabilité et quel que soit le préjudice 	subi	, direct, indirect, matériel ou moral, qui surviendrait en rapport avec le présent contrat. 
fr_partut-ud-71	Je déclare 	reprise	 la session du Parlement européen qui avait été interrompue le vendredi 17 décembre dernier et je vous renouvelle tous mes voeux en espérant que vous avez passé de bonnes vacances. 
fr_partut-ud-78	L'une des personnes qui vient d'être assassinée au Sri Lanka est M. Kumar Ponnambalam, qui avait rendu visite au parlement européen il y 	a	 quelques mois à peine. 
fr_partut-ud-171	Madame la présidente, nous ne pouvons pas - nous n'avons pas le droit - de nous résigner à entendre parler de plus en plus souvent d'accidents qui provoquent, sur les routes, les voies ferrées et navigables, des dégâts importants également imputables au fait que les personnes 	concernées	 ne prennent pas assez au sérieux le transport de marchandises dangereuses ou que par ignorance ou par manque de formation du chauffeur ou de la personne responsable des divers moyens de transport, il arrive trop souvent qu'un accident bénin tourne à la catastrophe. 
fr_partut-ud-231	La position commune inclut pratiquement tous les amendements acceptés par la commission, harmonise les exigences minimales applicables aux examens des conseillers à la sécurité et, en deuxième lecture, nous pouvons accepter la date 	proposée	, bien plus réaliste que celle projetée au départ par la commission, sachant que cela fait déjà plusieurs années que nous débattons cette question. 
fr_partut-ud-253	L'inaction de l'Union Européenne obligerait les états membres à modifier leurs dispositions légales en la matière pour un bref laps de temps, à 	savoir	 jusqu'à la conclusion des travaux du CEN, ce qui entraînerait des coûts et des incertitudes inutiles. 
fr_partut-ud-254	La modification qui est à l'ordre du jour n'entraîne donc aucune modification de l'harmonisation communautaire 	existante	 en matière de transports de marchandises dangereuses. 
fr_partut-ud-257	les états membres bénéficiant de compétences 	accrues	. 
fr_partut-ud-258	La commission européenne décide si les états membres peuvent édicter des dispositions spécifiques 	déterminées	, la procédure de réglementation prévoyant qu'elle bénéficie à cette fin du soutien d'un comité d'experts en matière de transports de marchandises dangereuses. 
fr_partut-ud-260	Sur deux cas précis, les propositions d'amendement introduites par la commission et y ayant fait l'objet d'un accord unanime portent justement sur cette procédure comitologique 	modifiée	. 
fr_partut-ud-262	On insiste en outre sur la nécessité d'une transparence 	accrue	. 
fr_partut-ud-277	J'ai trouvé cela tout à 	fait	 exceptionnel. 
fr_partut-ud-284	Enfin, je voudrais commenter un troisième point qui me paraît également essentiel, à 	savoir	 une proposition d'amendement qui a été déposée par M. Ari Vatanen. 
fr_partut-ud-295	Nous regrettons tous que le comité européen de normalisation (CEN) n'ait pas été capable de réaliser dans les délais 	fixés	 la modification des dispositions nécessaire pour parvenir à une harmonisation appropriée au sein de l'Union Européenne. 
fr_partut-ud-297	Il y 	a	 quelques instants, M. Vatanen nous parlait de températures inférieures, non plus à -20 degrés, mais à -40 degrés. 
fr_partut-ud-298	Nous acceptons bien évidemment cet amendement, qui est tout à 	fait	 justifié, et je pense qu'il faut introduire des circonstances concrètes qui témoignent de la variété climatique de l'Union Européenne, qui se traduit parfois en spécificités et en exigences concrètes au moment où il s'agit d'envisager des normalisations ou caractérisations de type technique. 
fr_partut-ud-304	Monsieur le Président, je suis particulièrement ravi de ce que ma première intervention au Parlement européen porte sur ce que la région du Royaume-uni que je représente au sein de ce Parlement, à 	savoir	 le pays de Galles, considère comme le sujet le plus important. 
fr_partut-ud-318	Nous estimons fort positif que, dans ses conclusions, le rapporteur ait tenu compte de notre proposition selon laquelle les infrastructures de la recherche devraient être élargies dans les pays de la cohésion en implantant les écoles professionnelles et les universités de telle sorte qu'elles servent mieux les populations des régions les moins développées et qu'elles permettent aux personnes 	formées	 de demeurer dans leur région d'origine. 
fr_partut-ud-353	Et pour arriver à un élan plus rapide et efficace dans la satisfaction de ces objectifs, nous pensons qu'il est nécessaire que participent à cette initiative les créateurs d'emploi, les véritables entrepreneurs et ceux qui garantissent vraiment les nouvelles sources d'emploi, à 	savoir	 les patrons. 
fr_partut-ud-355	Si ce n'est pas le cas, si les patrons se sentent 	exclus	, s'ils ne peuvent participer, et je ne parle pas seulement de la gestion, mais également de la réception des fonds, nous aurons manqué une chance d'atteindre nos objectifs plus rapidement. 
fr_partut-ud-373	Le rapporteur constate également fort justement que le parlement n'a pas été consulté en temps 	voulu	 au sujet des orientations. 
fr_partut-ud-384	Souvent, des ressources ont été attribuées à des projets n'ayant laissé aucun profit durable à la région 	concernée	. 
fr_partut-ud-408	Les États membres sont instamment invités à accorder davantage d'importance aux stratégies 	intégrées	 afin de revitaliser les rapports entres les zones urbaines et rurales. 
fr_partut-ud-422	Monsieur le commissaire, nous continuerons à la relancer, car à l'article 158, paragraphe 1, du traité d'Amsterdam, il y a une disposition qui prévoit une politique 	intégrée	 pour les îles. 
fr_partut-ud-509	Touchez vos clients 	ciblés	. 
fr_partut-ud-580	(5) Il convient d'agir au cours de la phase de conception du produit consommateur d'énergie, puisqu'il s'avère que la pollution causée durant le cycle de vie d'un produit est déterminée à ce stade, et que la plupart des coûts 	associés	 sont engagés pendant cette phase. 
fr_partut-ud-583	(7) Il convient de fixer les exigences d'écoconception en tenant compte des objectifs et des priorités du sixième programme d'action communautaire pour l'environnement, y compris, le cas échéant, les objectifs valides dans le cadre des stratégies thématiques pertinentes du 	dit	 programme. 
fr_partut-ud-585	Le développement durable requiert également un examen adéquat de l'impact sanitaire, social et économique des mesures 	envisagées	. 
fr_partut-ud-594	Compte tenu de la nécessité urgente de contribuer au respect des engagements pris dans le cadre du protocole de Kyoto à la convention-cadre des Nations Unies sur les changements climatiques (CCNUCC), et sans préjudice de l'approche 	intégrée	 encouragée dans la présente directive, il convient d'accorder une certaine priorité aux mesures qui présentent un fort potentiel de réduction à faible coût des émissions de gaz à effet de serre. 
fr_partut-ud-613	(23) Lorsque la commission élabore des mesures d'exécution, elle devrait également tenir dûment compte de la législation nationale 	existante	 en matière d'environnement dont les états membres ont fait valoir qu'elle devrait être préservée, en particulier pour ce qui est des substances toxiques, et éviter de diminuer les niveaux de protection existants et justifiés dans les états membres. 
fr_partut-ud-624	(30) Une des principales fonctions des normes 	harmonisées	 devrait être d'aider les fabricants dans l'application des mesures d'exécution adoptées dans le cadre de la présente directive. 
fr_partut-ud-626	Dans le cas des exigences d'écoconception génériques, les normes 	harmonisées	 pourraient contribuer de façon importante à guider les fabricants dans l'établissement du profil écologique de leurs produits conformément aux exigences de la mesure d'exécution applicable. 
fr_partut-ud-627	Ces normes devraient indiquer clairement le lien entre leurs dispositions et les exigences 	visées	. 
fr_partut-ud-628	Les normes 	harmonisées	 ne devraient pas avoir pour finalité d'établir des limites pour les caractéristiques environnementales. 
fr_partut-ud-630	(32) La présente directive est conforme à certains principes de mise en oeuvre de la nouvelle approche établie dans la résolution du conseil du 7 mai 1985 concernant une nouvelle approche en matière d'harmonisation technique et de normalisation et de la référence à des normes européennes 	harmonisées	. 
fr_partut-ud-632	(33) La présente directive est complémentaire par rapport aux instruments communautaires 	existants	, tels que la directive 92/75/CEE du conseil du 22 septembre 1992 concernant l'indication de la consommation des appareils domestiques en énergie et en autres ressources par voie d'étiquetage et d'informations uniformes relatives aux produits (3), le règlement (CE) no 1980/2000 du parlement européen et du conseil du 17 juillet 2000 établissant un système communautaire révisé d'attribution du label écologique (4), le règlement (CE) no 2422/2001 du parlement européen et du conseil du 6 novembre 2001 concernant un programme communautaire d'étiquetage relatif à l'efficacité énergétique des équipements de bureau (5), la directive 2002/96/CE du parlement européen et du conseil du 27 janvier 2003 relative aux déchets d'équipements électriques et électroniques (DEEE) (6), la directive 2002/95/CE du parlement européen et du conseil du 27 janvier 2003 relative à la limitation de l'utilisation de certaines substances dangereuses dans les équipements électriques et électroniques (7) et la directive 76/769/CEE du conseil du 27 juillet 1976 concernant le rapprochement des dispositions législatives, réglementaires et administratives des états membres relatives à la limitation de la mise sur le marché et de l'emploi de certaines substances et préparations dangereuses (8). 
fr_partut-ud-634	(34) Étant donné que la directive 92/42/CEE du conseil du 21 mai 1992 concernant les exigences de rendement pour les nouvelles chaudières à eau chaude alimentées en combustibles liquides ou gazeux (9), la directive 96/57/CE du parlement européen et du conseil du 3 septembre 1996 concernant les exigences en matière de rendement énergétique des réfrigérateurs, congélateurs et appareils combinés électriques à usage 	ménager	 (10) et la directive 2000/55/CE du parlement européen et du conseil du 18 septembre 2000 établissant des exigences de rendement énergétique applicables aux ballasts pour l'éclairage fluorescent (11) contiennent déjà des dispositions relatives à la révision des exigences d'efficacité énergétique, elles devraient être intégrées dans le présent cadre. 
fr_partut-ud-634	(34) Étant donné que la directive 92/42/CEE du conseil du 21 mai 1992 concernant les exigences de rendement pour les nouvelles chaudières à eau chaude alimentées en combustibles liquides ou gazeux (9), la directive 96/57/CE du parlement européen et du conseil du 3 septembre 1996 concernant les exigences en matière de rendement énergétique des réfrigérateurs, congélateurs et appareils 	combinés	 électriques à usage ménager (10) et la directive 2000/55/CE du parlement européen et du conseil du 18 septembre 2000 établissant des exigences de rendement énergétique applicables aux ballasts pour l'éclairage fluorescent (11) contiennent déjà des dispositions relatives à la révision des exigences d'efficacité énergétique, elles devraient être intégrées dans le présent cadre. 
fr_partut-ud-642	Le programme Pericles, programme communautaire en matière d'échange, d'assistance et de formation, pour la protection de l'euro contre le faux monnayage, a été établi par la décision du conseil du 17 décembre 2001 (2001/923/CE) et vise à appuyer et à compléter les actions engagées par les états membres et les programmes 	existants	 en matière de protection de l'euro contre le faux monnayage. 
fr_partut-ud-646	L'article 13, paragraphe 3, de la 	dite	 décision dispose que la commission présente au parlement européen et au conseil, au plus tard le 30 juin 2005: 
fr_partut-ud-665	Sur la base des questionnaires adressés aux organisateurs et aux participants et des discussions avec les parties 	concernées	, il est parvenu aux principales conclusions suivantes [6]: 
fr_partut-ud-670	- les activités 	examinées	 ont été jugées pertinentes au regard des principaux objectifs du programme; 
fr_partut-ud-691	La plupart des actions 	exécutées	 consistent dans des conférences, des séminaires et des ateliers, ainsi que dans des cours de formation spécialisée. 
fr_partut-ud-727	La période de prorogation proposée est de six ans et le montant de référence reste identique, à 	savoir	 d'un million d'euros par an. 
fr_partut-ud-727	La période de prorogation 	proposée	 est de six ans et le montant de référence reste identique, à savoir d'un million d'euros par an. 
fr_partut-ud-728	Les adaptations 	proposées	 concernent l'augmentation de la proportion de cofinancement fournie par le budget communautaire; 
fr_partut-ud-733	- de former/informer le nouveau personnel et d'étendre la formation aux secteurs qui ont moins bénéficié du programme Pericles, à 	savoir	 les agents financiers, le ministère public et les techniciens; 
fr_partut-ud-793	Toute personne a droit au repos et aux loisirs et notamment à une limitation raisonnable de la durée du travail et à des congés 	payés	 périodiques. 
fr_partut-ud-820	Rolf Bolin, qui était professeur à la station marine de Hopkin où je travaille, a écrit dans les années 40 que, ""les gaz émanant de la crasse 	flottante	 dans les anses du golfe étaient si mauvais qu'ils faisaient même noircir les peintures au plomb"". 
fr_partut-ud-856	En fait, ce qu'on a fait il y 	a	 quelques années c'était d'apprendre comment on introduit clandestinement un labo de biologie moléculaire à Tokyo et de l'utiliser pour tester génétiquement l'ADN d'échantillons de viande de baleine et identifier ce qu'ils étaient vraiment. 
fr_partut-ud-867	Nous avons eu ces données il y 	a	 quelques années. 
fr_partut-ud-610	(21) Les produits consommateurs d'énergie conformes aux exigences d'écoconception établies dans les mesures d'exécution de la présente directive doivent porter le marquage CE et les informations 	associées	, afin de pouvoir être mis sur le marché intérieur et y circuler librement. 
fr_partut-ud-904	Mais ce sont essentiellement des estomacs et des poumons 	externalisés	. 
fr_partut-ud-918	Ils sont venus sur la terre il y 	a	 1,3 milliards d'années, et les plantes ont suivi plusieurs centaines de millions d'années plus tard. 
fr_partut-ud-921	L'acide oxalique est fait de deux molécules de dioxyde de carbone 	assemblées	. 
fr_partut-ud-927	Il y 	a	 420 millions d'années, cet organisme existait. 
fr_partut-ud-932	Sur la plupart des terres 	émergées	. 
fr_partut-ud-46	À l'exception des situations expressément mentionnées dans le présent contrat ou dans un autre accord 	écrit	, ou exigées par la loi applicable, l'oeuvre est mise à disposition en l'état sans garantie d'aucune sorte, qu'elle soit expresse ou tacite, y compris à l'égard du contenu ou de l'exactitude de l'oeuvre. 
fr_partut-ud-791	3. Quiconque 	travaille	 a droit à une rémunération équitable et satisfaisante lui assurant ainsi qu'à sa famille une existence conforme à la dignité humaine et complétée, s'il y a lieu, par tous autres moyens de protection sociale. 
fr_partut-ud-966	À titre exceptionnel et dans des cas dûment justifiés, une prolongation 	limitée	 de la durée peut être accordée pour l'exécution des contrats. 
fr_partut-ud-967	Pour ce qui concerne les frais d'audit et d'évaluation, les fonds de préadhésion 	prévus	 peuvent être engagés jusqu'à cinq ans après l'adhésion. 
fr_partut-ud-972	Cette aide finance des projets de renforcement des institutions et de petits investissements 	limités	 qui sont accessoires à ceux-ci. 
fr_partut-ud-978	Les mesures ainsi décidées sont immédiatement applicables, tiennent compte des intérêts de toutes les parties 	concernées	 et n'entraînent pas de contrôles aux frontières. 
fr_partut-ud-983	La commission peut adapter les mesures arrêtées en fonction de la mesure dans laquelle le nouvel état membre 	concerné	 remplit ses engagements. 
fr_partut-ud-983	La commission peut adapter les mesures 	arrêtées	 en fonction de la mesure dans laquelle le nouvel état membre concerné remplit ses engagements. 
fr_partut-ud-984	Les mesures sont maintenues pendant la durée strictement nécessaire et, en tout état de cause, sont levées dès que le manquement 	constaté	 est corrigé. 
fr_partut-ud-1003	Le mandat des nouveaux membres 	nommés	 expire en même temps que celui des membres qui sont en fonction au moment de l'adhésion. 
fr_partut-ud-1015	une superficie maximale 	garantie	 de 829229 ha est ainsi établie. 
