sent_id,left_context,pivot,right_context
n01002032,"« Alors, je suis désolé de vous mettre la pression, mais l'avenir de la république repose sur vos épaules, » ",dit,-il à la foule rassemblée sur un terrain de sport de l'Université de la Caroline du Nord. 
n01003010,"Début octobre, l'équipe de transition avait utilisé le même endroit pour sa réunion avec les lobbyistes du secteur des technologies, ",invitant," des représentants de Uber, de Motion Picture Association of America, de Consumer Technology Association et d'autres groupes. "
n01021007,"Malheureusement, une fois de plus, une minorité gâche tout pour une majorité, ",écrit," Jesse LaBrocca, fondateur de Hack Forums, dans son message justifiant la fermeture de la section. "
n01022002,"Une étude des plans nationaux visant à réduire les émissions de carbone, conduite par l'ONU, ",montre, qu'ils sont loin d'avoir les niveaux requis pour contenir l'augmentation des températures sous le seuil de 2° C. 
n01022002,"Une étude des plans nationaux visant à réduire les émissions de carbone, ",conduite," par l'ONU, montre qu'ils sont loin d'avoir les niveaux requis pour contenir l'augmentation des températures sous le seuil de 2° C. "
n01025040,"En Chine, les cheveux sont généralement placés dans un bain chimique afin de complètement retirer la cuticule, ",explique, Tarlo. 
n01025045,"A travers l'histoire, le marché international du cheveu a toujours eu une connotation politique, ",déclare, Tarlo. 
n01026004,"Ce soir, nous allons punir les conducteurs qui utilisent les feux de route, ",indique, le message. 
n01027030,"La majorité du débat, ",étant," cette année du côté des démocrates, a été centrée sur l'identité masculine et blanche. "
n01028022,"Heureusement, quelqu'un chez Sony en Australie a dit: « Tiens, à propos, vous avez vu ca ? » ",dit, Pall. 
n01028022,"Heureusement, quelqu'un chez Sony en Australie a dit: « ",Tiens,", à propos, vous avez vu ca ? » dit Pall. "
n01035025,"Nous ne pensons pas que le suspect ait de lien avec cette école, avec les deux filles, ou avec la région d'Abbotsford en particulier, ",dit,-elle. 
n01039013,"Pendant ce temps, Clinton et ses alliés tentent de maintenir l'attention sur Trump, ",argumentant, que ses commentaires désobligeants sur les femmes et les minorités ainsi que son tempérament le rendent inapte pour ce poste. 
n01050014,"Il est possible de présenter un taux d'hémoglobine normal tout en ayant des carences en fer, ",indique, la Société canadienne du sang (CBS). 
n01051007,"C'est la tumeur la plus fréquente chez les bébés, ",survenant, une fois toutes les 35 000 naissances. 
n01053041,"Sa voix a littéralement fait le tour du monde, ",dit, Leive. 
n01054017,"De nombreuses personnes, y compris des groupes indigènes, ",allèguent, qu'ils banalisent la culture des Premières Nations. 
