sent_id	left_context	pivot	right_context
ParisStories_2019_concoursEquitation_20	tu as une reprise 	imposée	. 
ParisStories_2019_concoursEquitation_25	cette épreuve, tu la fais 	costumé	 à cheval. 
ParisStories_2019_experienceFac_23	ils sont contents de retrouver leurs leurs amis enfin 	voilà	. 
ParisStories_2019_experienceFac_38	et euh enfin 	voilà	 c'est c'est sympa. 
ParisStories_2019_experienceFac_49	je sais que 	voilà	 l'année dernière il y avait euh les tote bags euh avec Asos. 
ParisStories_2019_experienceFac_76	on peut pas tous aimer les mêmes choses, euh enfin 	voilà	. 
ParisStories_2019_experienceFac_79	même si euh bon bah voilà, c'est pas drôle faut 	travailler	, il y a les devoirs, tout ça c'est quand même quelque chose euh ouais d'hu~ d'humain. 
ParisStories_2019_experienceFac_79	même si euh bon bah 	voilà	, c'est pas drôle faut travailler, il y a les devoirs, tout ça c'est quand même quelque chose euh ouais d'hu~ d'humain. 
ParisStories_2019_journeeTournage_6	et euh, donc ça déjà c'était payé quarante euros, juste pour aller 	essayer	, ça a duré, euh, trente minutes. 
ParisStories_2019_journeeTournage_18	Euh, ensuite à mid~ à midi on était tous ensemble, euh, pour aller 	manger	, 
ParisStories_2019_journeeTournage_30	Et euh, et 	voilà	 donc c'était cool. 
ParisStories_2019_mauriceAventure_3	c'est euh ça s'	appelle	 Casela Aventures. 
ParisStories_2019_mauriceAventure_13	donc on avait 	choisi	 choisi un jour tous ensemble etc. 
ParisStories_2019_mauriceAventure_18	du coup fallait vraiment qu'on choisisse vraiment deux activités qu'on voulait 	faire	. 
ParisStories_2019_mauriceAventure_32	à un moment 	donné	 on monte tout là-haut, 
ParisStories_2019_mauriceAventure_38	c'est une activité que tu peux 	faire	, 
ParisStories_2019_patisserieFine_15	et là il a insisté encore une fois pour que je puisse rester 	manger	 donc j'ai cédé et j'ai accepté, 
ParisStories_2019_patisserieFine_23	et je lui demande ce qu'il y 	a	 à l'intérieur, 
ParisStories_2019_stagePrimaire_18	on les connaît si, mais on les connaît pas intimement on va 	dire	, contrairement euh à le primaire et à le CP. 
ParisStories_2019_stagePrimaire_21	et je me suis rendu compte que c'était assez difficile pour les maîtresses, parce que euh elles sont 	confron~	 confrontées à les élèves avec leurs difficultés. 
ParisStories_2019_stagePrimaire_25		dégouté	, pas dégouté de son métier parce qu'il aime ce qu'il fait. 
ParisStories_2020_aideAuxEnfants_2	en fait, euh, je partais trois semaines par le biais d'une colonie, avec des amis, et euh, un organisme qui s'	appelle	 Grandir Aventure. 
ParisStories_2020_aideAuxEnfants_24	mais euh, euh, qu'est-ce que je voulais 	dire	 ? 
ParisStories_2020_alarmeTrain_14	et euh, du coup, je fais tiens et tout mais je savais pas qu'est-ce qu'il se 	passait	. 
ParisStories_2020_anecdoteMetro_8	je me, en fait au départ tu vois, j'ai hésité entre 	aller	 aller à la fac en bus, ou aller à la fac à pied jusqu'au métro. 
ParisStories_2020_anecdoteMetro_23	en fait, tu vois, je suis je commençais à descendre, j'étais à coté de la porte du bus, je voulais 	descendre	. 
ParisStories_2020_descenteCanoe_1	alors, euh, c'était il y 	a	 à peu près huit, dix ans. 
ParisStories_2020_descenteCanoe_2	et, j'étais avec mes parents et une de mes copines qui s'	appelait	 Juliette. 
ParisStories_2020_descenteCanoe_12	on s'était dit, euh, ouais non, ça va pas durer trop trop longtemps, euh, ça devrait 	aller	. 
ParisStories_2020_descenteCanoe_31	elle a fait la cascade toute seule, donc bon, 	voilà	. 
ParisStories_2020_dragQueen_3	enfin de drag queen, qui s'	appelle	 RuPaul's Drag Race. 
ParisStories_2020_dragQueen_30	et, euh, donc, on est allé dans la salle et tout on a essayé de se 	mettre	 sur le côté vraiment. 
ParisStories_2020_galereNice_7	euh, tout se 	passait	 bien. 
ParisStories_2020_galereNice_8	on a pu 	visiter	. 
