sent_id	left_context	pivot	right_context
ParisStories_2019_concoursEquitation_24	donc, 	fallait	 que je choisisse un thème. 
ParisStories_2019_concoursEquitation_42	on l'avait, euh, re~, 	recouvert	 de tissu doré. 
ParisStories_2019_concoursEquitation_42	on l'avait, euh, 	re~	, recouvert de tissu doré. 
ParisStories_2019_experienceFac_88	enfin voilà, 	voilà	 l'expérience que j'ai de la fac. 
ParisStories_2019_journeeTournage_4	il y avait d'abord, euh, un jour, euh, enfin quelques jours avant le tournage, on devait aller, euh, dans le studio pour, euh, 	essayer	 le et notre costume euh avec la costumière, et euh, pour qu'ils regardent, euh, nos cheveux pour voir, euh, quelle coiffure ils pouvaient nous faire. 
ParisStories_2019_journeeTournage_9	et euh, donc là, euh, tout, euh, toute la Promenade, euh, était, euh, 	fermée	. 
ParisStories_2019_journeeTournage_13	Euh, en fait c'était une scène où les les deux petits traversaient la route et, euh, 	allaient	 vers la plage. 
ParisStories_2019_journeeTournage_29	Y avait deux petits acteurs, euh, qui avaient chacun, euh, une assistante, euh, attitrée un peu comme leurs mamans qui venaient, euh, les, 	faire	 des jeux avec eux pendant pendant qu'ils attendaient leur scène, euh, les recoiffer, les remaquiller, tout ça. 
ParisStories_2019_journeeTournage_29	Y avait deux petits acteurs, euh, qui avaient chacun, euh, une assistante, euh, 	attitrée	 un peu comme leurs mamans qui venaient, euh, les, faire des jeux avec eux pendant pendant qu'ils attendaient leur scène, euh, les recoiffer, les remaquiller, tout ça. 
ParisStories_2019_mercrediSoir_12	il nous avait dit, euh, qu'il pourrait pas, euh, 	être	 à l'heure pour le match de foot PSG Bayern de Munich. 
ParisStories_2019_mercrediSoir_31	et après donc, on est allé au , euh, au bar, euh, qu'Adrien nous avait, euh, 	indiqué	, euh. 
ParisStories_2019_peripleCrous_23	ils disent Cuvier faut prendre le, 	faut	 prendre le rond quarante-sept, 
ParisStories_2020_aideAuxEnfants_5	euh, et l'internat, en fait, 	travaille	 en partenariat avec l'organisme Grandir Aventure. 
ParisStories_2020_aideAuxEnfants_8	on a, euh, 	repeint	 les murs. 
ParisStories_2020_aideAuxEnfants_10	et euh, et en plus de cela, nous avons, dans cette première partie du voyage, nous avons, euh, fait plusieurs activités, comme par exemple, 	créer	 du savon. 
ParisStories_2020_aideAuxEnfants_10	et euh, et en plus de cela, nous avons, dans cette première partie du voyage, nous avons, euh, 	fait	 plusieurs activités, comme par exemple, créer du savon. 
