sent_id	left_context	pivot	right_context
ParisStories_2019_mauriceAventure_3	c'est euh ça s'	appelle	 Casela Aventures. 
ParisStories_2019_patisserieFine_23	et je lui demande ce qu'il y 	a	 à l'intérieur, 
ParisStories_2020_aideAuxEnfants_2	en fait, euh, je partais trois semaines par le biais d'une colonie, avec des amis, et euh, un organisme qui s'	appelle	 Grandir Aventure. 
ParisStories_2020_alarmeTrain_14	et euh, du coup, je fais tiens et tout mais je savais pas qu'est-ce qu'il se 	passait	. 
ParisStories_2020_descenteCanoe_1	alors, euh, c'était il y 	a	 à peu près huit, dix ans. 
ParisStories_2020_descenteCanoe_2	et, j'étais avec mes parents et une de mes copines qui s'	appelait	 Juliette. 
ParisStories_2020_dragQueen_3	enfin de drag queen, qui s'	appelle	 RuPaul's Drag Race. 
ParisStories_2020_dragQueen_30	et, euh, donc, on est allé dans la salle et tout on a essayé de se 	mettre	 sur le côté vraiment. 
ParisStories_2020_galereNice_7	euh, tout se 	passait	 bien. 
ParisStories_2020_galereNice_13	et euh, même ma meilleure amie, donc Manon, me dit même, euh : tout se 	passe	 bien. 
ParisStories_2020_galereNice_22	euh, du coup on se 	dit	 : bon bah tranquille tranquille on a le temps euh. 
ParisStories_2020_galereNice_27	euh, du coup, on se 	dirige	 tranquillement, euh, vers le centre-ville. 
ParisStories_2020_galereNice_30	et vers je sais plus trop quelle heure, on se 	dit	 : faudrait quand même, euh, aller vers l'aéroport. 
ParisStories_2020_histoireOurs_20	donc, après, on, on est partie, s~, se, euh, recoucher, en espérant que il se 	passe	 rien. 
ParisStories_2020_histoireOurs_27	donc, on était tellement, euh, on s'est dit, mais ça se 	trouve	 c'est vrai, quoi. 
ParisStories_2020_maisonAbondonnee_3	donc on avait le droit d'aller se 	balader	 tout seuls. 
ParisStories_2020_sangDEncre_11	donc, euh, tout se 	passe	 bien. 
ParisStories_2020_sangDEncre_14	tout se 	passe	 bien. 
ParisStories_2020_sangDEncre_16	je lis un livre et je me 	souviens	 même du livre en question. 
ParisStories_2020_sangDEncre_35	vous voyez très bien, euh, visualisez l'esprit de, euh, d'une ado de quatorze ans qui se 	fait	 tout un sang d'encre. 
ParisStories_2021_neesLeMemeMois_24	donc, bon, c'était il y 	a	 longtemps. 
ParisStories_2021_nouveauxEleves_11	et, il m'a dit que, lui, non, euh, au contraire il n'était pas du tout de, de la région parisienne, qu'il avait déménagé et qu'il était tout nouveau ici, euh, parce qu'il habitait, en fait, dans une petite ville, euh, de Rhônes -Alpes euh quelques euh, il y a, il y 	a	 même pas euh, quelques semaines. 
ParisStories_2021_nouveauxEleves_11	et, il m'a dit que, lui, non, euh, au contraire il n'était pas du tout de, de la région parisienne, qu'il avait déménagé et qu'il était tout nouveau ici, euh, parce qu'il habitait, en fait, dans une petite ville, euh, de Rhônes -Alpes euh quelques euh, il y 	a	, il y a même pas euh, quelques semaines. 
ParisStories_2021_prenomDeVieille_13	euh, je suis allée tout de suite, euh, après en cours, et, en fait, je me 	souviens	 que j'avais raté, euh, les trois premiers jours de la rentrée parce que j'avais pas, j'avais pas trouvé de lycée, j'avais déménagé et il fallait m'affecter au lycée du quartier. 
ParisStories_2022_5_gîteEnMontagne__14	comme quand on avait été à Tignes il y 	a	 deux ans. 
ParisStories_2022_16_hamacTahiti__17	c'était il y 	a	 très, très, bah oui, euh … 
ParisStories_2020_blessureRecreation_5	et il y a une gamine euh qui s'appelle euh Céc~ qui s'	appelle	 Cécilia, qui euh, qui vient me voir en gueulant euh, il y a Sanga à terre ! 
ParisStories_2020_blessureRecreation_5	et il y a une gamine euh qui s'	appelle	 euh Céc~ qui s'appelle Cécilia, qui euh, qui vient me voir en gueulant euh, il y a Sanga à terre ! 
ParisStories_2020_blessureRecreation_10	donc là moi je me dis euh, pff encore une bagarre de merde et tout euh, ils sont relous à se 	taper	 tout le temps sur la gueule machin. 
ParisStories_2020_campBedouin_11	alors le premier jour je me 	souviens	 on a été au Dubaï Creek, euh c'était un petit marché tout ça euh. 
ParisStories_2020_campBedouin_14	tu te 	souviens	 ? 
ParisStories_2021_couruLaVoir_28	donc, après on a dû, euh, se dire au 	revoir	, pour retourner euh, en cours quand la récréation était finie. 
ParisStories_2022_10_frèreHyperDifférent__22	pourtant c'était il y 	a	 longtemps, hein ? 
ParisStories_2022_6_tetedeNeuneu__6	il y 	a	 combien de temps ? 
ParisStories_2019_voyageItalie_37	le truc il y avait d'un côté il y avait une euh, une voie rapide, de l'autre côté il y avait une autre voie rapide, à côté d'un rond-point, et il y 	avait	 la station service. 
ParisStories_2019_voyageItalie_37	le truc il y avait d'un côté il y avait une euh, une voie rapide, de l'autre côté il y 	avait	 une autre voie rapide, à côté d'un rond-point, et il y avait la station service. 
ParisStories_2019_voyageItalie_37	le truc il y avait d'un côté il y 	avait	 une euh, une voie rapide, de l'autre côté il y avait une autre voie rapide, à côté d'un rond-point, et il y avait la station service. 
ParisStories_2019_voyageItalie_37	le truc il y 	avait	 d'un côté il y avait une euh, une voie rapide, de l'autre côté il y avait une autre voie rapide, à côté d'un rond-point, et il y avait la station service. 
ParisStories_2020_histoireHorreur_26	et du coup ceux qui étaient à l'arrière de la voiture ils se 	sentaient	 un peu observés. 
ParisStories_2020_poissonsNoel_19	en fait, quand, quand vraiment la plage est remplie, remplie de monde, on est tous collés et à minuit tout le monde se 	souhaite	 la bonne année. 
ParisStories_2020_sortiesAdolescence_3	je me 	souviens	 mon adolescence, ah j'en ai fait vivre de toutes les couleurs à mes parents. 
ParisStories_2022_20_LesParentsInconnus__14	euh, j~, j'ai des souvenirs avec lui à 	partir	 de, de ma nouvelle vie en Espagne. 
ParisStories_2022_14_râteauAuTravail__32	euh, j'ai pas eu mon bisou, j'ai pas eu mon bisou d'au 	revoir	. 
